company,n,j1,j2,j3,j4,n_yoe,is_aggregator,mode_industry,sources_present,n_sources,j1_share,j2_share,j3_share,j4_share,flag
GlossGenius,5,0.0,0.0,2.0,2.0,4.0,False,Software Development,['scraped'],1,0.0,0.0,0.5,0.5,False
Goldman Sachs,82,1.0,7.0,15.0,26.0,60.0,False,Financial Services,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.012195121951219513,0.08536585365853659,0.25,0.43333333333333335,False
Goliath Partners,44,0.0,0.0,0.0,8.0,11.0,False,Financial Services,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.0,0.7272727272727273,True
GoodRx,7,1.0,1.0,0.0,0.0,6.0,False,Hospitals and Health Care,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.14285714285714285,0.14285714285714285,0.0,0.0,False
Goodwin Recruiting,10,0.0,0.0,3.0,4.0,9.0,False,Staffing and Recruiting,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.3333333333333333,0.4444444444444444,False
Google,790,7.0,7.0,404.0,617.0,779.0,False,Information Services,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.008860759493670886,0.008860759493670886,0.5186136071887034,0.79204107830552,True
Gotion Inc.,5,0.0,0.0,0.0,2.0,2.0,False,Manufacturing,['scraped'],1,0.0,0.0,0.0,1.0,True
GovCIO,8,0.0,0.0,0.0,0.0,3.0,False,IT System Data Services,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.0,0.0,False
Government Systems Technologies Inc,5,0.0,0.0,0.0,0.0,2.0,True,Software Development,['scraped'],1,0.0,0.0,0.0,0.0,False
Govini,15,0.0,0.0,2.0,9.0,14.0,False,Software Development,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.14285714285714285,0.6428571428571429,True
Gradial,9,0.0,0.0,0.0,1.0,8.0,False,"Real Estate, Financial Services, and Capital Markets",['scraped'],1,0.0,0.0,0.0,0.125,False
Grainger,13,0.0,0.0,0.0,2.0,10.0,False,Retail Office Equipment,['scraped'],1,0.0,0.0,0.0,0.2,False
"Grey Matters Defense Solutions, LLC",10,0.0,0.0,0.0,5.0,9.0,False,,['kaggle_asaniczka'],1,0.0,0.0,0.0,0.5555555555555556,False
Greylock,6,0.0,0.0,1.0,2.0,6.0,False,,['kaggle_asaniczka'],1,0.0,0.0,0.16666666666666666,0.3333333333333333,False
Greylock Partners,13,0.0,0.0,2.0,4.0,8.0,False,"Software Development, Computers and Electronics Manufacturing, and IT Services and IT Consulting",['scraped'],1,0.0,0.0,0.25,0.5,False
Grid Dynamics,5,0.0,0.0,0.0,1.0,5.0,False,IT Services and IT Consulting,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.0,0.2,False
Gridware,7,0.0,0.0,0.0,1.0,6.0,False,Software Development,['scraped'],1,0.0,0.0,0.0,0.16666666666666666,False
Grindr,9,0.0,0.0,0.0,0.0,8.0,False,Software Development,['scraped'],1,0.0,0.0,0.0,0.0,False
Grow Therapy,12,0.0,0.0,0.0,1.0,10.0,False,Mental Health Care,['scraped'],1,0.0,0.0,0.0,0.1,False
Guardian Life,11,0.0,0.0,0.0,0.0,11.0,False,Financial Services,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.0,0.0,False
Guidehouse,27,1.0,1.0,1.0,1.0,11.0,True,Business Consulting and Services,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.037037037037037035,0.037037037037037035,0.09090909090909091,0.09090909090909091,False
Guidewire Software,14,0.0,0.0,1.0,1.0,11.0,False,Software Development,['scraped'],1,0.0,0.0,0.09090909090909091,0.09090909090909091,False
Gusto,20,0.0,0.0,0.0,0.0,19.0,False,Software Development,['scraped'],1,0.0,0.0,0.0,0.0,False
H-E-B,12,0.0,0.0,1.0,2.0,9.0,False,Retail,"['kaggle_arshkon', 'kaggle_asaniczka']",2,0.0,0.0,0.1111111111111111,0.2222222222222222,False
HAN IT Staffing Inc,11,0.0,0.0,0.0,0.0,5.0,True,Software Development,"['kaggle_arshkon', 'scraped']",2,0.0,0.0,0.0,0.0,False
HARMAN International,7,1.0,1.0,0.0,0.0,6.0,False,Computers and Electronics Manufacturing,"['kaggle_asaniczka', 'scraped']",2,0.14285714285714285,0.14285714285714285,0.0,0.0,False
HCA Healthcare,26,0.0,0.0,1.0,4.0,22.0,False,Hospitals and Health Care,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.045454545454545456,0.18181818181818182,False
HCL Global Systems Inc,21,0.0,0.0,0.0,2.0,15.0,True,Financial Services,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.0,0.13333333333333333,False
HCLTech,32,1.0,1.0,1.0,2.0,12.0,False,IT Services and IT Consulting,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.03125,0.03125,0.08333333333333333,0.16666666666666666,False
HDR,10,0.0,0.0,2.0,3.0,8.0,False,"IT Services and IT Consulting, Civil Engineering, and Architecture and Planning","['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.25,0.375,False
HID,7,0.0,0.0,1.0,2.0,6.0,False,Security and Investigations,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.16666666666666666,0.3333333333333333,False
HII,8,0.0,0.0,0.0,7.0,8.0,False,,['kaggle_asaniczka'],1,0.0,0.0,0.0,0.875,True
HIRECLOUT,8,0.0,0.0,1.0,5.0,8.0,False,Software Development,"['kaggle_arshkon', 'scraped']",2,0.0,0.0,0.125,0.625,True
HMG AMERICA LLC,7,0.0,0.0,0.0,1.0,4.0,True,Software Development,['scraped'],1,0.0,0.0,0.0,0.25,False
HP,8,1.0,1.0,0.0,0.0,6.0,False,"Computer Hardware Manufacturing, Software Development, and IT Services and IT Consulting",['scraped'],1,0.125,0.125,0.0,0.0,False
HPE Aruba Networking,5,0.0,0.0,0.0,0.0,2.0,False,IT Services and IT Consulting,['scraped'],1,0.0,0.0,0.0,0.0,False
HPTech Inc,7,0.0,0.0,0.0,0.0,4.0,True,Software Development,['scraped'],1,0.0,0.0,0.0,0.0,False
HR Pundits,7,0.0,0.0,0.0,0.0,6.0,True,Software Development,['scraped'],1,0.0,0.0,0.0,0.0,False
"HRL Laboratories, LLC",5,0.0,0.0,0.0,1.0,5.0,False,,['kaggle_asaniczka'],1,0.0,0.0,0.0,0.2,False
HTC Global Services,34,0.0,0.0,2.0,6.0,25.0,False,IT Services and IT Consulting,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.08,0.24,False
HTD Resources,8,1.0,1.0,0.0,1.0,5.0,True,Software Development,['scraped'],1,0.125,0.125,0.0,0.2,False
"HX5, LLC",6,0.0,0.0,1.0,1.0,6.0,False,IT Services and IT Consulting,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.16666666666666666,0.16666666666666666,False
HYR Global Source Inc,18,0.0,0.0,2.0,2.0,6.0,True,IT Services and IT Consulting,['scraped'],1,0.0,0.0,0.3333333333333333,0.3333333333333333,False
Hackensack Meridian Health,7,0.0,0.0,1.0,2.0,6.0,False,Hospitals and Health Care,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.16666666666666666,0.3333333333333333,False
HackerOne,7,0.0,0.0,0.0,1.0,6.0,False,Computer and Network Security,['scraped'],1,0.0,0.0,0.0,0.16666666666666666,False
HackerRank,7,0.0,0.0,1.0,3.0,3.0,False,Software Development,"['kaggle_arshkon', 'scraped']",2,0.0,0.0,0.3333333333333333,1.0,True
Hadrian,11,0.0,0.0,0.0,0.0,1.0,False,Defense and Space Manufacturing,"['kaggle_arshkon', 'scraped']",2,0.0,0.0,0.0,0.0,False
Hallmark Global Solutions Ltd,7,0.0,1.0,0.0,0.0,2.0,False,"IT Services and IT Consulting, Hospitality, and Hotels and Motels",['scraped'],1,0.0,0.14285714285714285,0.0,0.0,False
Hamlyn Williams,6,1.0,1.0,0.0,0.0,3.0,False,,['kaggle_asaniczka'],1,0.16666666666666666,0.16666666666666666,0.0,0.0,False
Handshake,14,1.0,1.0,5.0,6.0,11.0,False,Software Development,['scraped'],1,0.07142857142857142,0.07142857142857142,0.45454545454545453,0.5454545454545454,False
HarbourVest Partners,6,0.0,0.0,2.0,2.0,3.0,False,Venture Capital and Private Equity Principals,['scraped'],1,0.0,0.0,0.6666666666666666,0.6666666666666666,True
Harnham,53,0.0,0.0,1.0,4.0,30.0,True,Financial Services,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.03333333333333333,0.13333333333333333,False
Harrison Clarke,14,0.0,0.0,2.0,2.0,5.0,False,Software Development and IT System Custom Software Development,['scraped'],1,0.0,0.0,0.4,0.4,False
Harvey,19,0.0,0.0,0.0,0.0,7.0,False,Software Development,['scraped'],1,0.0,0.0,0.0,0.0,False
Harvey Nash,8,0.0,0.0,1.0,2.0,5.0,False,Retail,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.2,0.4,False
Hayden AI,6,0.0,0.0,0.0,0.0,5.0,False,Software Development,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.0,0.0,False
Hays,7,1.0,1.0,1.0,4.0,4.0,True,IT Services and IT Consulting,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.14285714285714285,0.14285714285714285,0.25,1.0,True
Haystack,232,5.0,5.0,27.0,42.0,182.0,False,"Technology, Information and Internet",['scraped'],1,0.021551724137931036,0.021551724137931036,0.14835164835164835,0.23076923076923078,False
Heads Up Technologies,5,0.0,0.0,1.0,2.0,4.0,False,Aviation and Aerospace Component Manufacturing,['scraped'],1,0.0,0.0,0.25,0.5,False
Headway,10,0.0,0.0,0.0,1.0,5.0,False,Mental Health Care,['scraped'],1,0.0,0.0,0.0,0.2,False
HealthPartners,5,0.0,0.0,0.0,0.0,1.0,False,Hospitals and Health Care,['scraped'],1,0.0,0.0,0.0,0.0,False
HealthStream,6,0.0,0.0,1.0,5.0,6.0,False,Software Development,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.16666666666666666,0.8333333333333334,True
Hearst Health,5,0.0,0.0,0.0,0.0,3.0,False,Hospitals and Health Care,['scraped'],1,0.0,0.0,0.0,0.0,False
Heitmeyer Consulting,5,0.0,0.0,1.0,2.0,3.0,False,Business Consulting and Services,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.3333333333333333,0.6666666666666666,True
Helion,13,0.0,0.0,1.0,2.0,8.0,False,Renewable Energy Power Generation,['scraped'],1,0.0,0.0,0.125,0.25,False
Henderson Scott,9,0.0,0.0,0.0,1.0,6.0,False,IT Services and IT Consulting and Financial Services,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.0,0.16666666666666666,False
Henkel,7,1.0,1.0,1.0,4.0,6.0,False,Chemical Manufacturing and Manufacturing,"['kaggle_asaniczka', 'scraped']",2,0.14285714285714285,0.14285714285714285,0.16666666666666666,0.6666666666666666,True
Herbalife,6,0.0,0.0,0.0,0.0,4.0,False,Wellness and Fitness Services,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.0,0.0,False
Hermeus,8,2.0,2.0,2.0,2.0,5.0,False,Financial Services and Hospitals and Health Care,['scraped'],1,0.25,0.25,0.4,0.4,False
Hermitage Infotech,22,0.0,0.0,1.0,3.0,13.0,False,,['kaggle_asaniczka'],1,0.0,0.0,0.07692307692307693,0.23076923076923078,False
Hewlett Packard Enterprise,19,1.0,1.0,3.0,5.0,18.0,False,IT Services and IT Consulting,['scraped'],1,0.05263157894736842,0.05263157894736842,0.16666666666666666,0.2777777777777778,False
HexaQuEST Global,6,0.0,0.0,0.0,1.0,4.0,False,IT Services and IT Consulting,"['kaggle_arshkon', 'kaggle_asaniczka']",2,0.0,0.0,0.0,0.25,False
Hexaware Technologies,15,0.0,0.0,0.0,1.0,10.0,True,Software Development,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.0,0.1,False
High5,6,0.0,0.0,0.0,0.0,2.0,False,Computer Hardware Manufacturing,"['kaggle_arshkon', 'kaggle_asaniczka']",2,0.0,0.0,0.0,0.0,False
Highbrow Technology Inc,7,0.0,0.0,1.0,1.0,5.0,True,IT Services and IT Consulting,['scraped'],1,0.0,0.0,0.2,0.2,False
Hilton,5,0.0,0.0,0.0,0.0,5.0,False,Hospitality,['scraped'],1,0.0,0.0,0.0,0.0,False
Hinge,8,0.0,0.0,2.0,3.0,7.0,False,"Software Development, Consumer Services, and Technology, Information and Internet",['scraped'],1,0.0,0.0,0.2857142857142857,0.42857142857142855,False
Hire'in Solutions,13,2.0,2.0,0.0,2.0,4.0,False,Staffing and Recruiting,['scraped'],1,0.15384615384615385,0.15384615384615385,0.0,0.5,False
HireArt,7,0.0,0.0,0.0,2.0,5.0,False,"Technology, Information and Internet","['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.0,0.4,False
"HireIO, Inc.",11,0.0,0.0,0.0,1.0,6.0,False,,['kaggle_asaniczka'],1,0.0,0.0,0.0,0.16666666666666666,False
HireKeyz Inc,21,0.0,0.0,4.0,6.0,18.0,True,Software Development,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.2222222222222222,0.3333333333333333,False
HireOn Tech,5,0.0,0.0,0.0,0.0,2.0,False,IT Services and IT Consulting,['scraped'],1,0.0,0.0,0.0,0.0,False
HireTalent - Diversity Staffing & Recruiting Firm,38,1.0,1.0,9.0,9.0,18.0,False,IT Services and IT Consulting,"['kaggle_arshkon', 'kaggle_asaniczka']",2,0.02631578947368421,0.02631578947368421,0.5,0.5,False
HireTalent - Staffing & Recruiting Firm,14,1.0,1.0,0.0,0.0,7.0,False,"IT Services and IT Consulting, Accounting, and Financial Services",['scraped'],1,0.07142857142857142,0.07142857142857142,0.0,0.0,False
Hitachi Energy,8,1.0,1.0,0.0,0.0,3.0,False,"Appliances, Electrical, and Electronics Manufacturing and IT Services and IT Consulting","['kaggle_asaniczka', 'scraped']",2,0.125,0.125,0.0,0.0,False
"Holistic Partners, Inc",29,0.0,0.0,0.0,0.0,17.0,False,Staffing and Recruiting,['scraped'],1,0.0,0.0,0.0,0.0,False
"Hologic, Inc.",15,0.0,0.0,1.0,1.0,9.0,False,Medical Equipment Manufacturing,['scraped'],1,0.0,0.0,0.1111111111111111,0.1111111111111111,False
Honey,7,0.0,0.0,2.0,5.0,7.0,False,"Software Development, Financial Services, and Technology, Information and Internet",['scraped'],1,0.0,0.0,0.2857142857142857,0.7142857142857143,True
Honeywell,93,2.0,2.0,11.0,19.0,75.0,True,"Appliances, Electrical, and Electronics Manufacturing","['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.021505376344086023,0.021505376344086023,0.14666666666666667,0.25333333333333335,False
Honeywell Aerospace Technologies,29,0.0,0.0,3.0,5.0,25.0,False,Aviation and Aerospace Component Manufacturing,['scraped'],1,0.0,0.0,0.12,0.2,False
Hoplite Solutions LLC,5,0.0,0.0,0.0,0.0,0.0,False,Internet Publishing,['scraped'],1,0.0,0.0,,,False
Hopper,13,0.0,0.0,0.0,2.0,4.0,False,Software Development,['scraped'],1,0.0,0.0,0.0,0.5,False
Horizon Surgical Systems,6,0.0,0.0,1.0,1.0,3.0,False,,['kaggle_asaniczka'],1,0.0,0.0,0.3333333333333333,0.3333333333333333,False
Horizontal Talent,37,1.0,1.0,0.0,2.0,15.0,True,Staffing and Recruiting,"['kaggle_arshkon', 'scraped']",2,0.02702702702702703,0.02702702702702703,0.0,0.13333333333333333,False
Hover,7,1.0,1.0,1.0,1.0,7.0,False,Software Development,['scraped'],1,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,False
HubSpot,7,0.0,0.0,0.0,1.0,2.0,False,Software Development,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.0,0.5,False
Hudson River Trading,13,1.0,1.0,0.0,2.0,6.0,False,Capital Markets,"['kaggle_asaniczka', 'scraped']",2,0.07692307692307693,0.07692307692307693,0.0,0.3333333333333333,False
Hunter Bond,15,0.0,0.0,5.0,6.0,8.0,False,"Computers and Electronics Manufacturing, Software Development, and Financial Services","['kaggle_arshkon', 'scraped']",2,0.0,0.0,0.625,0.75,True
Huntington National Bank,16,0.0,0.0,1.0,4.0,16.0,False,"Banking, Financial Services, and Investment Banking","['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.0625,0.25,False
Huxley,10,0.0,0.0,0.0,1.0,5.0,False,Financial Services,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.0,0.2,False
Hydrogen Group,7,0.0,0.0,0.0,1.0,6.0,False,Software Development,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.0,0.16666666666666666,False
"Hyundai America Technical Center, Inc. (HATCI)",7,0.0,0.0,0.0,3.0,5.0,False,Motor Vehicle Manufacturing and Research Services,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.0,0.6,False
Hyundai AutoEver America,15,2.0,2.0,0.0,4.0,11.0,False,IT Services and IT Consulting,"['kaggle_asaniczka', 'scraped']",2,0.13333333333333333,0.13333333333333333,0.0,0.36363636363636365,False
Hyve Solutions,5,0.0,0.0,0.0,1.0,3.0,False,Computer Hardware Manufacturing,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.0,0.3333333333333333,False
IBM,87,21.0,21.0,9.0,10.0,27.0,True,Computer Hardware Manufacturing,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.2413793103448276,0.2413793103448276,0.3333333333333333,0.37037037037037035,False
IBU Consulting,10,0.0,0.0,0.0,0.0,3.0,True,Software Development,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.0,0.0,False
IC Resources,13,0.0,0.0,4.0,4.0,9.0,False,Semiconductor Manufacturing,"['kaggle_arshkon', 'scraped']",2,0.0,0.0,0.4444444444444444,0.4444444444444444,False
ICE,77,5.0,5.0,6.0,15.0,64.0,False,Financial Services,"['kaggle_arshkon', 'scraped']",2,0.06493506493506493,0.06493506493506493,0.09375,0.234375,False
ICF,24,3.0,3.0,7.0,13.0,22.0,True,Business Consulting and Services,"['kaggle_arshkon', 'scraped']",2,0.125,0.125,0.3181818181818182,0.5909090909090909,False
ICW Group,5,0.0,0.0,0.0,1.0,4.0,False,Insurance,['scraped'],1,0.0,0.0,0.0,0.25,False
ID.me,5,0.0,0.0,0.0,1.0,5.0,False,Software Development,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.0,0.2,False
"IDR, Inc.",37,0.0,0.0,3.0,5.0,29.0,False,IT Services and IT Consulting,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.10344827586206896,0.1724137931034483,False
IEHP,5,0.0,0.0,0.0,0.0,0.0,False,Hospitals and Health Care,['scraped'],1,0.0,0.0,,,False
IERUS Technologies Inc,18,1.0,1.0,5.0,8.0,18.0,False,,['kaggle_asaniczka'],1,0.05555555555555555,0.05555555555555555,0.2777777777777778,0.4444444444444444,False
INADEV,7,0.0,0.0,0.0,2.0,7.0,True,Information Technology & Services,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.0,0.2857142857142857,False
INNOVIT USA INC,8,0.0,0.0,2.0,5.0,5.0,True,Software Development,['scraped'],1,0.0,0.0,0.4,1.0,True
INSPYR Solutions,35,2.0,2.0,3.0,7.0,25.0,True,Oil and Gas,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.05714285714285714,0.05714285714285714,0.12,0.28,False
IPDN-Professional Diversity Network,11,0.0,0.0,1.0,2.0,8.0,False,"Technology, Information and Media",['scraped'],1,0.0,0.0,0.125,0.25,False
IPolarity,11,0.0,0.0,0.0,2.0,8.0,False,Information Services,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.0,0.25,False
IQuest Solutions Corporation,5,0.0,0.0,0.0,0.0,3.0,False,,['kaggle_asaniczka'],1,0.0,0.0,0.0,0.0,False
ISite Technologies Inc,12,0.0,0.0,2.0,2.0,10.0,True,Software Development,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.2,0.2,False
IT America Inc,6,0.0,0.0,1.0,1.0,4.0,True,Software Development,"['kaggle_arshkon', 'scraped']",2,0.0,0.0,0.25,0.25,False
IT Minds LLC,8,0.0,0.0,0.0,1.0,5.0,True,IT Services and IT Consulting,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.0,0.2,False
IXL Learning,9,4.0,4.0,0.0,2.0,5.0,False,E-Learning Providers,['scraped'],1,0.4444444444444444,0.4444444444444444,0.0,0.4,False
Ibotta,5,0.0,0.0,0.0,0.0,2.0,False,"Technology, Information and Media",['scraped'],1,0.0,0.0,0.0,0.0,False
Icon Global Technologies LLC,7,0.0,0.0,0.0,0.0,1.0,True,Software Development,['scraped'],1,0.0,0.0,0.0,0.0,False
Idexcel,6,0.0,0.0,0.0,0.0,3.0,False,IT Services and IT Consulting,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.0,0.0,False
Illumio,7,0.0,0.0,1.0,1.0,1.0,False,Software Development and Computer and Network Security,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,1.0,1.0,True
ImpetusIT,12,0.0,0.0,3.0,4.0,4.0,False,Staffing and Recruiting,['scraped'],1,0.0,0.0,0.75,1.0,True
InRhythm,8,0.0,0.0,0.0,1.0,5.0,False,Financial Services,"['kaggle_arshkon', 'scraped']",2,0.0,0.0,0.0,0.2,False
Incedo Inc.,9,0.0,0.0,0.0,0.0,5.0,True,IT Services and IT Consulting,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.0,0.0,False
Inceed,14,0.0,0.0,1.0,1.0,5.0,False,Staffing and Recruiting,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.2,0.2,False
Included Health,6,0.0,0.0,0.0,0.0,0.0,False,Hospitals and Health Care,['kaggle_arshkon'],1,0.0,0.0,,,False
Inclusively,6,0.0,0.0,3.0,4.0,5.0,False,Business Consulting and Services and Financial Services,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.6,0.8,True
Independent Software,7,1.0,1.0,0.0,0.0,1.0,False,Software Development,['scraped'],1,0.14285714285714285,0.14285714285714285,0.0,0.0,False
Indotronix Avani Group,7,0.0,0.0,0.0,1.0,2.0,False,Banking,"['kaggle_arshkon', 'scraped']",2,0.0,0.0,0.0,0.5,False
InfiCare Staffing,9,0.0,0.0,1.0,1.0,5.0,False,Staffing and Recruiting,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.2,0.2,False
InfiCare Technologies,10,0.0,0.0,1.0,2.0,3.0,True,Software Development,['scraped'],1,0.0,0.0,0.3333333333333333,0.6666666666666666,True
Infinite Computer Solutions,19,1.0,1.0,0.0,0.0,9.0,False,IT Services and IT Consulting,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.05263157894736842,0.05263157894736842,0.0,0.0,False
Info Dinamica Inc,9,0.0,0.0,0.0,1.0,5.0,True,Software Development,['scraped'],1,0.0,0.0,0.0,0.2,False
Info Way Solutions,17,0.0,0.0,0.0,0.0,7.0,True,IT Services and IT Consulting,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.0,0.0,False
InfoObjects Inc.,5,0.0,0.0,0.0,0.0,2.0,True,IT Services and IT Consulting,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.0,0.0,False
InfoStride,8,0.0,0.0,1.0,1.0,5.0,False,IT Services and IT Consulting,"['kaggle_arshkon', 'scraped']",2,0.0,0.0,0.2,0.2,False
InfoVision Inc.,23,0.0,0.0,2.0,3.0,18.0,True,IT Services and IT Consulting,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.1111111111111111,0.16666666666666666,False
Infobahn Softworld Inc,6,0.0,0.0,0.0,0.0,4.0,False,"IT Services and IT Consulting and Technology, Information and Media","['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.0,0.0,False
Infogain,8,0.0,0.0,0.0,0.0,2.0,False,IT Services and IT Consulting,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.0,0.0,False
Infojini Inc,10,0.0,0.0,0.0,0.0,5.0,True,IT Services and IT Consulting,"['kaggle_arshkon', 'scraped']",2,0.0,0.0,0.0,0.0,False
"Infomatics, Inc",7,0.0,0.0,2.0,2.0,5.0,False,IT Services and IT Consulting,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.4,0.4,False
Information Consulting Services,5,0.0,0.0,0.0,1.0,4.0,True,Government Administration and IT Services and IT Consulting,['scraped'],1,0.0,0.0,0.0,0.25,False
Infoscitex Corporation,5,0.0,0.0,0.0,0.0,5.0,False,,['kaggle_asaniczka'],1,0.0,0.0,0.0,0.0,False
Infosys,89,1.0,1.0,7.0,17.0,89.0,False,IT Services and IT Consulting,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.011235955056179775,0.011235955056179775,0.07865168539325842,0.19101123595505617,False
Infotree Global Solutions,5,0.0,0.0,0.0,1.0,2.0,False,"IT Services and IT Consulting, Information Services, and Technology, Information and Media","['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.0,0.5,False
"Infowave Systems, Inc",5,0.0,0.0,0.0,0.0,4.0,False,IT Services and IT Consulting,"['kaggle_arshkon', 'kaggle_asaniczka']",2,0.0,0.0,0.0,0.0,False
Ingram Content Group,7,0.0,0.0,0.0,1.0,6.0,False,Book and Periodical Publishing,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.0,0.16666666666666666,False
