uid,source,period,title,company_name_canonical,seniority_final,yoe_extracted,text_source,text_len,tech_count,ai_count,soft_skill_count,scope_count,management_strong_count,management_broad_count,education_level,requirement_breadth,credential_stack_depth,tech_density,scope_density,excerpt
asaniczka_4b28f5300e7a3bed,kaggle_asaniczka,2024-01,Lead Full Stack Engineer,Synechron,mid-senior,6.0,llm,881,14,0,0,2,0,1,none,17,3,15.891032917139613,2.2701475595913734,", node.js, team. , designing, , maintaining robust full-stack applications. cross-functional high-quality : | - full-stack , node.js, java. - , ensuring high-quality code. - , , requirements specifications. - , considering , , maintainabili"
asaniczka_a2f356def78fe744,kaggle_asaniczka,2024-01,Software Engineer,MassMutual,unknown,3.0,llm,705,15,0,1,0,0,1,none,17,3,21.27659574468085,0.0,"located. , , , cutting-edge systems. , , , , , operate applications. engineers. analyze execution. projects. , integrating restful apis. areas/technologies organization. realistic timeframes estimation tasks. deliverables. contribute , , , "
arshkon_3904952090,kaggle_arshkon,2024-04,Senior Software Engineer,General Motors,mid-senior,8.0,llm,621,15,0,0,1,0,0,none,17,3,24.154589371980677,1.6103059581320451,"execution , manufacturing. hands-on detailed requirements specifications. closely , , , understand software. proficiency backend automation. patterns/frameworks , and/or , , microservices automates unit/end-to-end , maintainability provides"
asaniczka_558db06a5f82c583,kaggle_asaniczka,2024-01,Principal Software Engineer,Advantage Solutions,mid-senior,10.0,llm,3043,8,0,2,3,2,1,none,16,5,2.628984554715741,0.9858692080184029,"interactions, day-to-day , , cross-functional , ensuring organization. , collaborates , , roadmap , including end-to-end ensuring adherence initiatives. @ manifests up- down-stream patterns. , @ top-tier – hands-on – high-level , , re-enfor"
linkedin_li-4393882178,scraped,2026-04,Full-Stack Platform Engineer - Agentic AI,Peraton Labs,mid-senior,1.0,llm,2138,13,2,0,0,0,0,none,16,3,6.080449017773621,0.0,"** ** ** ** | **full-stack ** enables , ai-powered , , mission-level orchestration. , approaches centralizing capabilities , , reusable , ai patterns. ai-enabled, spec-based workflows, cases. , establish enables ai reduce duplication, , imp"
linkedin_li-4390495272,scraped,2026-03,Full-Stack Developer (Angular + .NET/Python),Key Business Solutions,unknown,7.0,llm,1964,14,0,1,0,0,0,none,16,3,7.128309572301426,0.0,**full-stack (angular \ .net/python) (62477-1\)** **duration: ** ** :** | independently angular api integration. requirement. methodology. debug existing issues. \| \| backend ui \| refactoring\| modernization existing angular applications.
linkedin_li-4352336005,scraped,2026-04,Sr. Machine Learning Engineer,PitchBook,mid-senior,6.0,llm,1937,7,6,0,2,0,0,none,16,4,3.613835828600929,1.0325245224574084,"** ** , thinkers, , solvers deepen day. things. , remains innovation. achieved , closely globe. , assume ’ actions, discussions, respectful , , value. (mle) ai \& ml ( ) , delivering ai-powered ’ unstructured including , , textual content. "
asaniczka_d01ba2cbde04b2bc,kaggle_asaniczka,2024-01,Lead Full-Stack Engineer (API/EDI),Blue Cross Blue Shield of Massachusetts,mid-senior,8.0,llm,1593,11,0,1,2,1,2,none,16,5,6.905210295040804,1.2554927809165097,"bcbsma, cutting-edge environment. hands-on , end-to-end , ensuring high-quality involves collaborating cross-functional , contributing discussions, , upholding practices. fast-paced setting, , contributing tools. , , emphasize broader goals"
asaniczka_8f93ca5233aaae10,kaggle_asaniczka,2024-01,Staff Software Engineer,Demand.io,mid-senior,5.0,llm,1560,13,0,1,0,1,0,none,16,4,8.333333333333334,0.0,"’ simplycodes, ai ’ ’ , on-site near-shore world-class user , , , ai surfaces. , outsize , ’ strategy. ’ , , millions , money. simplycodes, offering. ' hands-on backend , including website, , browser , user experience. user growth. involves"
asaniczka_56d71be292d8f233,kaggle_asaniczka,2024-01,"Sr Full Stack Developer // Atlanta, GA","Donato Technologies, Inc.",mid-senior,8.0,llm,1531,14,0,1,0,0,0,none,16,3,9.14435009797518,0.0,": duration: months+ : 8-10 linked , relocate 2-3 receiving offer. amazingly , c#, , , , microservices, maintain prem paas , aws timelines serverless containerized establishing, consuming & routing , protocols , , , anticipate consequences e"
linkedin_li-4390495299,scraped,2026-03,Full Stack Engineer,Trigent Software,unknown,5.0,llm,1496,10,3,0,2,0,1,none,16,4,6.684491978609626,1.3368983957219251,"** : ** ’ next ai-powered platform. ’ , , microservices, , - delivering policyholders modernizing workflows. , '''''''' cross-functionally , , , , , high-growth environment. ** '' ** * ai-powered : ai workflows automate customers. * microse"
asaniczka_c6159584eea56513,kaggle_asaniczka,2024-01,Full Stack Software Developer,CaryRx,unknown,3.0,llm,1442,13,0,1,1,0,2,none,16,4,9.015256588072122,0.6934812760055479,", , designing, , maintaining front-end back-end , cutting-edge user experiences. self-motivated desire , team. : | user-centric maintain front-end back-end , ensuring front-end : | appealing user front-end , html, , javascript, angular cros"
asaniczka_b33ad12765970d3f,kaggle_asaniczka,2024-01,DATA ENGINEER III,"United States Cold Storage, Inc.",unknown,5.0,llm,1355,12,0,1,1,0,2,bs,16,5,8.85608856088561,0.7380073800738007,"self-motivated practice.this , , datasets, delivering consumable maintainable facilitate tools. : specifics: | maintain assemble , sets / non-functional requirements. etl sql, , , dashboards actionable requirements , dashboards separated bo"
arshkon_3891074595,kaggle_arshkon,2024-04,Frontend Developer,MindSource,unknown,2.0,llm,1319,10,0,2,2,0,0,bs,16,5,7.58150113722517,1.5163002274450341,": - infrastructurelocation: , : c2h :vue.jskubernetes javascript (es6+) node.js , designing next kubernetes , enabling users efficiently closely ux , back-end , cross-functional user experience. : user : closely ux conceptualize user-friend"
linkedin_li-4378835377,scraped,2026-03,Lead Java Full Stack Developer,ASSYST,mid-senior,10.0,llm,1295,12,0,0,2,1,1,none,16,4,9.266409266409266,1.5444015444015444,"** ** shall | ** ** designing, , enterprise-scale angular stack. end-to-end , post-release , excellence. hands-on robust, fostering environment. * \& mentorship: , , 5-10\ , fostering , , improvement. * : hands-on , full-stack angular frame"
arshkon_3904061915,kaggle_arshkon,2024-04,Lead Machine Learning Engineer,QBE North America,mid-senior,5.0,llm,1294,7,5,1,1,1,0,none,16,6,5.409582689335394,0.7727975270479135,"expertise ' , including , , leveraging ai , , leadership. additionally, demands problem-solving, mentorship, organization. , , , ensuring ' tech-driven closely specifications, actionable , , performance. , , , adherence practices. deploymen"
linkedin_li-4381155079,scraped,2026-03,Developer III,"RealPage, Inc.",mid-senior,,llm,1290,11,3,0,2,0,0,none,16,3,8.527131782945736,1.550387596899225,"ai , , , ai-powered problems , robust prompting , , cross-functional ai users clients. ** ** | ** ai ** * llms multimodal ( gpt, , grok, claude, ) * ai-powered conversational , summarization , ocr , copilots, workflows. * evaluate llms, dat"
arshkon_3904060936,kaggle_arshkon,2024-04,Lead Machine Learning Engineer,QBE Insurance,mid-senior,5.0,llm,1226,7,5,1,1,1,0,none,16,6,5.709624796084829,0.8156606851549756,"expertise ' , including , , leveraging ai , , leadership. additionally, demands problem-solving, mentorship, organization. , , , ensuring ' tech-driven closely specifications, actionable , , performance. , , , adherence practices. deploymen"
asaniczka_db1db504f449024b,kaggle_asaniczka,2024-01,Software Engineer IV,Young Living Essential Oils,unknown,15.0,llm,1191,13,0,0,0,2,2,none,16,3,10.9151973131822,0.0,", , debugging, , , troubleshooting applications. maintain microservice-based ( bitbucket aws) requires , requiring desire mentorship. proposing , conducting regular members. requirements services. , protocols, , available organization. bitb"
asaniczka_2cba0a732de0ca4a,kaggle_asaniczka,2024-01,Senior Data Engineer (Machine Learning) - PA or NJ,Guardian Life,mid-senior,5.0,llm,1181,8,4,1,2,0,1,none,16,5,6.7739204064352245,1.6934801016088061,"& team. closely , ai & contribute , , maintain , satisfaction. | understand requirements translate , & development. detailed applying cross-functional & used ml cases. documents ( , pdfs, files, json ), logs, notes databases, scrapping / ll"
linkedin_li-4353496376,scraped,2026-03,Staff Software Engineer - Platform Foundations,Harness,mid-senior,10.0,llm,1181,12,0,1,1,1,1,none,16,5,10.160880609652837,0.8467400508044031,"expertise , microservices , cloud-native backend engineering. requires , ensuring , , observability , tuning, automation. \& * \& : , fault-tolerant backend millions requests second. * microservices : microservices go, , , ensuring resilien"
linkedin_li-4396019432,scraped,2026-04,"Vice President, Full-Stack Engineer",BNY,director,8.0,llm,1180,8,4,1,2,0,0,none,16,5,6.779661016949152,1.694915254237288,", full-stack , ’ following : * end-end , multi-tier : architecture/design, , , ci/cd, , real-time alerting. * translate robust ; cross-functional , prioritize , high-quality software. * restful microservices; , , observability, ui layers. *"
asaniczka_94a61fc0a166d3f7,kaggle_asaniczka,2024-01,Sr Software Engineer- Frontend ReactJS,"Lowe's Companies, Inc.",mid-senior,4.0,llm,1148,14,0,0,1,0,1,none,16,3,12.195121951219512,0.8710801393728222,", commutable , , eligible. summary translate requirements specifications modules, , , configuring, modifying and/or environments. facilitates released applications. collaborates cross-functional translate requirements specifications executa"
asaniczka_283256b4daad815d,kaggle_asaniczka,2024-01,Senior Software Engineer - Full Stack,U.S. Bank,mid-senior,5.0,llm,1143,14,0,1,0,0,0,none,16,3,12.248468941382328,0.0,"| bnpl / contribute initiatives.this , , , experiences. self-motivated organization. takes artifacts produced adhering minimal experience. principles. : | designing, , , maintaining takes consistently production-ready testable consistently "
linkedin_li-4393040541,scraped,2026-04,Java Developer,Vinsari LLC,unknown,,llm,1125,14,0,0,1,1,1,none,16,3,12.444444444444445,0.8888888888888888,"** backend ** ** /hibernate/spring /microservices /webservice /rest api/json/ aws , ec2, , , , kubernetes** ** - ** ** ** requisition : c\&de-cmt-onsite : 4/16/2026 duration: : co/denver : $ $ corp- : focuses , , , microservices deliverable"
arshkon_3895237935,kaggle_arshkon,2024-04,Software Engineer,Equifax,unknown,2.0,llm,1070,13,0,0,1,1,0,none,16,4,12.149532710280374,0.9345794392523364,", high-energy hands-on projects. keying , datafabric , provides entities received. sponsorship available position. ’ , including , documentation. , contributions unfamiliar written members. participates estimation , specifications, , requir"
linkedin_li-4386898094,scraped,2026-03,Senior AI Platform Engineer,TalentAlly,mid-senior,5.0,llm,1023,8,7,0,0,0,1,none,16,3,7.820136852394917,0.0,"** ** | ** ai ** ** ** next-generation | ** ai ** integrates | ** ( ), agent-to-agent (a2a) , ** , platform. | ** ai ** r\& team. ai , ensuring seamlessly integrates , enabling , , data-driven systems. * ai platform. * mcp- a2a-based archit"
arshkon_3906097323,kaggle_arshkon,2024-04,Senior Full Stack Software Developer,Dayforce,mid-senior,,llm,1019,13,0,0,3,0,0,none,16,2,12.757605495583906,2.944062806673209,"& ’ next ( ) , particularly & ( & ) back-office platforms. & ambitious disparate developed decades. , contribute end-to-end & realization. , scrum comprised , hands-on designing, implementing, integrating completing augmenting existing serv"
linkedin_li-4378539554,scraped,2026-04,Bioinformatics Software Engineer,Memorial Sloan Kettering Cancer Center,unknown,3.0,llm,1017,8,5,1,1,0,0,none,16,5,7.866273352999016,0.983284169124877,"| **bioinformatic ** thrives fast-paced , eager , excited , visualize enrollment. ** ** * top-notch , bioinformatics researchers, ai/ml , , , clinical-grade * maintain documentation including user , , procedures. * , , activities. * api , d"
asaniczka_495801a3e42b5146,kaggle_asaniczka,2024-01,Staff Frontend Engineer - UX Platform,DoubleVerify,mid-senior,8.0,llm,1011,15,0,0,0,0,3,none,16,2,14.836795252225519,0.0,"- ux-platform , enabling successfully operate ’ products. client-facing used ’ team. emphasize ui ux responsiveness, , functionality. closely coordinate , , teams. | front-end ( front-end ) frontends , documents; , , reusable implementing ,"
asaniczka_a58a5edfba5a558a,kaggle_asaniczka,2024-01,Sr. Software Engineer I,GoodRx,mid-senior,5.0,llm,987,14,0,0,1,0,1,none,16,3,14.184397163120567,1.0131712259371835,", , backend onboarding flows goodrx. involved , , existing , needed functionality. ’ collaborating goodrx. quickly production-ready fast-paced environment. comfortable needed. | including , , , , implications , , maintain , , , feedback pro"
linkedin_li-4389842018,scraped,2026-03,Software Engineer,Equifax,unknown,2.0,llm,948,14,0,0,1,0,0,none,16,3,14.767932489451477,1.0548523206751055,"** ** ** ’ ** | * , including , documentation. * , contributions unfamiliar written members. * diagnose issues. * participate estimation , specifications, , requirements, planning. * code/processes minimal effort. * , operate backend ui , ,"
asaniczka_93eed6b240dec32a,kaggle_asaniczka,2024-01,"Lead Engineer, Software",Royal Caribbean Group,unknown,5.0,llm,945,10,0,1,2,1,1,bs,16,6,10.582010582010582,2.1164021164021163,"summary , systems. , , roadmap , troubleshooting , approaches. , role-based administration. duties | large/complex interpersonal skills. troubleshoots, debugs upgrades existing | ensures updated | estimation activities. large/complex estima"
linkedin_li-4396008854,scraped,2026-04,Software Engineer,Equifax,unknown,5.0,llm,934,13,0,0,1,1,0,none,16,4,13.9186295503212,1.0706638115631693,"** ** hands-on projects. ** ’ ** | * , , operate * , , , , maintain, improve software. * (serverless , microservices , ci/cd, infrastructure-as-code, ) * existing , , toolset. * participate roadmap discussions requirements reality. * debug/"
linkedin_li-4392680263,scraped,2026-03,Lead Data Engineer with Python,Rivago Infotech Inc,mid-senior,,llm,880,13,0,0,3,0,0,none,16,2,14.772727272727273,3.409090909090909,"** : ( \ \ streamlit)** hands-on expertise | ** ** , ** ** , **angular( )** , , , end-to-end , high-quality, enterprise-grade products. * cross-functional backend, , streams. * : , , , , , deployment. * , , , promote excellence. * closely ,"
linkedin_li-4397461191,scraped,2026-04,Senior Java Full Stack Engineer (Angular),"Divit Technologies, Inc.",mid-senior,,llm,870,14,0,1,1,0,0,none,16,3,16.091954022988507,1.1494252873563218,"** summary:** | ** ** | **angular** , , maintain applications. expertise backend , particularly angular. ** :** | * , , maintain full-stack ** ** | **angular** * restful microservices ** ** * , ui **angular (v10\ )** * cross-functional incl"
asaniczka_47d8ef869c15cb1e,kaggle_asaniczka,2024-01,Senior Data Engineer (MN),RAZR,mid-senior,5.0,llm,818,13,0,1,1,0,1,none,16,4,15.89242053789731,1.2224938875305624,", designing, implementing, maintaining robust needs. expertise optimizing , databases , comfortable aws. : , , , , volumes unstructured data. : maintain databases, ensuring , , availability. , retrieval, : , ensuring requirements analytics."
arshkon_3886825474,kaggle_arshkon,2024-04,Senior Software Engineer,CodeMonk,mid-senior,,llm,662,13,0,1,2,0,1,none,16,3,19.637462235649547,3.0211480362537766,": html, , javascript, , angular, vue.js, node, , , , , django, , laravel, mysql, mongo db, restful api, postgresql, , : | - , , end-to-end applications. - maintainable backend systems. - cross-functional requirements translate specification"
linkedin_li-4380847660,scraped,2026-03,Staff Software Engineer,Raft,mid-senior,7.0,llm,562,12,1,0,1,1,0,none,16,5,21.352313167259787,1.7793594306049823,"** :** kafka, trino, duckdb, superset. backend end-to-end interacting enabling users product. ** :** | * \ restful following : go ( ), , , ( ), scala * \ typescript javascript * * large-scale relational non-relational databases postgresql, "
asaniczka_3f1fe6225f4c13b9,kaggle_asaniczka,2024-01,Java Full Stack Developer,CoreTek Labs,unknown,10.0,llm,344,15,0,0,0,0,0,none,16,2,43.604651162790695,0.0,": : : 10+ : | , micro-services , ci/cd pipeline. expertise , , hibernate, , junit, oracle/sql/ sql, , , , mq angular, html, javascript, typescript, discussion , , camel, kafka, nosql (postgres , , cassandra, nosql), (aws/gcp/azure), , kuber"
linkedin_li-4390276160,scraped,2026-03,Lead Software Engineer -  Research/Higher Education,University of Chicago,mid-senior,7.0,llm,2329,13,0,0,0,1,2,none,15,3,5.5817947617003005,0.0,"2. *** involve remaining hands-on projects.*** 3. *** , portion project.*** provides expertise relating and/or development. analyzes, , develops, debugs, modifies user , releases, manages , , user-interfaces , , tools. solves problems , , ,"
arshkon_3901976730,kaggle_arshkon,2024-04,Artificial Intelligence Engineer,Perfict,unknown,5.0,llm,2055,4,4,4,1,1,2,none,15,6,1.9464720194647203,0.48661800486618007,"ai designing, , ai sets generative ai. leveraging enterprise-level organization. : ai algorithms. including product. ai , including generative ai, , processing. identify requirements needs. architectures volumes traffic. maintain applicatio"
linkedin_li-4386464801,scraped,2026-03,Staff Machine Learning Engineer – Generative AI (Remote),The Home Depot,mid-senior,5.0,llm,2025,7,5,0,1,1,1,none,15,5,3.45679012345679,0.49382716049382713,"req172350 | ** ** joining cross-functional ( , , , ) genai users love. ml expected user evolve. generative ai (llms) generative embed capabilities products. include , , retrieval-augmented ( ) , ai services. , , requirements effectively add"
linkedin_li-4384361878,scraped,2026-04,Artificial Intelligence (AI) Engineer,WilmerHale,unknown,2.0,llm,1899,4,5,3,1,1,3,none,15,6,2.10637177461822,0.526592943654555,"implementing cutting-edge ai problems firm. improve conceptualizing, , delivering, ai closely ( ) successfully execution ai , including , requirements , , , , , stakeholder management. , , ai , assessing ai-related , users prompts (llm) ** "
asaniczka_dd49f9b503d48c78,kaggle_asaniczka,2024-01,Senior Principal Consultant - Python Full Stack Developer-ITO074372,Genpact,mid-senior,8.0,llm,1771,14,0,0,0,0,1,none,15,2,7.905138339920948,0.0,"| , ! , team. architecting | expertise: django, flask, fastapi robust back-end systems. restful api : designing implementing restful , including authentication, versioning, documentation swagger openapi. real-time : implementing real-time w"
linkedin_li-4380637869,scraped,2026-04,Senior Lead Software Engineer,Toyota North America,mid-senior,7.0,llm,1748,12,1,0,1,0,1,none,15,4,6.864988558352403,0.5720823798627003,"*** applying, sponsorship applicants employment-based visas authorization time.*** , ' next-generation millions worldwide. ' ** ** — — brings front-end expertise, backend instincts, entire organization. ' role. ' go-to room. shapes , ' aske"
arshkon_3906073521,kaggle_arshkon,2024-04,Drupal Developer,"Government Tactical Solutions, LLC",unknown,,llm,1737,14,0,0,0,0,0,phd,15,2,8.059873344847437,0.0,"mid-level administratordrupal , , relational databases (postgresql, db2, ), , ( , ee springboot, , c# ) , , next-generation system/software : ( , wordpress) ( , openshift, , sonarqube, urbancode)infrastructure-as-code configuration-as-code "
linkedin_li-4388468356,scraped,2026-03,Senior Java Software Engineer,Unisys,mid-senior,10.0,llm,1639,11,1,1,1,0,0,none,15,5,6.7114093959731544,0.6101281269066504,"* ’ / , / , tx. * , cloud-native applications. * ’ , , \ , \.x, angular , aws \.0, emphasis (postgresql/aurora) * ’ closely , , , qa high-quality environment. * genai ( , claude sonnet) graph ( neptune/graph ) plus. ’ : | * \& : microservic"
linkedin_li-4391929731,scraped,2026-03,Lead Full-stack Engineer,Huntington National Bank,mid-senior,5.0,llm,1486,12,0,0,0,2,0,none,15,3,8.075370121130552,0.0,"**summary** full-stack anti-money laundering/bank secrecy (aml/bsa) - specifically actimize aml-ctr, aml-star-infra, aml-star-fincen-sar, aml-cdd, udm. springboot/springbatch. expertise api development. demonstrated previously positions. **"
linkedin_li-4371057645,scraped,2026-03,Senior Software Engineer (Java + Cloud-Native),Motorola Solutions,mid-senior,8.0,llm,1480,12,0,0,1,0,0,bs,15,4,8.108108108108109,0.6756756756756757,"evolving , , notifications, voice. sits life-safety — , , day. ’ heavily cloud-native , microservices, practices. enjoy , frequently, , you. * cloud-native backend , high-throughput workflow. * microservices , observable, multi-tenant envir"
linkedin_li-4363172652,scraped,2026-03,Sr. Software Engineer - Cloud Security - FCS Registration (Hybrid),CrowdStrike,mid-senior,,llm,1464,14,0,0,1,0,1,none,15,2,9.562841530054644,0.6830601092896175,"( ) crowdstrike. ’ extending ’ “stopping breaches” cloud-native workloads. ’ posture (cspm) provides entire , misconfigurations, — allowing productive. plane , fast-paced taking cloud-scale posture management. , on-site posted locations. co"
linkedin_li-4376317147,scraped,2026-04,"Senior Backend Java Engineer, Aladdin Engineering - Trading, VP",BlackRock,director,7.0,llm,1445,10,1,1,1,0,0,bs,15,6,6.920415224913495,0.6920415224913494,"' called aladdin. used internally externally institutions. combines , , decision-making thousands users worldwide. collaboratively next , , firms. trillions millions instruments. calculations millions thousands users ! ** , ** ** include** "
asaniczka_c512236c1e8f0719,kaggle_asaniczka,2024-01,Sr. Staff Software Engineer,Generac Grid Services,mid-senior,10.0,llm,1384,9,0,3,1,1,1,none,15,5,6.502890173410405,0.7225433526011561,"| | ? , direction. iterate quickly , including bring production. expertise , , , large-scale platforms. interpersonal understand requirements systems. , , belief data-driven products. understand systems. , real-world problems bringing creat"
asaniczka_7f9f1732e235069b,kaggle_asaniczka,2024-01,Senior Staff Software Engineer,Generac Power Systems,mid-senior,10.0,llm,1374,9,0,3,1,1,1,none,15,5,6.550218340611353,0.727802037845706,", direction. iterate quickly , including bring production. expertise , , , large-scale platforms. interpersonal understand requirements systems. , , belief data-driven products. understand systems. , real-world problems bringing create. des"
asaniczka_d7524f8470386dea,kaggle_asaniczka,2024-01,Sr. Software Engineer,Guild Mortgage,mid-senior,5.0,llm,1366,12,0,2,0,0,2,none,15,3,8.784773060029282,0.0,"summary plays important tasks ’ functions. primarily , , , designing, ' leading-edge following practices. | contribute necessary requirements manageable plans. contribute feedback concerning management. contribute recommendations , includin"
linkedin_li-4368050644,scraped,2026-03,Data Engineer III,Crunchyroll,unknown,5.0,llm,1325,10,2,1,1,0,1,none,15,5,7.547169811320755,0.7547169811320755,", presenting millions anime world. provides , ensuring fans. , designing, implementing, optimizing , ensuring business. cross-functional eventing , teams. expertise % , , , optimizing environments. ** ** * , maintainable, well-documented ap"
linkedin_li-4367073588,scraped,2026-04,Principal Software Engineer - Commerce,Early Warning®,mid-senior,1.0,llm,1257,10,0,1,3,0,1,none,15,4,7.955449482895784,2.386634844868735,"hands-on, involved setting ensuing outputs teams. providing initiatives. continuously keeping abreast finding bring organization. * , descriptions roadmaps. * : expertise , team. members. * takes * conducts presentations small-to-medium gro"
arshkon_3901378179,kaggle_arshkon,2024-04,Senior Software Engineer (NodeJS +.Net),Capillary Technologies,mid-senior,3.0,llm,1254,13,0,0,0,1,2,none,15,3,10.36682615629984,0.0,"existing products. large-scale skills. , back-end , including node.js , server-side , dev-ops initiatives. additionally, , needs. , expected , ensuring adhering delivering high-quality closely deliverables completed on-time highest standard"
linkedin_li-4383257789,scraped,2026-04,"Software Engineer (Go, Typescript & PHP) Enterprise Supervision",Tyler Technologies,unknown,3.0,llm,1237,11,1,2,0,0,2,none,15,4,8.89248181083266,0.0,"large-scale used states. focuses maintaining, , modernizing primarily , typescript, mysql, contributing gradual introduction go-based services. stabilizing existing , , , service-oriented ** ** | * maintain large-scale , typescript, mysql. "
linkedin_li-4380180876,scraped,2026-03,SAAS Software Developer - Onsite,NTT DATA North America,mid-senior,5.0,llm,1219,11,2,1,0,0,1,none,15,4,9.023789991796555,0.0,", ’ ' b2c , , , customer-centric platforms. * \& * maintain b2c products. * , , ux understand requirements estimate timelines. * communicate , blockers, delays proactively team. * contribute processes. * generative ai workflows. * \& * , ma"
arshkon_3896133028,kaggle_arshkon,2024-04,Staff Frontend Developer,Contrast Security,mid-senior,10.0,llm,1216,14,0,0,0,0,0,none,15,2,11.513157894736842,0.0,"front-end wants full-stack developer. enthusiastic , typescript, , reactjs interested pursuing life-changing delivery. , , , , maintainability. dashboard capabilities runtime ’ posture. providing improve , findings, reporting. include next "
linkedin_li-4312073986,scraped,2026-03,"Senior Software Engineer, Applied AI",Lila Sciences,mid-senior,7.0,llm,1188,10,1,2,1,0,0,none,15,5,8.417508417508417,0.8417508417508418,"| ** ** , backend , , ai , data-driven applications. ’ backend , ensuring seamlessly cutting-edge ai retrieval-augmented ( ), ai, (llm) integration. thrives ai— production-grade real-world discovery. * ai : backend ai , including llms, , fr"
linkedin_li-4394655045,scraped,2026-04,Web Application Developer with Security Clearance,"Agile5 Technologies, Inc.",unknown,5.0,llm,1175,13,0,0,1,0,0,none,15,3,11.063829787234043,0.851063829787234,"searching , , developer. : , , maintain , high-performance applications. focuses ( ), requirement ui/ux back-end deployment. problem-solver thrives , maintainable, code. duties: * full-stack : robust front-end (e.g., , angular, vue.js) back"
arshkon_3903451995,kaggle_arshkon,2024-04,NodeJS Backend Developer,Diamondpick,mid-senior,3.0,llm,1131,13,0,1,0,0,1,none,15,3,11.494252873563218,0.0,"nodejs backend developerbentonville, arexperience: 3+ yrs mid- senior-level node.js backend team. javascript-based , backend development. closely high-quality requirements expectations. javascript-based , including implementing following co"
arshkon_3905874827,kaggle_arshkon,2024-04,Developer III,Dice,unknown,5.0,llm,1116,13,0,0,0,0,1,bs,15,3,11.64874551971326,0.0,"summary: e-strategy, quote api initiatives. digitization bringing self-service customers. ' needs. : : 5pm : bachelors : node.js, http, , nosql, technologies.work minimum support.design existing node.js.proficient versioning , git/svn. sets"
asaniczka_ebffc6158cd64ed6,kaggle_asaniczka,2024-01,Senior Software Developer,Experis,mid-senior,5.0,llm,1109,13,0,0,1,0,2,none,15,3,11.722272317403066,0.9017132551848512,"duration - softwar , ' close-knit , , capabilities expertise , expertise api , microservices, , nosql rdbms storage. next-generation, systems. , , delivering role. azure/aws & backend role. collaborates requirements produces high-level deta"
linkedin_li-4392019352,scraped,2026-03,Senior Software Engineer (Backend APIs/Platform),T-Mobile,mid-senior,4.0,llm,1102,12,0,0,1,1,2,none,15,4,10.88929219600726,0.9074410163339383,"in-house capability. foundational delivering , api-based platforms. , existing , , , , processes. closely , , , business-critical requires hands-on , , , execution fast-evolving environment. ** :** * , , maintain boot-based microservices le"
linkedin_li-4360536624,scraped,2026-03,Senior Backend Engineer (Go),VideoAmp,mid-senior,7.0,llm,1072,9,2,1,2,0,1,none,15,5,8.395522388059701,1.8656716417910448,"| **backend api ** , - , , measure deduplicated audiences linear environments. ’ production-caliber api : , , , , observability, systems. , , measure , ’ closely , , , services. ’ self-starter, detail-minded, , thrives high-ownership enviro"
asaniczka_17391b39dfd67130,kaggle_asaniczka,2024-01,Software Engineer III,HBK - Hottinger Brüel & Kjær,unknown,3.0,llm,1059,12,0,2,0,0,1,none,15,3,11.331444759206798,0.0,"collaborating closely colleagues functions. combine expertise , durability, modelling , include model-driven analytics. joining , , configuration alongside , approaches. | configuration, presentations , collaborating understand convert user"
linkedin_li-4364760911,scraped,2026-03,Sr Staff IT Software Engineer - IT Go-To-Market & Customer Experience,Palo Alto Networks,mid-senior,3.0,llm,1047,10,2,1,1,0,1,none,15,5,9.551098376313275,0.9551098376313276,"go-to-market platform. custom-built , including microservices ai-powered , engaging practices. , , , high-quality, fast-paced , adapting * , teams. * establish environment. * , including determining requirements schedules. * , , go-to-marke"
asaniczka_5c7f2040562a7d8c,kaggle_asaniczka,2024-01,Java Application Architect,Labcorp,mid-senior,10.0,llm,1040,11,0,0,1,2,1,none,15,4,10.576923076923077,0.9615384615384616,"expert-level industry. formed contribute implementing (restful ) applicant challenged cutting-edge java/linux-based virtualized , (iaas) applicant workflows prospective , including , , , coaching/mentoring adopting platforms. teams. include"
linkedin_li-4376363741,scraped,2026-04,Senior Staff Software Engineer - Global Commercial Services,American Express,mid-senior,8.0,llm,1024,11,0,0,3,0,2,none,15,3,10.7421875,2.9296875,"motivated , self-led team. , domains, influencing , , ensuring , high-quality real-time platform. high-impact suited cross-functional , comfortable ambiguity, scale. * , ensuring , maintainability, reliability. * , , , development. * , , ex"
linkedin_li-4362861754,scraped,2026-03,Senior Software Engineer – R&D,Munters,mid-senior,,llm,1017,12,1,0,0,1,1,bs,15,4,11.799410029498524,0.0,"** summary** | ** ** r\& team. motivated robust, applications. high-quality used base. encourages , , best-practice , ongoing leadership. ** ’ ** | * backend / asp.net , prototypes , observable, production-ready services. * pocs workflows s"
linkedin_li-4373413436,scraped,2026-04,Senior Software Engineer - Full stack Typescript,Commerce,mid-senior,5.0,llm,1015,12,1,0,1,0,2,none,15,4,11.822660098522167,0.9852216748768473,"| * * typescript makeswift broader designing, prototyping, frontends. ’ makeswift’ , capabilities, third-party platforms. ** ’ ** | * onboarding flows makeswift , closely collaborating prototypes * end-to-end makeswift third-party * measure"
linkedin_li-4387990487,scraped,2026-03,Lead Data Engineer,AI AXISS INC,mid-senior,5.0,llm,1005,14,0,0,0,0,1,none,15,2,13.930348258706468,0.0,"** : ** ** : whippany, ** **in-person mandatory** client-facing | ** ** expertise postgresql , hands-on java-based microservices api development/consumption. designing , robust , closely – model. ** summary** | * client-facing required. * e"
