,python,java,javascript,typescript,go_lang,rust,c_plus_plus,c_lang,c_sharp,ruby,kotlin,swift,scala,php,r_lang,sql,bash,perl,elixir,objective_c,react,angular,vue,nextjs,nuxt,svelte,ember,jquery,nodejs,express,django,flask,fastapi,spring,dot_net,rails,laravel,graphql,rest_api,aws,azure,gcp,cloudflare,heroku,digital_ocean,kubernetes,docker,terraform,ansible,helm,argocd,puppet,chef,jenkins,github_actions,circleci,gitlab_ci,buildkite,travis_ci,postgresql,mysql,mongodb,redis,cassandra,dynamodb,snowflake,bigquery,oracle_db,sqlite,sql_server,kafka,spark,airflow,dbt,databricks,elasticsearch,flink,hadoop,beam,tensorflow,pytorch,scikit_learn,pandas,numpy,jupyter,mlflow,xgboost,keras,langchain,llamaindex,rag,vector_database,pinecone,weaviate,chroma,hugging_face,openai_api,claude_api,anthropic,gemini,prompt_engineering,fine_tuning,mcp,llm,ai_agent,copilot,cursor_tool,chatgpt,claude_tool,codex,tabnine,gpt_model,jest,pytest,selenium,cypress,playwright,junit,mocha,datadog,new_relic,pagerduty,grafana,prometheus,splunk,sentry,agile,scrum,tdd,bdd,ddd,microservices,ci_cd,event_driven,serverless
airflow,0.16465704,-0.008904858,-0.061888304,-0.033024076,0.015221315,0.0011692519,-0.048250314,-0.035579216,-0.04936363,-0.011756614,-0.013001751,-0.02123794,0.13346662,-0.016439438,0.016787536,0.16581245,0.009975219,-0.013840224,-0.004565108,-0.013600487,-0.040837575,-0.04297931,-0.01707537,-0.015957816,-0.0046151197,-0.008230995,3.5764202e-05,-0.021190535,-0.028811637,-0.0053369068,0.016866138,0.011189844,0.04363173,-0.033979096,-0.047797013,-0.0032327904,-0.0058513605,-0.006479757,-0.021274878,0.12562615,0.051074844,0.116457514,0.0020341435,-0.003390162,0.013150129,0.07054772,0.052969906,0.068528384,-0.011672985,0.016209107,0.01838216,-0.012452711,-0.013214185,-0.0022377404,0.028444385,0.005095993,0.012825294,0.0025955047,0.0033425333,0.050466496,0.025006536,0.0066073765,0.0143177,0.021819225,0.021116177,0.28936136,0.25197765,-0.010647146,-0.0016071445,0.000428852,0.15395248,0.31688058,1.0,0.3788403,0.1801192,0.02900429,0.1108447,0.102803,0.100930974,0.049495358,0.054533318,0.07025671,0.12382963,0.07286337,0.06744025,0.10889292,0.04730696,0.018779106,0.024496822,0.030421264,0.05022855,0.00633896,0.025040766,0.02965341,0.02141773,0.031545956,0.038509507,-0.004477241,0.007926422,0.019782817,0.013263158,0.034979094,0.02529171,0.048830908,0.03181725,0.0036772895,0.023939217,0.006084532,0.021084148,0.0019765706,-0.0019382371,0.0067493077,-0.014668782,0.018252898,-0.01568819,-0.019442113,-0.011685949,-0.014393478,-0.009928579,0.034600046,-0.0036891026,0.0008200242,0.024627343,0.012943371,0.0033851247,0.005059573,-0.013075246,-0.017974196,-0.012704926,-0.0126039395,-0.0061231083,-0.02030716,0.050040055,0.029997392,0.029519087
dbt,0.09592539,-0.040453114,-0.047546122,-0.034165006,-0.0021616057,-0.0062674023,-0.046831585,-0.029282792,-0.03452482,-0.012063164,-0.017649047,-0.017286493,0.053911723,-0.012893383,0.0111771785,0.14833102,-0.01700321,-0.014492825,0.0069539277,-0.010628991,-0.041866675,-0.036336422,-0.017101858,-0.013959432,-0.0030652909,-0.0020339002,-0.0012780795,-0.015970074,-0.027048137,-0.011881815,-0.01127927,-0.0030763955,0.0044818837,-0.033569172,-0.032477442,-0.006869637,-0.0035933058,-0.010565565,-0.030612325,0.06344812,0.039613035,0.04726023,-0.0017060105,-0.0042394865,-0.0022911255,-0.0006972931,-0.003208003,0.027635688,-0.025984483,-0.0077121807,0.0022977924,-0.012449225,-0.012359007,-0.026148856,0.008368107,0.0011569761,0.0034563823,0.004607314,-0.0040388573,0.013778511,-0.008356593,-0.009788616,-0.005959071,-0.008640829,0.012206129,0.35163006,0.17783839,-0.0067025716,-0.005592274,-0.0009670156,0.068610385,0.124062665,0.3788403,1.0,0.12893558,-0.00042994224,0.04938463,0.014396582,0.03081978,-0.009328268,-0.0074732048,0.012227152,0.05110719,0.009495605,-0.0011279233,0.021681093,0.0028152661,-0.0059527066,0.003821762,0.0065576867,0.024776123,-0.004124969,0.007890893,0.013613168,0.0019999556,-0.00053764356,-0.0042394865,-0.002973714,0.0033475203,0.0033834756,-0.0059814085,0.00063041534,0.012794663,0.01708149,0.014095709,0.006903475,0.0114665115,0.0065576867,0.022578457,0.0058597242,-0.0012873469,0.0072655026,-0.012650034,0.012552625,-0.01297886,-0.012142252,-0.012049908,-0.018109486,-0.0065944083,0.0132645015,-0.003624838,0.004616687,-0.008852708,-0.013718357,-0.007589514,-0.007198921,-0.020439237,-0.010654003,-0.018386317,-0.01296642,-0.0045922776,-0.03450693,0.027441978,0.016615864,0.017019851
databricks,0.12615797,-0.031894155,-0.066382304,-0.05657885,-0.026440455,-0.013556705,-0.05521237,-0.03754096,-0.0369509,-0.019146327,-0.026883861,-0.026112355,0.16786598,-0.01600731,0.0491554,0.17207454,-0.013217782,-0.0074108415,-0.0027061966,-0.015939271,-0.04745403,-0.031472053,-0.016163675,-0.01979005,-0.004922966,-0.008780034,0.013384626,-0.021747021,-0.031845264,-0.012499773,0.0015084604,0.026104951,0.035038583,-0.042237185,-0.032164387,-0.010167587,-0.006731327,-0.0003079133,-0.024630185,0.07639855,0.17611043,0.050655875,-0.0062104287,-0.006808766,0.0015310473,-0.0012637272,0.0060037314,0.046465483,-0.0198096,-0.0096105235,-0.010800077,-0.016076898,-0.020306949,-0.015198111,0.038856942,-0.010216212,-0.010835306,-0.001172017,-0.0064865486,-0.0010701806,-0.0025441567,0.008950094,-0.008090344,0.021347592,0.006671098,0.25714302,0.079590224,-0.008489574,-0.0047043953,0.027741615,0.087692134,0.33111867,0.1801192,0.12893558,1.0,-0.00668542,0.034305967,0.08199322,0.005935945,0.037400723,0.040069494,0.058219768,0.052756518,0.028790953,0.017710056,0.20738901,0.026476514,0.014554592,0.04630581,0.026873486,0.069025226,0.023866588,0.032947082,0.021589141,0.0031171709,0.013326414,0.0016463577,-0.0007603128,-0.0037328806,0.01191901,0.03351542,0.022821123,0.015347147,0.059058286,0.040493473,0.008025387,-0.00538376,0.0014089429,-0.0017732217,0.00033867615,-0.002067525,0.0031959382,-0.020765886,0.0026821701,-0.027347736,-0.018181242,-0.016229972,-0.021003202,-0.010590854,0.011378867,0.0022754977,-0.004586115,-0.0012805782,-0.014539532,-0.00022630321,-0.0082347095,-0.00087736035,-0.006745457,-0.019538252,-0.013378714,-0.0060755354,-0.02250362,0.066194214,0.021006573,0.038653664
elasticsearch,0.074221686,0.074806675,0.033185035,0.060748342,0.05764391,0.010254634,-0.024823723,-0.016762095,-0.009043449,0.031756636,-0.003949997,-0.011647835,0.040673494,0.0086687775,0.019449173,0.012631178,0.09016775,0.0076823733,-0.00066743005,-0.007812871,0.037323527,0.03313444,0.022358323,-0.003468312,0.00039694514,0.0028159877,0.012704583,0.0017961541,0.043096047,0.008375125,0.037597008,0.013496335,0.009740844,0.050709374,-0.012003569,0.003604283,-0.0023341666,0.023588728,0.031536713,0.11704152,0.034370095,0.035844352,0.00038534534,-0.002458223,0.00298693,0.15184289,0.12798178,0.11710768,0.1387646,0.09322842,0.045261417,0.07947393,0.077070676,0.10034274,0.042512525,0.033775717,0.10674652,-0.002458223,0.032594647,0.13583623,0.09117071,0.11907288,0.18581313,0.10484646,0.08461605,0.0013974587,0.009590409,0.0036188175,-8.548624e-05,0.0015087331,0.15745513,0.06594859,0.02900429,-0.00042994224,-0.00668542,1.0,0.020114383,0.082710125,-0.0015841522,-0.0056504463,-0.010519648,0.005185763,0.002545387,-0.0050140624,0.005468724,0.009809984,-0.003754696,-0.0010275254,0.0028501486,-0.0008825468,0.0064337216,0.009054474,0.013056992,0.01932261,0.027859878,0.007103233,0.0041382653,-0.0040377737,-0.0038033193,-0.010635675,0.0072496557,-0.0060105436,0.0041102194,-0.0030452346,-0.0023517588,-0.008061026,-0.0064366222,0.006567517,-0.006892748,-0.0075187,-0.0017479877,0.016461287,0.0042204726,0.009547542,-0.00027756538,-0.0037730082,-0.014073102,0.011663276,0.0059141247,0.03684197,0.025305156,0.017724397,0.17530581,0.17978774,0.051684946,0.025266528,0.04439438,0.027609622,0.009766974,0.003088658,0.014959193,0.06929905,0.07555507,0.045890097,0.026666686
flink,0.054509427,0.069246404,-0.03462966,-0.02278928,0.054806944,0.03590097,-0.0017936799,-0.009713854,-0.016005099,-0.0046882113,0.0026151473,-0.009962716,0.13647169,-0.009600125,0.0036199363,0.02410055,-0.017868303,-0.0071148826,0.0055721803,-0.008716952,-0.016497402,-0.023336707,-0.011722639,-0.0021211826,-0.0025138785,-0.0044834637,-0.004114852,-0.0099455,-0.0198924,0.023104515,-0.007380525,0.0017558284,0.0076701883,0.024123413,-0.025361115,-0.008693724,-0.0053210864,0.03290529,0.0023929023,0.049998675,0.0037973104,0.048826423,0.003938026,-0.0034768493,-0.0018789772,0.059873544,0.022999112,0.02609778,-0.013781195,0.0068987594,0.029545173,-0.009669893,-0.009592756,-0.010531148,0.0037200253,0.0030951924,-0.0127938865,0.001890772,0.013588585,0.025539648,0.0076406864,0.04359099,0.068940796,0.0688196,0.033305567,0.07412881,0.091439284,-0.006274809,-0.0005134956,-0.021378215,0.2551374,0.25889513,0.1108447,0.04938463,0.034305967,0.020114383,1.0,0.12289373,0.122460015,0.0135933375,0.018291969,0.018361628,0.0028886606,0.0031570832,0.018237684,0.018026937,0.014669513,0.0065998607,0.013241473,0.01651606,0.019448739,0.01762766,0.027576974,0.016198564,0.0132206725,0.003641159,-0.0034768493,-0.0024387755,0.006969235,0.017232677,0.035312142,0.007944521,0.0045553637,0.027860167,0.03745493,-0.0030295162,0.00066940364,0.004391693,-0.0032647918,0.0018288182,-0.0010557673,0.0031784321,-0.009841466,-0.0053078,-0.014381637,-0.009407284,-0.007618964,-0.013569215,-0.0054081464,0.017181335,-0.007829317,-0.00043619174,0.024162592,0.022763178,0.0030479778,0.0004324158,-0.024847511,-0.012553037,-0.003037998,-0.0035435874,-0.004674303,0.025354683,0.006268672,0.052507997,0.0028058845
hadoop,0.10513415,0.089190155,-0.036816534,-0.012741447,0.011170129,-0.0099975085,-0.013144199,-0.010957541,-0.029279776,0.024183525,-0.017114494,-0.017974306,0.24115479,0.008975572,0.07860266,0.10336878,0.023600692,0.0279391,0.00065402145,-0.008519801,-0.03466406,-0.008683674,-0.017145876,-0.022106502,-0.0037287474,-0.0066501633,0.009375357,0.003268744,-0.0061619286,0.019820636,0.008043836,-0.0045918175,-0.005553866,0.001872692,-0.031448822,0.0015982848,-0.00789258,-0.018432755,-0.0027781269,0.06308267,0.037156604,0.056357987,-0.008567068,-0.0051570875,-0.0027870205,0.03383707,0.02028069,0.0007018097,0.023071015,-0.0006868084,-0.0005397038,0.01727364,0.009572479,0.010099919,-0.011255849,0.00014281993,0.004739287,-0.0051570875,0.0066176224,0.019195165,0.077390395,0.07600724,0.018034175,0.14622888,0.017726982,0.08939014,0.06578583,0.005521859,0.0015333222,0.00703701,0.16244079,0.39994454,0.102803,0.014396582,0.08199322,0.082710125,0.12289373,1.0,0.022487257,0.04892151,0.026827877,0.05315584,0.029051317,0.01723461,0.031174792,0.022126187,0.00680422,0.024092605,-0.0117395,-0.0048521105,-0.0166513,0.0007182867,-0.010139847,-0.008780532,-0.0063342224,0.0010413664,-0.0051570875,-0.0036173493,-0.014817858,-0.0042002695,-0.010455765,0.012536514,-0.0099083865,-0.019410491,-0.026888559,-0.0061234366,-0.008721251,0.006728499,-0.01030582,-0.0021424694,-0.0015659824,-0.0070106653,-0.012549292,-0.006506483,-0.014799808,-0.0141552575,-0.015205317,-0.008903582,-0.008021712,-0.014994665,0.0047289943,-0.0067420807,0.0037834952,-0.004365011,0.008507014,-0.0065955827,0.03598663,-0.0019341506,-0.0016075082,-0.0012607637,-0.010763283,0.004729043,-0.0035167653,-0.01645179,-0.0025660573
beam,0.025737008,0.015911171,-0.015922867,-0.0053349887,0.012848337,0.010870243,0.0028726996,0.00086385227,-0.009591825,-0.009943805,0.0018490723,-0.009545389,0.0491612,-0.00800304,-0.0002960179,0.015743058,-0.011655412,-0.0025672005,0.049570397,-0.0055347043,-0.014572795,-0.0060311886,-0.01040818,-0.0014579959,-0.0015961513,-0.002846711,-0.0026126665,-0.008897819,-0.010463044,-0.0048720897,-0.008348469,-0.004683035,-0.00413817,-0.0022440397,-0.019477682,-0.0066605206,-0.0033785477,-0.0072718062,-0.01358601,0.003980974,-0.0047965674,0.07187511,-0.0036672736,-0.0022075758,-0.0011930297,0.01685399,0.007744808,0.030738229,-0.012914775,0.021464923,0.0019326023,-0.007197191,-0.007154382,0.001516221,0.008200539,-0.0052458076,-0.013693984,-0.0022075758,-0.0021031047,-2.5793219e-05,0.007297069,-0.0017674954,0.0020458673,0.0132213915,-0.006082953,0.019851662,0.18485148,-0.005388613,0.0034643426,-0.0016518681,0.048631202,0.09406037,0.100930974,0.03081978,0.005935945,-0.0015841522,0.122460015,0.022487257,1.0,0.014939303,0.019518262,0.0038472032,0.00018738442,0.011312986,0.0071239932,0.0024083243,0.004767475,0.0028922383,-0.0077984277,-0.0049097505,0.00082946697,0.0016277462,0.0023791103,0.0011882491,-0.0027114677,0.0041739247,-0.0022075758,-0.0015484657,-0.0063430266,0.020108545,-0.0069279787,0.012418188,0.0017843383,0.008566707,0.0014197801,-0.010637243,-0.008079932,-0.0049097505,-0.00729264,-0.004213103,-0.0006703444,-0.00300103,-0.00729264,-0.0049097505,0.009245096,-0.00705172,-0.0016561144,0.01466594,-0.0034338252,-0.005791074,-0.0049711126,-0.002886058,0.002910588,-0.0022569704,-0.009446504,0.001211457,-0.012203976,-0.0011178382,-0.0074349693,-0.0067518447,-0.0046073995,-0.0012459811,0.0003195077,0.005632338,0.0066156653
tensorflow,0.15701178,-0.017083006,-0.056686822,-0.043227457,-0.0052903565,-0.0011467142,0.052906778,0.004836869,-0.034004945,-0.010441825,-0.018841812,-0.019939866,0.027713396,-0.019968221,0.08547017,-0.020425068,-0.021409666,-0.011104146,-0.00677885,-0.01503766,-0.044447474,-0.027898885,-0.005506289,-0.016643973,-0.004336705,-0.0077344463,0.00094775396,-0.01776266,-0.02483967,0.019575361,0.008002046,0.041701026,0.042568896,-0.034975927,-0.03603248,-0.010663866,-0.009179434,-0.015300896,-0.015147297,0.049982313,0.05970341,0.09720822,-0.0023082285,-0.0059979307,-0.0032414333,0.04142297,0.05772694,-0.027100192,-0.02438389,-0.005028123,-0.008253719,-0.010694927,-0.016467834,-0.032963507,-0.013067891,-0.0115674995,-0.016134042,-0.0059979307,-0.005714085,-0.024045667,-0.010419699,-0.013505695,-0.012554314,-0.0014577307,-0.009582544,-0.0004803265,0.015216739,-0.010718167,-0.00068967685,-0.031311315,-0.0103069,0.07974234,0.049495358,-0.009328268,0.037400723,-0.0056504463,0.0135933375,0.04892151,0.014939303,1.0,0.8041276,0.4732494,0.17020178,0.16617382,0.04062714,0.16856797,0.1310416,0.2517364,0.12928389,0.06692607,0.13295381,0.015819542,0.060474902,0.0402157,0.033988297,0.1966994,0.013038532,-0.004207144,0.025091564,0.030949993,0.10842197,0.21721461,0.02772347,0.1921646,0.074722484,0.008278674,-0.007877181,0.025359878,-0.007179871,-0.001440588,-0.0018213098,0.015208908,-0.013010975,-0.0033064578,-0.026197176,-0.018155146,-0.008937619,-0.023346553,-0.009329622,-0.016761908,-0.009258891,-0.007841351,-0.0061005647,-0.0048057777,-0.015070136,-0.008312204,-0.04106613,-0.03789939,-0.019955771,-0.018344602,-0.0109918965,0.00076328666,-0.0020695643,-0.012472595,-0.0041775093
pytorch,0.17204376,-0.033758383,-0.07198325,-0.05428921,9.436951e-05,0.0108900685,0.063436024,-0.001125494,-0.04217501,-0.01853097,-0.023853296,-0.02305987,0.028639771,-0.022305442,0.06580823,-0.033490237,-0.025207218,-0.008813946,-0.0048926016,-0.016548732,-0.052744158,-0.037737314,-0.011562074,-0.017241687,-0.004772483,-0.004009128,-0.0078118574,-0.024405895,-0.026295472,0.016923504,0.0007542685,0.027316134,0.053630915,-0.041607775,-0.045670647,-0.016031833,-0.010101838,-0.015687589,-0.027570272,0.041588604,0.052263785,0.0925211,-0.0039657974,-0.0066006384,-0.0035671517,0.04927083,0.059016414,-0.026161302,-0.027164888,-0.009023075,-0.007938678,-0.016119486,-0.018675772,-0.040834844,-0.010777388,-0.014457421,-0.021888943,-0.0007991641,-0.00628827,-0.026635425,-0.025683613,-0.02187548,-0.010284098,-0.006805202,-0.015097834,0.0061279098,0.015206968,-0.012525645,-0.0043048672,-0.03596484,-0.017252868,0.07024418,0.054533318,-0.0074732048,0.040069494,-0.010519648,0.018291969,0.026827877,0.019518262,0.8041276,1.0,0.4356823,0.1658513,0.17412315,0.029873457,0.19337998,0.13870066,0.2058349,0.13879542,0.08360252,0.15210941,0.018041449,0.057860613,0.039988954,0.036791872,0.23026939,0.022406733,-0.004629903,0.03907953,0.025683027,0.11686072,0.26876798,0.030510342,0.23749757,0.10367856,0.0034230903,-0.0040510567,0.022012062,0.00040833952,0.0026502612,-0.0020043256,0.018794551,-0.01647376,0.001045098,-0.028964285,-0.021084601,-0.011717111,-0.026809197,-0.010267117,-0.017534,-0.00968579,-0.0064086053,-0.0059004626,-0.0015273693,-0.017865645,-0.004359828,-0.05931694,-0.045320064,-0.025491565,-0.020187976,-0.012380651,-0.00936371,-0.007747482,-0.016116146,-0.007839577
scikit_learn,0.11384204,-0.009806432,-0.034007713,-0.026642608,-0.008984934,-0.0023801702,-0.0053724437,-0.014787997,-0.023348605,-0.012530787,-0.015094948,-0.016342921,0.03573087,-0.012317884,0.09789204,0.025634142,-0.013775391,-0.005593225,-0.0042717545,-0.009476118,-0.025974836,-0.024611883,-0.005985457,-0.011489949,-0.0027328143,-0.004873932,0.008071578,-0.012734804,-0.016810158,0.0017191835,0.0149417,0.049901795,0.047692146,-0.022283282,-0.026000494,-0.006437375,-0.005784504,-0.008443333,-0.0025336698,0.057165828,0.06656533,0.084387265,-0.0062788394,-0.0037796507,-0.0020426188,0.03753985,0.062256917,-0.012743907,-0.014817983,-0.004815226,-0.011285031,-0.0031139133,-0.010705494,-0.007983271,-0.003465908,-0.0047950083,-0.005722543,-0.0037796507,-0.0036007827,-0.0025233051,0.000103969964,0.0024946795,-0.0066474937,-0.004967269,-0.004574018,0.018453073,0.032615516,-0.009225992,-0.0012324185,-0.013749004,0.005938888,0.096934654,0.07025671,0.012227152,0.058219768,0.005185763,0.018361628,0.05315584,0.0038472032,0.4732494,0.4356823,1.0,0.36608493,0.35311586,0.040906735,0.1840313,0.21071364,0.22042155,0.09328175,0.06310263,0.10615527,0.0153131215,0.039369598,0.04015483,0.023565872,0.13726662,0.020953076,-0.0026511704,0.025607258,0.023035243,0.1020857,0.12332725,0.036103837,0.12395091,0.066909604,0.0028662723,-0.0014896801,0.0005324755,-0.0018796126,0.003187026,-0.0011477149,0.016716314,-0.01097074,0.018409662,-0.015836662,-0.012073442,-0.010423548,-0.013781325,-0.005879146,-0.007403978,-0.0018890011,-0.0049412986,-0.0057397876,-0.00442096,-0.004373881,-0.0064180903,-0.013310596,-0.020341963,-0.013404057,-0.011560017,-0.0055088405,0.006253439,0.021760792,-0.0039022155,0.0021702377
pandas,0.12895994,-0.022093847,-0.024974426,-0.002089816,-0.008983186,-0.0035777928,-0.013214499,-0.014685269,-0.027889052,-0.004453389,-0.015523027,-0.014147231,0.013985857,-0.014619876,0.04944359,0.07752908,0.004709867,-0.005531535,-0.004557838,-0.010110743,-0.009558422,-0.02059475,0.0042162067,-0.007334305,-0.0029158336,0.0020074584,0.007003729,-0.0150812855,-0.019542333,-0.0026811373,0.049618866,0.08093631,0.09531334,-0.020702431,-0.027534228,-0.0059511913,-0.0061718985,-0.0008903016,0.0044578337,0.045153253,0.029129,0.040129654,0.0017042488,0.0006108296,0.014991004,0.013708423,0.049197998,0.0029849447,-0.01478528,-0.004055659,-0.00576068,-0.00882544,-0.013069555,-0.010329969,-0.0006241387,-0.0017228059,-0.0101054385,-0.004032778,-0.003841931,0.03278738,0.028378792,-2.6357743e-06,0.011672971,-0.003431733,0.0051678475,0.047630414,0.03256454,-0.007930185,-0.0053196065,-0.0017061445,0.013663668,0.107078314,0.12382963,0.05110719,0.052756518,0.002545387,0.0028886606,0.029051317,0.00018738442,0.17020178,0.1658513,0.36608493,1.0,0.73200476,0.15209942,0.09685411,0.09630596,0.096978754,0.04671829,0.05606251,0.042610906,-0.006528205,0.029711332,0.042337667,0.0328763,0.05679887,0.01918526,-0.002828722,0.021016415,0.01051487,0.0426217,0.044308413,0.008273788,0.062691934,0.029574184,0.010249515,-0.0005969794,0.007813262,0.0023242135,0.009389582,-0.0012245786,0.01503379,-0.010477335,0.06864927,-0.0064581106,-0.009942506,0.001984609,-0.017226506,-0.0062728785,-0.0036798015,-0.007008974,-0.0052722227,-0.00076473627,-0.0065561584,-0.011718234,-0.0068479166,-0.014343454,-0.016008126,-0.009150156,-0.009267236,-0.0061828718,-0.0052694944,0.012487277,0.00065759465,0.008031235
numpy,0.10942863,-0.01655287,-0.02708949,-0.00843037,-0.012266673,-0.007441348,0.0023077172,-0.010568407,-0.025202358,-0.002087287,-0.013250767,-0.012399522,0.004745244,-0.012533567,0.033177335,0.050603423,0.005940212,-0.002224245,-0.0039074183,-0.008667905,-0.017556101,-0.018669803,-0.0010390574,-0.00839326,-0.0024997338,0.003919587,0.005033748,-0.012571282,-0.020977847,-0.0034399969,0.046375364,0.07489548,0.0730419,-0.018352402,-0.02582715,-0.0068184277,-0.005291146,-0.0076188208,-0.0016817899,0.020952163,0.0228166,0.033027273,-0.00574332,-0.0034572862,-0.0018684048,0.005360508,0.033693008,-0.007859352,-0.012730988,-0.0067697847,-0.0066727586,-0.006247578,-0.011204483,-0.011512757,-0.0043564104,-0.005931437,-0.010925957,-0.0034572862,-0.0032936737,0.016314518,0.029686024,0.0034616103,0.006971348,-0.0015620635,-0.0032263938,0.018002633,0.020579966,-0.008439111,-0.00046510212,-0.0023598864,-0.0027053405,0.06874842,0.07286337,0.009495605,0.028790953,-0.0050140624,0.0031570832,0.01723461,0.011312986,0.16617382,0.17412315,0.35311586,0.73200476,1.0,0.1378015,0.08036481,0.1039677,0.09520589,0.035984147,0.031323984,0.026570803,-0.0055966065,0.020678723,0.019531824,0.013341708,0.048081316,0.023529666,-0.0024250532,0.0014350621,0.008143133,0.027573396,0.040156543,0.0047183647,0.06113215,0.020833548,0.006340766,-0.0006812913,0.002064123,0.00015200187,0.01326142,-0.0010498269,0.011197652,-0.009767721,0.050830558,-0.010596531,-0.00933537,-0.007537901,-0.014768221,-0.0053777164,-0.0064039766,-0.005376682,-0.004519858,-0.00689839,-0.008220938,-0.0135066565,-0.0058706943,-0.0134433145,-0.01625068,-0.004867942,-0.00879166,-0.007215652,-0.0024157392,0.004219386,-0.003048494,-0.012095193
jupyter,0.05833446,0.014082758,-0.0017621416,0.016719522,-0.0017750973,0.0032882742,-0.0064587276,0.004400084,-0.008720961,0.0046939207,-0.0050510513,-0.0036320258,0.02832998,0.00944685,0.029963635,0.02969666,0.03518066,0.007914707,-0.0021513782,-0.004772445,-0.001119474,0.00031958037,0.0016128307,-0.008159765,-0.0013763238,-0.0024546522,-0.002252841,-0.0076723793,-0.0038925686,-0.0029635013,0.008494061,0.014683373,0.01818531,-0.009865755,-0.009564315,-0.0024850487,0.003458358,-0.004854817,-0.0075754817,0.010983111,0.0021284523,0.014227023,0.008583589,-0.0019035407,-0.0010287215,0.0010676878,0.012818796,0.0017511435,0.006636831,-4.267814e-05,-0.0023917914,0.0028560646,-0.003130757,0.0008740563,-0.003224277,-0.0045233364,0.009727099,-0.0019035407,-0.0018134577,0.030508542,0.047236614,0.01010558,0.0057436065,0.0026149305,0.0025434778,0.014088924,0.008644375,-0.0006343135,0.004876162,-0.0009836879,0.0129626915,0.082182705,0.06744025,-0.0011279233,0.017710056,0.005468724,0.018237684,0.031174792,0.0071239932,0.04062714,0.029873457,0.040906735,0.15209942,0.1378015,1.0,0.025056155,0.01474116,0.025094217,0.018651426,0.013359098,0.023986759,0.02102197,0.01712528,0.0024900797,0.013524421,0.021746578,-0.0019035407,-0.0013352055,0.008201768,0.024826404,0.009742947,0.0056579085,0.009953723,0.018295513,0.0013469337,0.0032736196,0.0065303384,0.0045627677,-0.00032398113,-0.0036328598,-0.0005780222,-0.0025877177,-0.006288272,0.017757263,-0.0063246526,-0.0060805324,-0.0060428907,-0.0034786214,-0.0029609068,0.0006931539,-0.0042864736,-0.00248858,0.0068548457,-0.0013844417,0.0011440504,0.002513991,0.008094206,0.0009510693,-0.006836775,-0.0026069048,-0.003972852,-0.010192765,0.0049375994,0.0054032244,0.004009538
mlflow,0.07653278,-0.010779665,-0.033674087,-0.028193804,0.006705338,0.0027468207,-0.00223333,-0.015602847,-0.016545322,-0.013205805,-0.011060507,-0.012481779,0.06399204,-0.012592695,0.03829093,0.036811177,0.0016308432,0.00722628,-0.003925852,-0.0087087955,-0.025760923,-0.011328114,-0.0046918024,-0.0072133043,-0.0025115265,-0.0044792686,0.036764506,-0.012643297,-0.018536901,-0.011568776,-0.0030329565,0.028202672,0.04578318,-0.02776568,-0.025992582,-0.010480256,-0.0053161075,-0.0047048666,-0.011571057,0.05775902,0.07670506,0.073593326,-0.0057704146,-0.0034735962,-0.0018772191,0.06857297,0.075216495,0.029197466,-0.0050384677,0.013829101,0.0023441925,-0.006323876,-0.01125734,-0.0034556475,0.032334037,-0.0014336796,0.002243519,-0.0034735962,-0.003309212,-0.007927047,-0.0053002676,-0.005550519,0.0024789586,-0.004943755,0.0039880346,0.050014675,0.018911483,-0.006264838,-0.004581994,-0.010846967,0.013939464,0.15417373,0.10889292,0.021681093,0.20738901,0.009809984,0.018026937,0.022126187,0.0024083243,0.16856797,0.19337998,0.1840313,0.09685411,0.08036481,0.025056155,1.0,0.12681045,0.037261046,0.104103066,0.07236883,0.117983095,0.017654272,0.138958,0.09845349,0.035124708,0.11290061,0.012644049,-0.0024364935,0.014538518,0.008030253,0.0746341,0.102265716,0.046061248,0.12832415,0.06793596,-0.0007118538,0.00069360563,0.001982958,0.0049818894,-0.0066292714,-0.0010547795,0.026926704,-0.0065378547,0.0044100573,-0.015590422,-0.007694861,-0.0110271145,-0.013554142,-0.005403086,0.0147263175,0.011357974,-0.00042816694,0.025261004,0.033944335,-0.0071744025,-0.00589839,-0.029323122,-0.021737909,-0.013094791,-0.010623953,-0.004665143,2.2153652e-06,0.052310776,0.014449008,0.013889809
