term,count_a,count_b,z_score,log_odds_ratio,company_count,direction,category,comparison,ngram
json,531,9,2.2154343545455966,0.29376373490230456,349,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
subsystems,315,2,2.1957938689004965,0.39620499914418783,166,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
diagrams,375,4,2.1782523291417584,0.35317419356579816,249,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
sre,277,1,2.1776211257345515,0.4245136085199803,121,A_heavy,method,relabeling_midsenior2024_vs_entry2026,unigram
high-level,401,5,2.1585693856929105,0.33575516282073714,272,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
duties,1549,51,2.1545417947481504,0.15721474603637464,879,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
angular,1409,45,2.150409236063276,0.16511216694322606,656,A_heavy,tech_stack,relabeling_midsenior2024_vs_entry2026,unigram
establishing,269,1,2.1413463416981613,0.42338410534410365,199,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
architectures,1350,43,2.1129021592372683,0.16579107176898233,688,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
existing,2981,117,2.1009275345445984,0.10808849079426963,1439,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
assess,445,7,2.094844810576401,0.30499294306168867,305,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
architecting,527,10,2.085996765065474,0.2753250756863812,337,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
jquery,352,4,2.076282597456253,0.3463878169659873,252,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
deliverables,603,13,2.066514872350743,0.2523306067941249,394,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
delivering,1100,33,2.065738770365212,0.18079012983188925,656,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
requirements.,1676,58,2.0633511574441874,0.14387694628937364,867,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
on-prem,214,0,2.0511296333681566,0.4631061013951481,134,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
backup,282,2,2.0450391741742733,0.3886456190878915,176,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
evaluates,211,0,2.0366951995759175,0.46310459757692435,148,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
required.,1753,62,2.027963358995445,0.13789711869330112,769,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
mbse,341,4,2.0259271576225477,0.3428377698350502,100,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
node,310,3,2.0257079553180017,0.36284773905503265,177,A_heavy,tech_stack,relabeling_midsenior2024_vs_entry2026,unigram
troubleshooting,1885,68,2.024020925767647,0.13239400767467213,962,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
policies,846,23,2.0231881084032852,0.20404238075407743,499,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
interfacing,309,3,2.021002016383757,0.3625387718509794,207,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
asp.net,484,9,2.020752738759344,0.27874506647354824,260,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
methodologies,1728,61,2.0205875385597993,0.13841857700419613,977,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
setting,483,9,2.0164599167531736,0.2783965445276868,345,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
presentations,308,3,2.0162861375712127,0.36222789944451783,192,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
detailed,867,24,2.0103918819128355,0.19990664722425233,529,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
procedures.,480,9,2.0035411574664277,0.2773430297152606,309,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
snowflake,559,12,1.9952405420728596,0.2531274883551111,223,A_heavy,tech_stack,relabeling_midsenior2024_vs_entry2026,unigram
determine,660,16,1.9829449358317526,0.22899454746455383,426,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
rdbms,234,1,1.9749865400782383,0.4175582179677342,153,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
puppet,198,0,1.9729282715336443,0.4630980811461569,132,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
issues.,733,19,1.9719086578925145,0.21468488198875413,497,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
preferred.,1094,34,1.967658542615322,0.17199436944335655,577,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
assists,358,5,1.9656538262336654,0.3214863643110606,176,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
responsibility,630,15,1.9655105096688323,0.23271595596651462,447,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
consistently,232,1,1.9650642922183514,0.41717358674039495,146,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
regarding,325,4,1.9506763266685672,0.33727158465572593,236,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
xml,490,10,1.9288363947733773,0.26248138691690404,318,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
roadmaps,189,0,1.9275487577744819,0.46309356988035155,138,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
traceability,257,2,1.9234383258532775,0.381680695668714,137,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
and/or,4540,196,1.9151819269058543,0.07879958700002732,1678,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
ensures,400,7,1.893861054534254,0.28867237555372505,235,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
implementation.,342,5,1.8897244741823322,0.31532672822926067,226,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
worked,250,2,1.8880776892437805,0.37949152982877354,155,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
subsystem,312,4,1.887645125760101,0.33235555252018223,133,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
recommends,181,0,1.8862966662853384,0.4630895599414018,120,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
firmware,997,31,1.876975783746198,0.17185451063267365,284,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
devops,2964,121,1.87369258756564,0.09616015046466053,1102,A_heavy,method,relabeling_midsenior2024_vs_entry2026,unigram
upgrades,367,6,1.8713953479084167,0.2992366372607389,261,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
according,277,3,1.8648116280951388,0.35153926525577806,205,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
kafka,850,25,1.859760203262455,0.1855622800577379,448,A_heavy,tech_stack,relabeling_midsenior2024_vs_entry2026,unigram
management.,753,21,1.8585850644527975,0.19815376419199193,480,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
php,335,5,1.8557105461848558,0.3124602895248385,165,A_heavy,tech_stack,relabeling_midsenior2024_vs_entry2026,unigram
bootstrap,210,1,1.852504412422124,0.4124724935608661,148,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
abreast,210,1,1.852504412422124,0.4124724935608661,173,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
mitigation,210,1,1.852504412422124,0.4124724935608661,140,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
necessary.,243,2,1.8520887899815996,0.37718172135257255,178,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
ansible,652,17,1.8494599522816966,0.21337001676732914,343,A_heavy,tech_stack,relabeling_midsenior2024_vs_entry2026,unigram
needed.,495,11,1.833721247467122,0.24647431128654418,341,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
overseeing,171,0,1.8334288641611631,0.4630845476171075,136,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
agile,4821,212,1.8305782362743424,0.07289823467324918,1676,A_heavy,method,relabeling_midsenior2024_vs_entry2026,unigram
virtualization,439,9,1.8205234089052864,0.26163860673820327,236,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
pursuing,20,135,-18.11820604321377,-3.3805646034894483,92,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
e-commerce,115,96,-14.16454177305369,-1.7853643972709339,72,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
workflows,597,186,-13.758235905823398,-0.9982453582514239,467,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
currently,540,176,-13.700525864659928,-1.0319895807374824,385,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
recommendation,82,74,-12.644501339985043,-1.8500169834937576,60,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
gain,153,89,-12.362873098559575,-1.487519423045499,190,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
agents,42,61,-12.332987416554124,-2.2453389719801686,60,B_heavy,ai_tool,relabeling_midsenior2024_vs_entry2026,unigram
coursework,38,56,-11.833460982210369,-2.2572948355893185,63,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
real-world,161,86,-11.8116169654031,-1.4183019248187128,156,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
llm,96,70,-11.704888609346282,-1.6729532726405711,77,B_heavy,ai_tool,relabeling_midsenior2024_vs_entry2026,unigram
internships,9,54,-11.552091260357061,-3.306870115523183,51,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
graduation,19,49,-11.369156744187567,-2.7067390029077645,30,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
familiarity,2960,411,-11.209685771437812,-0.4539599619189687,1465,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
contribute,1757,275,-10.30893847703519,-0.525788937395105,1041,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
agent,64,51,-10.211982778938753,-1.7463694781697976,67,B_heavy,ai_tool,relabeling_midsenior2024_vs_entry2026,unigram
interns,17,37,-9.85173558440211,-2.573317139103163,39,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
algorithms,1169,205,-9.835785210226891,-0.5971563595043508,635,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
ml,795,155,-9.306754866602157,-0.6661709542293961,278,B_heavy,ai_domain,relabeling_midsenior2024_vs_entry2026,unigram
unsupervised,21,34,-9.296438412272423,-2.334355950669801,27,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
qualifications,5244,551,-9.173335061024696,-0.2981379607379768,1819,B_heavy,credential,relabeling_midsenior2024_vs_entry2026,unigram
ai-assisted,4,35,-9.043989658021228,-3.52934925635617,25,B_heavy,ai_domain,relabeling_midsenior2024_vs_entry2026,unigram
agentic,3,34,-8.736253814792262,-3.662761593962337,21,B_heavy,ai_tool,relabeling_midsenior2024_vs_entry2026,unigram
rag,16,29,-8.652523987856087,-2.426276868873572,35,B_heavy,ai_tool,relabeling_midsenior2024_vs_entry2026,unigram
undergraduate,31,32,-8.527283161447812,-1.9616330929650871,45,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
entry-level,15,28,-8.516096943574404,-2.4501097116975306,39,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
exercising,16,28,-8.483562390558431,-2.3977705984910607,20,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
nlp,129,52,-8.227810751666775,-1.1941224381239133,79,B_heavy,ai_domain,relabeling_midsenior2024_vs_entry2026,unigram
judgment.,25,28,-8.08379162910413,-2.029552253433053,28,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
llms,113,48,-8.083601491293688,-1.235140380875686,80,B_heavy,ai_tool,relabeling_midsenior2024_vs_entry2026,unigram
dates,41,32,-8.048294452916515,-1.7289644733627405,35,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
workflows.,133,51,-7.96936713215819,-1.1552625525188391,139,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
ai-powered,35,30,-7.962092551123222,-1.8067748734577336,48,B_heavy,ai_domain,relabeling_midsenior2024_vs_entry2026,unigram
ai-driven,35,30,-7.962092551123222,-1.8067748734577336,51,B_heavy,ai_domain,relabeling_midsenior2024_vs_entry2026,unigram
copilot,11,24,-7.934658329391205,-2.575149978418553,27,B_heavy,ai_tool,relabeling_midsenior2024_vs_entry2026,unigram
onboarding,140,52,-7.930379804807745,-1.130638308109602,100,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
foundational,161,54,-7.693049579916208,-1.052697215414284,151,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
full-time,322,77,-7.570679216821323,-0.8053976692711569,216,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
early-career,3,24,-7.540743710983594,-3.479314020607397,25,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
runs,85,38,-7.3442490470035615,-1.2754110098201146,73,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
claude,0,30,-7.185581769388866,-4.333068841723806,20,B_heavy,ai_tool,relabeling_midsenior2024_vs_entry2026,unigram
python,4281,419,-7.132011291681328,-0.2606202628100105,1885,B_heavy,tech_stack,relabeling_midsenior2024_vs_entry2026,unigram
generative,201,56,-7.088871414906309,-0.9147396306972899,90,B_heavy,ai_domain,relabeling_midsenior2024_vs_entry2026,unigram
backend,1615,201,-6.913817460525143,-0.38928554134158055,795,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
ai/ml,197,53,-6.756482955486919,-0.8893189044358571,136,B_heavy,ai_domain,relabeling_midsenior2024_vs_entry2026,unigram
internal/external,57,28,-6.537711899005338,-1.350388659230795,51,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
langchain,13,17,-6.434480889485964,-2.158190500322089,25,B_heavy,ai_tool,relabeling_midsenior2024_vs_entry2026,unigram
openai,18,18,-6.359235313272128,-1.9350536830903202,26,B_heavy,ai_tool,relabeling_midsenior2024_vs_entry2026,unigram
fundamentals,431,79,-6.3241210631044025,-0.6250009692827474,335,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
eagerness,41,23,-6.208391700865518,-1.457460803027077,54,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
eager,107,35,-6.114472785742781,-1.0336177299560392,113,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
hil,26,19,-6.099984305633107,-1.6743326520966715,21,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
in-office,10,14,-5.884816377686904,-2.2146055986078377,20,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
alongside,240,52,-5.818812708023415,-0.7367173282936728,208,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
sponsorship,189,45,-5.76959848656709,-0.8021190592471292,148,B_heavy,boilerplate,relabeling_midsenior2024_vs_entry2026,unigram
proprietary,110,33,-5.671692365026191,-0.9689584927005486,82,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
problem-solving,1808,195,-5.641076497741536,-0.3103954779460576,1244,B_heavy,soft_skill,relabeling_midsenior2024_vs_entry2026,unigram
algorithm,285,56,-5.62182999273736,-0.6706867446521949,182,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
e.g.,2632,258,-5.59648666099078,-0.26073274427558957,1021,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
prediction,31,18,-5.55435202244021,-1.485446786134359,27,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
week.,33,18,-5.440553936480344,-1.4346645045974107,40,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
improve,2492,243,-5.382249176072974,-0.2579948839533852,1329,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
gaining,31,17,-5.296870008504308,-1.4390000086597698,41,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
recent,206,43,-5.151976281500834,-0.7112418418342328,155,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
contributing,439,68,-5.064293107578067,-0.5181112527372642,358,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
pytorch,176,38,-4.961309833491464,-0.7342214406786471,138,B_heavy,tech_stack,relabeling_midsenior2024_vs_entry2026,unigram
early-stage,33,16,-4.917590957094462,-1.3398257385470878,42,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
ai.,38,17,-4.912954068145771,-1.2757887967819137,46,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
validate,375,60,-4.902213671619046,-0.5381577293496216,301,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
learning.,92,26,-4.868817938836124,-0.924933661399054,76,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
classification,100,27,-4.831611782510818,-0.8917175287468044,80,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
considered,343,56,-4.823346810090715,-0.5507741817615308,220,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
employment.,62,21,-4.819882855562397,-1.0598750764968656,44,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
large-scale,837,102,-4.794459764050015,-0.37687242687066824,471,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
appropriately,109,28,-4.774652419413582,-0.855859270983796,78,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
authorization,443,65,-4.697397148915487,-0.4850091551481688,229,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
completed,186,37,-4.611633614809604,-0.6787750478722883,168,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
field.,818,95,-4.352727890153151,-0.35004792449778943,544,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
genai,63,19,-4.315534851211128,-0.972764534699694,30,B_heavy,ai_domain,relabeling_midsenior2024_vs_entry2026,unigram
interacting,137,29,-4.273254114542018,-0.720651603538272,106,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
accessibility,189,35,-4.24238721777566,-0.6314173338525428,136,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
similar,1735,165,-4.241404157278882,-0.244989537474396,958,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
participate,2555,223,-4.1849536473352345,-0.20286507171983548,1286,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
retrieval,118,26,-4.162082118447865,-0.7480796462385815,92,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
next.js,75,20,-4.127540779696047,-0.8826823365209897,64,B_heavy,tech_stack,relabeling_midsenior2024_vs_entry2026,unigram
reinforcement,32,13,-4.126764480221401,-1.199889097329077,33,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
receiving,32,13,-4.126764480221401,-1.199889097329077,42,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
millions,341,50,-4.1163644455207615,-0.48451255281748296,162,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
world.,120,26,-4.113515651875314,-0.7365371522381601,83,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
resulting,47,15,-3.951697885133682,-1.0149542248438852,39,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
colleagues,199,34,-3.910611726154815,-0.5793836553236762,154,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
high-impact,63,17,-3.8321935732822348,-0.8912178494615972,57,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
etl/elt,70,18,-3.8303132495639214,-0.8565165245365414,60,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
datasets,224,36,-3.811688727741797,-0.540790278272306,169,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
algebra,22,10,-3.791889650634969,-1.2883506071250075,25,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
fine-tuning,45,14,-3.766752576840689,-0.9958600109879185,39,B_heavy,ai_domain,relabeling_midsenior2024_vs_entry2026,unigram
occasionally,171,30,-3.7569391095167743,-0.5963120721339017,119,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
potentially,73,18,-3.731227946400906,-0.8266218423809306,59,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
cutting-edge,420,54,-3.7158268717106617,-0.40707265845118457,297,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
frontend,776,84,-3.7157989305429977,-0.31182717514619185,378,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,unigram
pandas,81,19,-3.7116093509548613,-0.7914676858363698,76,B_heavy,tech_stack,relabeling_midsenior2024_vs_entry2026,unigram
azure_azure,444,3,2.5849074958344227,0.39211100508613494,175,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,bigram
bachelor_minimum,298,0,2.4206314426869127,0.463142695202313,161,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,bigram
spring_spring,366,3,2.2749618114186405,0.3775659620851366,160,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,bigram
minimum_experience.,249,0,2.2125690225959733,0.46311775852211223,96,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,bigram
including_requirements,369,4,2.1520297092379748,0.3514753438716891,225,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,bigram
requirements_requirements,374,5,2.0391940665196433,0.3271479812559157,222,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,bigram
aws_aws,241,1,2.0093080216849657,0.4188492998600921,135,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,bigram
requirements_specifications,322,4,1.936252718653669,0.33616427288025985,202,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,bigram
agile_scrum,450,9,1.8708254906035162,0.26610131339484955,312,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,bigram
rest_api,297,4,1.8125841811695351,0.32617794688577284,214,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,bigram
designing_implementing,734,21,1.7841840327604381,0.19214613983670858,504,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,bigram
requirements_bachelor,530,13,1.7595397401422437,0.2264978806232918,398,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,bigram
net_net,181,1,1.6930538369786192,0.40457757222277735,118,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,bigram
typically_requires,142,0,1.6706684367051297,0.46306331445446425,43,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,bigram
analyze_requirements,206,2,1.649918716648146,0.3624898838861377,146,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,bigram
requirements_translate,199,2,1.6090852679321932,0.3591289243660025,138,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,bigram
agile_methodologies,535,15,1.5572155147541664,0.19685464366173644,385,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,bigram
minimum_minimum,156,1,1.5429641268273568,0.3955058349793301,78,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,bigram
requirements_including,182,2,1.5058112448565104,0.3499501050268474,116,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,bigram
specifications_requirements,145,1,1.4723105033294623,0.3905599608568746,91,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,bigram
azure_sql,176,2,1.4678293833168023,0.3463113456932465,114,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,bigram
requirements_traceability,102,0,1.4158821142545206,0.4630429648775056,57,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,bigram
policies_procedures,253,5,1.412249411376461,0.2681576156761514,171,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,bigram
shell_scripting,196,3,1.4052985968383056,0.30884580837944675,145,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,bigram
experience._minimum,134,1,1.3982862096448783,0.3848341201857295,89,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,bigram
net_c#,273,6,1.3718826003167284,0.24854139388109697,192,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,bigram
positions_require,91,0,1.3373419182402801,0.46303736906297566,35,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,bigram
discipline_experience.,90,0,1.3299721259953978,0.46303686035938973,57,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,bigram
spring_microservices,90,0,1.3299721259953978,0.46303686035938973,47,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,bigram
establish_maintain,88,0,1.3151087462071356,0.46303584295563205,69,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,bigram
aws_services.,86,0,1.3000755817626222,0.46303482555642184,50,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,bigram
requirements_architectures,84,0,1.2848666731439686,0.4630338081617644,59,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,bigram
html_javascript,83,0,1.2771943556302106,0.4630332994661419,68,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,bigram
detailed_specifications,83,0,1.2771943556302106,0.4630332994661419,67,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,bigram
team._designing,82,0,1.2694757038749982,0.46303279077165804,66,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,bigram
xml_json,82,0,1.2694757038749982,0.46303279077165804,70,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,bigram
specifications_documents,78,0,1.238120345199744,0.463030756005093,56,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,bigram
on-call_rotation,142,2,1.2339703644077755,0.3202847791929013,119,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,bigram
including_user,77,0,1.230156722435989,0.4630302473162988,62,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,bigram
requirements_designing,77,0,1.230156722435989,0.4630302473162988,68,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,bigram
requirements_documentation,170,3,1.2292933265617554,0.2872448764184732,113,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,bigram
bachelor_and/or,76,0,1.2221412441638628,0.4630297386286397,65,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,bigram
fault_tolerant,75,0,1.2140728833117613,0.4630292299421175,52,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,bigram
rdbms_nosql,75,0,1.2140728833117613,0.4630292299421175,26,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,bigram
identify_requirements,74,0,1.205950578454042,0.4630287212567321,63,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,bigram
translating_requirements,107,1,1.1987465018555592,0.36602959787690104,66,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,bigram
net_azure,72,0,1.1895397093648679,0.4630277038893773,50,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,bigram
performs_duties,72,0,1.1895397093648679,0.4630277038893773,59,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,bigram
expertise_java,70,0,1.1728993938652896,0.46302668652657175,59,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,bigram
documents_requirements,70,0,1.1728993938652896,0.46302668652657175,34,A_heavy,noise,relabeling_midsenior2024_vs_entry2026,bigram
currently_pursuing,0,99,-13.055243794501381,-4.333728193925906,51,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,bigram
qualifications_currently,2,66,-11.343697529381817,-4.04848646363205,24,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,bigram
minimum_qualifications,466,117,-9.630273707303248,-0.8401999360019028,258,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,bigram
gain_hands-on,1,35,-8.236000423273397,-4.062427893478501,31,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,bigram
pursuing_bachelor,0,34,-7.649723296924239,-4.3331183218653475,31,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,bigram
qualifications_minimum,219,59,-7.134970437172474,-0.8903745927815843,162,B_heavy,noise,relabeling_midsenior2024_vs_entry2026,bigram
