pattern,uid,period,match,context,auto_label
mgmt_strict_v1,asaniczka_e973f497bce52fb3,2024-01,mentoring,"and test using junit, spring cloud and other demonstrated experience in leading/mentoring team experience working collaboratively using agile/scrum should be to work wit",TP
mgmt_strict_v1,asaniczka_cb6e75e4e05e5aaa,2024-01,mentor,"elp requirements for the company. up-to-date with with technologies, in and and mentor other of the engineering community. collaborate with product to deliver robust ",TP
mgmt_strict_v1,asaniczka_d9857c1e3cce980f,2024-01,mentor,"rm to understand workload and all stakeholders are with suggested identify, and mentor to the work qualifications | c++ ability, including low-level 10+ years of expe",TP
mgmt_strict_v1,asaniczka_6b029b5a5b9879f1,2024-01,mentor,"nd with senior technology team, and to and goals. lead projects, teams, or as a mentor. qualifications: 5+ years of software engineering experience, or demonstrated t",TP
mgmt_strict_v1,arshkon_3887911260,2024-04,mentorship,"logies and incorporate them into existing projects where applicable.provide and mentorship to junior team members.communicate effectively with stakeholders, including pre",TP
mgmt_strict_v1,arshkon_3891082086,2024-04,mentor,propriate. - the experience for authentication and web services integrations. - mentor in and execution. - develop test and procedures for work. - with code repositor,TP
mgmt_strict_v1,asaniczka_3d63904557dc003d,2024-01,mentor," and a team of in that needs. up-to-date with with technologies, participate in mentor other and occasionally code or evaluate code. collaborate with product to deliv",TP
mgmt_strict_v1,asaniczka_d03b7140bb73d9ff,2024-01,mentor,"e likelihood and consequence of system and mitigation with system failure modes mentor or lead other on projects evaluate risks/mitigations in o&m (e.g., lv/mv qualif",TP
mgmt_strict_v1,asaniczka_c6eeaedf87dc19b5,2024-01,mentor, of or improved capabilities for existing test assets. for tests. of and tasks. mentor junior and mid-level engineers. minimum qualifications 5 years experience with ,TP
mgmt_strict_v1,asaniczka_c8d0738488fdcb85,2024-01,mentorship,"updated on technologies, evaluate their to the projects, and propose solutions. mentorship: and mentorship to junior fostering a and learning-oriented team environment. q",TP
mgmt_strict_v1,asaniczka_a6fc820bd100c2d3,2024-01,mentor," or principal developer. may or of to applications currently in production. may mentor or work of and staff. performs other duties as assigned. skills: | c#, react, a",TP
mgmt_strict_v1,asaniczka_eda76fb9ce6d3841,2024-01,mentor,participate in to the skills and knowledge of team and data administrators. and mentor data stewards and/or other team fostering their and the organization. participa,TP
mgmt_strict_v1,asaniczka_03c1a519a023f8f4,2024-01,mentor,"form for full stack design and develop hybrid, on-prem and cloud-based lead and mentor other in the team collaborate with cross-functional teams to identify and softw",TP
mgmt_strict_v1,asaniczka_2354e5a59244edb8,2024-01,mentor,"as a lead software engineer, you will have the to participate in and technology mentor other of the engineering and your passion for learning. is at one. you will wor",TP
mgmt_strict_v1,asaniczka_40e21b8bd7dbbbc6,2024-01,mentor,"nd developer the business by frontend development. this developer will as a and mentor to other collaborating with cross-functional teams, and ensuring the highest of",TP
mgmt_strict_v1,asaniczka_66888422f94a7c95,2024-01,mentor,ducts from design to to engineering to product project for test engineering and mentor with experience to vision test to contract or customers represent test engineer,TP
mgmt_strict_v1,asaniczka_372a401c2f63244b,2024-01,mentoring,"is the time and to by and robust and tool roadmaps and in and lead business and mentoring. develop engineering the company, identifying and for employees. lead the stand",TP
mgmt_strict_v1,linkedin_li-4388748127,2026-04,mentorship,"-from data and through and monitoring-across and dependencies. * through design mentorship, and hands-on execution. * collaborate closely with engineering teams and produ",TP
mgmt_strict_v1,linkedin_li-4394163292,2026-03,mentor, knowledge sharing. * participate in code and contribute to a of improvement. * mentor junior and on ai projects. **requirements:** | * bachelor's or master's degree ,TP
mgmt_strict_v1,linkedin_li-4393844426,2026-04,mentor,"5+ years of experience the design or of and existing systems. - experience as a mentor, lead, or an engineering team. - demonstrated track designing and implementing ",TP
mgmt_strict_v1,linkedin_li-4324758113,2026-03,mentor,"y, and involve the of features and products for customers using data * lead and mentor a team of junior them through of from meticulous data pre-processing and to rig",TP
mgmt_strict_v1,linkedin_li-4394286809,2026-04,mentor,or our mobile applications backend and * deliver to that knock everyone’s off * mentor on the team * team as needed * in and out team * suggest to optimize qualificat,TP
mgmt_strict_v1,linkedin_li-4397306676,2026-04,mentor,"neering, design, and research teams to plan, and ship ai-driven capabilities. * mentor and other the and fostering a strong engineering culture. * as a partner in a t",TP
mgmt_strict_v1,linkedin_li-4390821852,2026-03,mentor,m to deliver high quality software against schedules. establish design and then mentor team on their application qualifications** | * 2+ years of non-internship softw,TP
mgmt_strict_v1,linkedin_li-4108586770,2026-03,mentor, design/development teams to projects * to a of difficult problems using * as a mentor to systems systems engineer 1 & 2) * engineering for the of system documents * ,TP
mgmt_strict_v1,linkedin_li-4398301087,2026-04,mentorship,"paced, business with our team. * seamlessly between hands-on execution and team mentorship and team as inherent components of senior-level impact. **minimum qualification",TP
mgmt_strict_v1,linkedin_li-4388731747,2026-03,mentorship,"ell-defined and well-shipped features. * in the of junior and mid-level through mentorship, and the of day-to-day that capability. * proactively identify and address bott",TP
mgmt_strict_v1,linkedin_li-4386157988,2026-03,mentorship,"ate closely with product partners, and stakeholders to and * contribute to a of mentorship, knowledge and what you have | qualifications** * 6+ years of experience in ful",TP
mgmt_strict_v1,linkedin_li-4380633522,2026-03,mentor,"latency. * in of and infrastructure. * embed security, and into of the stack. * mentor teams, setting the for excellence. * product by translating requirements into s",TP
mgmt_strict_v1,linkedin_li-4398013977,2026-04,mentorship," data optimize queries, and high when working with large-scale and datasets * | mentorship, lead code and while maintaining hands-on responsibilities * ai/ml enablement: ",TP
mgmt_strict_v1,linkedin_li-4374936163,2026-04,mentor,observability * lead and using data and learnings to systemic in and maturity * mentor and develop providing code review and design feedback to consistently the team’,TP
mgmt_strict_v1,linkedin_li-4372750084,2026-03,mentor,"te high-quality, testable, and python for data and restful microservices. * and mentor senior and mid-level on best code and design necessarily having reports. * and ",TP
mgmt_strict_v1,linkedin_li-4386398978,2026-04,mentorship,"software the data & department. a team of senior full-stack promoting knowledge mentorship, and consistent standards. responsibilities** * lead full stack using c#/.net r",TP
mgmt_strict_v1,linkedin_li-4398821414,2026-04,mentorship,"s3, etc.) * work with **sql & nosql databases** to design data | * through code mentorship, and design * collaborate with cross-functional teams to deliver high-quality, ",TP
mgmt_strict_v1,linkedin_li-4389442178,2026-03,mentor,"s and architect to an ever-growing * full of design, and of firmware projects * mentor other firmware and help best in design engineering * contribute to team and * q",TP
mgmt_strict_v1,linkedin_li-4300988040,2026-04,mentor,ork closely with teams to optimize our kubernetes-based data platform for and * mentor junior and for engineering in data **knowledge and experience** * 5+ years of e,TP
mgmt_strict_v1,linkedin_li-4388260354,2026-03,mentor, an software * to estimate all project and tasks. * to user and requirements. * mentor and monitor software in the of their assignments. **experience** * and experien,TP
mgmt_strict_v1,linkedin_li-4398250464,2026-04,mentor,"ects, research causes, debug and propose regression to reoccurrences * lead and mentor junior/new team and coordinate knowledge * that validated deliverables design s",TP
mgmt_strict_v1,linkedin_li-4395418654,2026-04,mentorship,"nd to security baselines, including security requirements and security (stigs). mentorship & governance: | ● and sub-teams on technologies, cloud best devsecops methodolo",TP
mgmt_strict_v1,linkedin_li-4377994169,2026-03,mentor,fficiency. this role requires a deep of software engineering a strong desire to mentor and a passion for elevating engineering practices. you will work closely with p,TP
mgmt_strict_v1,linkedin_li-4399446383,2026-04,mentor,following: * establish and govern the program-wide test and requirements-driven mentor sub-systems. * agile governance for the senior and on best-practice and to seni,TP
mgmt_strict_v1,linkedin_li-4351207050,2026-04,mentor, abreast of technologies and evaluating their to the product and maintain our * mentor and develop other on the team **requirements** | * 5+ years of mobile * profici,TP
ai_strict_v2,asaniczka_3030be1b8f73cd76,2024-01,fine-tuning,"deploy well-managed and sdks to large-language (llms) and proprietary including fine-tuning, and prompting tasks. design for real-time applications, scale, of use, and gov",TP
ai_strict_v2,asaniczka_ace220282fcae41a,2024-01,langchain,"tency, and of experience with llm-enabled software including frameworks such as langchain and llamaindex, retrieval like databases, caching such as redis, and tools fami",TP
ai_strict_v2,asaniczka_033228dbfc604195,2024-01,fine tuning,"s - use-cases, test-cases, buat, with client sr. presenting business setting up/fine tuning business project-tracking etc is an advantage. - of the - experience with all o",TP
ai_strict_v2,asaniczka_d3af357064dce4af,2024-01,fine-tuning,"we are an senior lead engineer to in and maintaining and sdks for fine-tuning, and accessing ai at scale. as part of our ai team, you will work with a of wor",TP
ai_strict_v2,asaniczka_fea73a27ab385e7e,2024-01,pinecone, deep knowledge of statistical and explain-ability experience in databases like pinecone for tasks such as document retrieval or semantic and is with hosting solutions.,TP
ai_strict_v2,asaniczka_259f9b53dd21fad3,2024-01,rag,experience using embeddings to create embeddings and working with databases. of rag retrieval and tradeoffs of splitting methods. familiarity with benchmarks for a,TP
ai_strict_v2,asaniczka_9062ca48661bbae3,2024-01,fine-tuning,"api supabase (for auth/storage) | databases: postgres + mongodb | + embeddings. fine-tuning + rlhf. knowledge of data kd-trees, algorithms, and their complexity. pytorch.",TP
ai_strict_v2,asaniczka_f001443cc25a475f,2024-01,fine-tuning,"e-eligible) we are an sr. lead engineer to help build and maintain and sdks for fine-tuning, and accessing ai at scale. as part of our ai team, you will utilize our cloud ",TP
ai_strict_v2,asaniczka_430cc14c76510d65,2024-01,gpt-4,"g the organization. you will also work with generative ai technologies, such as gpt-4, their capabilities through engineering in our systems. we are solely on the mo",TP
ai_strict_v2,arshkon_3904060936,2024-04,langchain,"s (docker, kubernetes) for ml deployments. experience with tensorflow, pytorch, langchain, numpy, pandas, polars, and related. excellent and skills. degree (or in engine",TP
ai_strict_v2,asaniczka_0c667d1ffcdf69c2,2024-01,gpt4," working closely with our product software data and team you will a role in our gpt4-powered chatbot for customer self-service, and help make an effortless experien",TP
ai_strict_v2,asaniczka_3a524e9b1e0a4519,2024-01,fine-tuning,"e and co-author research publications. develop, maintain, and improve our for / fine-tuning and prompting ai models. maintain software libraries/environment/github reposit",TP
ai_strict_v2,arshkon_3887710459,2024-04,rag,"scale applicationsdesign and implement the productization of generative such as rag, and management.design easy-to-use and for ml practitioners, as as non-experts.",TP
ai_strict_v2,asaniczka_0f426de46e00a99f,2024-01,gpt-3,"and the tensorflow gpu api. knowledge of state-of-the-art generative ai such as gpt-3, dall-e, and clip. experience with and evaluating large-scale on high-performan",TP
ai_strict_v2,asaniczka_533795ba4fe0f4ab,2024-01,fine-tuning,"in this role, you will be at the of cutting-edge research, and of for including fine-tuning, and capabilities. to we have the ability to and at increasingly high scale wit",TP
ai_strict_v2,arshkon_3901943545,2024-04,fine-tuning,"platforms (e.g., gcp, aws, azure). of a of algorithms and (e.g. and embeddings, fine-tuning)experience and and as api endpoints and scheduled workflows.experience with llm",TP
ai_strict_v2,arshkon_3905806278,2024-04,fine-tuning,"gy stack including engineering, guardrails, databases/knowledge llm hosting and fine-tuning.authored research in peer-reviewed or industry-recognized contributions in the ",TP
ai_strict_v2,asaniczka_83ed66cec2bc0fae,2024-01,fine tuning,working on high-performance platforms which have latency/response experience in fine tuning application / testing. experience in using tools like jmeter/jprobe etc. excell,TP
ai_strict_v2,asaniczka_6a1a75ba21462992,2024-01,fine-tuning,"igible) we are an senior lead engineer to help build and maintain and sdks that fine-tuning, and to ai at scale. you will collaborate with our ai team to develop systems t",TP
ai_strict_v2,asaniczka_4d8ef07338c9aad8,2024-01,langchain,"e/gcp to q&a using genai. demonstrate skills and experience with llm tools and (langchain, promptflow, db, engineering...) must have and to llm projects at other clients",TP
ai_strict_v2,asaniczka_eea36dc8185102a6,2024-01,copilot,nd to and solve use cases. this engineer will use code capabilities like github copilot to efficiencies in software development. functions | as a staff software engine,TP
ai_strict_v2,asaniczka_c94bbaf642e25c45,2024-01,fine-tuning,"we are an senior lead engineer to help build and maintain and sdks that fine-tuning, and to ai at scale. you will collaborate with our ai team to develop systems t",TP
ai_strict_v2,asaniczka_ef5dd9d7b0708eaa,2024-01,fine tuning,oubleshooting skills strong skills experience with devops (currently using aws) fine tuning experience | experience with ai libraries (e.g. langchain) or data libraries (e,TP
ai_strict_v2,asaniczka_1e5119ac213ebf7a,2024-01,gpt-4,"applications of generative ai and llms experience with pre-trained llms such as gpt-4, claude, jurassic-1 jumbo, or similar models. aws co-pilot, etc. in python and ",TP
ai_strict_v2,asaniczka_8ae89f210fe4ff60,2024-01,rag,"sing and business alignment. of ai technologies: implement retrieval-augmented (rag), function and code interpreter technologies to the capabilities of models. res",TP
ai_strict_v2,linkedin_li-4393075510,2026-04,rag,", build, and deploy enterprise-grade ai leveraging and | **retrieval-augmented (rag)** . this role focuses on and cost-efficient ai systems that business and decis",TP
ai_strict_v2,linkedin_li-4363722158,2026-03,claude,"st, mockito) and (e.g., fuzz, * 2+ years of experience using or ai tools (e.g., claude code, prompts, cursor), ai (e.g., mcp, agent frameworks (e.g. agent langchain, ",TP
ai_strict_v2,linkedin_li-3981020696,2026-03,cursor,"systems, or ranking, retrieval, systems * to have: | + at ml + experience using cursor, copilot, codex, or similar ai for debugging, and refactoring + familiarity wit",TP
ai_strict_v2,linkedin_li-4392896055,2026-04,copilot,. skills include:** | * strong troubleshooting and codegen ai skills ( **github copilot or claude code** | * familiarity with **gitops** frameworks and best | * **aws ,TP
ai_strict_v2,linkedin_li-4349683046,2026-03,fine-tuning,"product. in this role, you will own components of the ai platform that our ai : fine-tuning workflows, llm observability, and experimentation tooling. you will partner clo",TP
ai_strict_v2,linkedin_li-4385798692,2026-03,rag,"ou will be the our next‑generation counter‑small systems (c‑suas). we don’t use rag, llms, or pre-built cloud apis. our stack requires from the up to solve high-st",TP
ai_strict_v2,linkedin_li-4379606268,2026-03,rag,"ctions, and gracefully from failure. * architect and implement production-grade rag over sensitive data, with requirements for correctness, auditability, and safet",TP
ai_strict_v2,linkedin_li-4394399817,2026-04,langchain,"as or (llms) * 1 yr hands-on experience to agent-based or ai frameworks such as langchain, langgraph, or similar technologies **desired qualifications:** | * experience ",TP
ai_strict_v2,linkedin_li-4387276063,2026-04,chatgpt," build and deploy ai and that eliminate bottlenecks. you’ll with such as openai chatgpt, anthropic claude, and in-house llm apps. expect a hands-on, scrappy where iter",TP
ai_strict_v2,linkedin_li-4367916579,2026-04,fine-tuning,gn. * familiarity with ai/ml and into agent workflows. * experience in training/fine-tuning ai * experience contributing to and maintaining open-source projects * experien,TP
ai_strict_v2,linkedin_li-4395481433,2026-04,copilot, deliver with business * contribute to the and of tools frameworks and ai genai copilot etc to and capabilities * mentor a high team of fostering a of and * promote ag,TP
ai_strict_v2,linkedin_li-4376182749,2026-03,copilot,"es end-to-end * implement real-time data for data, and * use ai-assisted tools (copilot, cursor, claude code, etc.) to your * review and get reviewed — we with not bur",TP
ai_strict_v2,linkedin_li-4388092537,2026-03,cursor,"nship. this isn't a pm role. we operate ai-first: product here product who with cursor/claude/lovable, eliminating the between and execution. if you've felt constrain",TP
ai_strict_v2,linkedin_li-4375754844,2026-04,fine-tuning,"chmarks for encompassing the entire life-cycle from pre-training and supervised fine-tuning (sft) to reinforcement (rl), for evaluating the quality, and realism of ai * pa",TP
ai_strict_v2,linkedin_li-4391916500,2026-03,rag,ild and optimize data to ai-driven functionality. * implement and maintain over rag-based architectures. * generative ai capabilities into web or mobile applicatio,TP
ai_strict_v2,linkedin_li-4339318392,2026-04,rag,"architect * in sre/devops (sla/slos, error budgets, mttr, mttd). * knowledge of rag architectures and to ai/automation technologies that improve operations. * know",TP
ai_strict_v2,linkedin_li-4377605422,2026-03,fine tuning," high-performance system. we are senior software who enjoy hands-on work, paced fine tuning for and quality. **what you'll do** | * lead the design, and of high-throughput",TP
ai_strict_v2,linkedin_li-4394723894,2026-04,langchain," or experience with ai multi-agent systems, familiarity with frameworks such as langchain, llm or similar tools solid of data algorithms, and software design experience ",TP
ai_strict_v2,linkedin_li-4386938827,2026-03,copilot,deep of containerization using docker and podman * experience with using github copilot * strong communication/presentation skills and ability to build and explain and,TP
ai_strict_v2,linkedin_li-4389877760,2026-03,huggingface,"ability, etc. * a broad stack of and ai technologies such as aws ultraclusters, huggingface, vectordbs, nemo guardrails, pytorch, and more. * and introduce state-of-the-ar",TP
ai_strict_v2,linkedin_li-4384950903,2026-04,fine-tuning,"d/or aws) in ml contexts. qualifications (genai as a * experience leveraging or fine-tuning llms (e.g., gpt, claude) to ml workflows, retrieval, or claims-facing tooling. ",TP
ai_strict_v2,linkedin_li-4401032127,2026-04,fine-tuning,"++, python, go, or java. qualifications: | - llm & post-training: experience in fine-tuning, distillation, or reinforcement for in conversational ai applications. - multil",TP
ai_strict_v2,linkedin_li-4379285626,2026-03,copilot,"ft, and react by azure services and dataverse integration. ai tools like github copilot will be part of your to and innovation. **responsibilities** | * build and mobi",TP
ai_strict_v2,linkedin_li-4395378450,2026-04,copilot,"lucination. * contribute to and developer including experimentation with github copilot and software engineer (swe) agent workflows. * as a designated as needed, parti",TP
ai_strict_v2,linkedin_li-4390277546,2026-03,copilot,cratch. * hands-on experience with selenium and java. * experience working with copilot. skills:** | *,TP
ai_broad_v2,asaniczka_781ecbac63b0efbd,2024-01,ai,"d assessments. -sensemaking : se and sw with-in existing product team. includes ai/ml to cloud, thin-client, and hmi development. to own ai/ml team. for sensemaki",TP
ai_broad_v2,arshkon_3889112103,2024-04,ai,"f technology in solutions. make a on visa's platforms, and technologies such as ai. our modernization roadmap, enabling us to our and client by adopting best-in-c",AMB
ai_broad_v2,arshkon_3886216113,2024-04,ai,tforms using a of technologies including react and fastapi. this role is in our ai-driven platform to the process. responsibilities:collaborate with cross-functio,AMB
ai_broad_v2,arshkon_3903825579,2024-04,ai,"e for workloads. design, develop, and optimize system software for risc-v-based ai and ml systems.collaborate with cross-functional teams to software requirements",TP
ai_broad_v2,asaniczka_6f81eeb3a45d9e34,2024-01,ai,"liacell’s capabilities include full-stack application data, cloud technologies, ai, and devops containerization. we also customer in the of cne, and by providing ",TP
ai_broad_v2,arshkon_3905863650,2024-04,ai," provides. all products in cloudflare’s are or will be by technology, including ai, r2, warp, and more. as a of the team, you’ll be a to the network software used",TP
ai_broad_v2,asaniczka_2eb0295f131a26eb,2024-01,ml,"ml platform in | ml platform is on self-managed kubernetes and by kubeflow, an ope",TP
ai_broad_v2,arshkon_3889173190,2024-04,ml,"the company and partners closely with data engineering, data platform, software ml and squads to datasets to create data that are for consumption. in to architect",TP
ai_broad_v2,asaniczka_e56af1a96e011dec,2024-01,ai,"to robust, and efficient for use. the software developer will have expertise in ai/ml, c/c++, and python along with a strong in linux and docker. responsibilities",TP
ai_broad_v2,asaniczka_69bf094103b69575,2024-01,ai,"as a software engineer at us ai, you'll be at the helm of crafting from to end. in this role, you'll the betwee",TP
ai_broad_v2,asaniczka_0a689cb915e6ea5e,2024-01,ai,"ies: | review of customer architectures, accomplishment of and customer for our ai product configuration, in-vehicle tuning and qualification of cerence’s technol",TP
ai_broad_v2,arshkon_3902317973,2024-04,generative ai,"n and software engineer to our team! the will be on designing, and implementing generative ai using our platform, gene.ai. for analyzing user requirements, procedures, and p",TP
ai_broad_v2,asaniczka_4f70047152d523a1,2024-01,ai,"hon, c++, c#, scala, etc.) 4+ years of experience with frameworks like airflow, ai 3+ years of experience with domains like hr, 5+ years of experience with the fo",AMB
ai_broad_v2,asaniczka_edc1355917f79acc,2024-01,ml,use knowledge of data data and data to make design decisions. understand the of ml and data and can this knowledge to increase the business of data through transf,TP
ai_broad_v2,arshkon_3800272386,2024-04,ai, (git or equivalent). familiarity with microservices on the cloud good of data (ai/ml) algorithms and statistical algorithms. experience with sql and/or timeserie,TP
ai_broad_v2,arshkon_3905251190,2024-04,ai,position | - of the ai offerings azure and how to those services with existing or in-development - ide,AMB
ai_broad_v2,asaniczka_0295ddb618af668e,2024-01,ai,"at you’ll be doing develop production-quality software that as part of nvidia's ai software stack, including support. analyze the of important workloads, tuning o",TP
ai_broad_v2,asaniczka_b9c78be9a5049cbd,2024-01,ai,"ems. in this role, you will contribute to the vision and execute that vision to ai/ml-enabled mimic engineering at metaphore. you will be to collaborate and from ",TP
ai_broad_v2,arshkon_3902913623,2024-04,ai,"as a senior full stack engineer, you software engineering with a of ai capabilities to the customers their work. using your expertise in react.js, typ",TP
ai_broad_v2,asaniczka_b641f0f2a1e6090b,2024-01,generative ai,"is for a generative ai engineer with expertise in applications using (llms). in this role, you will be",TP
ai_broad_v2,asaniczka_bb0ede96a8e331f5,2024-01,ml,as an ml/ai engineer at you’ll work on and which the intelligence-powering that underpin,TP
ai_broad_v2,asaniczka_7100dabdd2d32198,2024-01,ai,"the of the lead data engineer role is to help our business into an ai-first, insights-driven organization. this position sits in our data and team, w",TP
ai_broad_v2,asaniczka_96c8d2200f4bd13c,2024-01,ai,our client is a ai engineer in the services responsibilities the ai engineer will a role in design,TP
ai_broad_v2,asaniczka_3cbdc77d3c71e3f9,2024-01,ml,they scale and it is impetrative that this not only have a data engineering and ml/ai but also the ability to write high-level software code in python. will have ,TP
ai_broad_v2,asaniczka_6e77e47595517e88,2024-01,copilot,stand of work. great solver with minimal/no to tasks. does not use (i.e. github copilot). to maintain consistency by out libraries to algorithms. develops web applicat,TP
ai_broad_v2,linkedin_li-4391623601,2026-03,ai,**about the role** we're a engineer to help build the ai systems that our platform. the a query from a biologist and it into a bioinform,TP
ai_broad_v2,linkedin_li-4399100745,2026-04,ai,"eate high-quality code-related with and consistency. this role an exciting with ai on ai systems through high-quality multilingual examples, image-based prompts, ",TP
ai_broad_v2,linkedin_li-4385656324,2026-04,ai,"the senior ai platform engineer is for the design, and of a and generative ai platform for uc",TP
ai_broad_v2,linkedin_li-4393224735,2026-03,genai,"systems that are fault-tolerant, and cost-effective. * and contribute to the of genai and ai-powered tools to while staying with technologies. * write maintainable c",TP
ai_broad_v2,linkedin_li-4364728425,2026-03,ml," linux systems, gpu/cpu and models. you have touched baremetal systems and also ml/ai pipelines. - solid experience systems software or performance-critical concu",TP
ai_broad_v2,linkedin_li-4385323236,2026-04,llm,r cloud-based services. this is for the team that the cx for multimodal for and llm of alexa. qualifications** | * 3+ years of non-internship software experience *,TP
ai_broad_v2,linkedin_li-4373706335,2026-04,ai,"eractions. you will operate as a senior leader—owning elevating engineering and ai-assisted to improve quality, and governance. responsibilities** & * and high-av",TP
ai_broad_v2,linkedin_li-4388165379,2026-03,ai,"we're tackling exciting our platform, and customer obsessed features (including ai-powered features) that help customers the using ai tools to how we design, buil",TP
ai_broad_v2,linkedin_li-4369035315,2026-04,ai,"as a engineer on go-ai's technology & team, you'll be at the of this transformation. you'll work with ",TP
ai_broad_v2,linkedin_li-4395486295,2026-04,ai,**job | **ai engineer - databricks & business data cloud (bdc)** **role we are for an | **ai,TP
ai_broad_v2,linkedin_li-4345482835,2026-04,ml, all the inputs from our stack and the scale data we have at zoox. * end-to-end ml from research to utilizing zoox's data and to improve capabilities * collaborat,TP
ai_broad_v2,linkedin_li-4399446854,2026-04,ai,eam is doing and how they can further be our is to build the that allows to the ai advancements. ****what looks like**** in this role means: | * can with * can op,AMB
ai_broad_v2,linkedin_li-4401063677,2026-04,ai,"as an ai agent software engineer you will combine strong engineering fundamentals, ai-na",TP
ai_broad_v2,linkedin_li-4339360663,2026-03,ai,"s, and our frontend make that happen. you’ll work on: | * crafting a real-time, ai-enabled * high ui code * implementing frontend components that with llm-powered",AMB
ai_broad_v2,linkedin_li-4396392219,2026-04,ml,"**data engineer - quant & ml** the position will be for the of etl components, providing user to the data da",TP
ai_broad_v2,linkedin_li-4400324842,2026-04,ai,ai is the of for and using location and knowledge for and scenarios. our location ,AMB
ai_broad_v2,linkedin_li-4381375491,2026-03,ml,"nce with data and workloads * databricks - familiarity with data engineering or ml * experience with azure devops, azure services, or other azure services * to or",TP
ai_broad_v2,linkedin_li-4388338732,2026-03,ai,"sibilities**** * design, build, and optimize high-performance systems in python ai data and workflows * develop full-stack and backend services for large-scale da",TP
ai_broad_v2,linkedin_li-4397374753,2026-04,ai,nd implement completely functionality. * increased and capability by leveraging ai agents. * bs/ms degree in or with 6+ years of software experience. * expertise ,AMB
ai_broad_v2,linkedin_li-4394633902,2026-04,ai,"ux experience. * experience with build tools, and deployment. * experience with ai tools such as claude code. requirement: 12 yrs, b.s. or 4 additional yrs in of ",TP
ai_broad_v2,linkedin_li-4388780359,2026-03,ai,"ntract : 10–40 hours/week **role responsibilities will be * review and evaluate ai-generated python code for correctness, and adherence to 8 standards. * develop ",AMB
ai_broad_v2,linkedin_li-4328982274,2026-03,ai,to our ai developer tools team the of ai-powered developer productivity. this is an excit,TP
ai_broad_v2,linkedin_li-4299465847,2026-03,ml,the position we are a motivated and ml devops engineer to our team research and ai (gred aidd). this role is for and m,TP
ai_broad_v2,linkedin_li-4340442217,2026-03,ai,"as an systems engineer, you’ll be on our & at openai, ensuring the and use of ai our products and services. we are a self-starter to develop, and maintain tools",TP
ai_broad_v2,linkedin_li-4387966603,2026-03,ai,ngular/javascript) * any cloud platform will work * openshift/kubernetes is a * ai (github copilot) is a,AMB
