metric,arshkon_2024,asaniczka_2024,pooled_2024,scraped_2026,within_2024_effect,arshkon_to_scraped_effect,pooled_to_scraped_effect,abs_pooled_to_scraped_effect,calibration_ratio_abs,arshkon_2024_denominator,asaniczka_2024_denominator,pooled_2024_denominator,scraped_2026_denominator
tech=nodejs,0.08526966531656363,0.08571901373489989,0.08562664329535495,0.0833149874024608,0.0004493484183362567,-0.001954677914102837,-0.002311655892894157,0.002311655892894157,4.350027360372527,4691.0,18129.0,22820.0,40881.0
tech=swift,0.0008526966531656363,0.0013238457719675658,0.001226993865030675,0.0032778063158924683,0.0004711491188019295,0.002425109662726832,0.002050812450861793,0.002050812450861793,5.147223174042156,4691.0,18129.0,22820.0,40881.0
tech=langchain,0.0,0.0,0.0,0.0018345930872532472,0.0,0.0018345930872532472,0.0018345930872532472,0.0018345930872532472,,4691.0,18129.0,22820.0,40881.0
tech=nlp,0.0010658708164570454,0.0004964421644878371,0.0006134969325153375,0.002128127981213767,-0.0005694286519692083,0.0010622571647567215,0.0015146310486984296,0.0015146310486984296,1.8654789517232842,4691.0,18129.0,22820.0,40881.0
tech=kanban,0.011298230654444682,0.013072976998179713,0.012708150744960562,0.011301093417480004,0.0017747463437350307,2.862763035321736e-06,-0.001407057327480558,0.001407057327480558,0.0016130547587419883,4691.0,18129.0,22820.0,40881.0
tech=rails,0.010871882327861864,0.007777593910309449,0.008413672217353198,0.009760035224187275,-0.003094288417552415,-0.0011118471036745889,0.0013463630068340764,0.0013463630068340764,0.3593223881030654,4691.0,18129.0,22820.0,40881.0
tech=github_actions,0.0006395224898742272,0.00022064096199459428,0.00030674846625766873,0.001516596952129351,-0.000418881527879633,0.0008770744622551239,0.0012098484858716824,0.0012098484858716824,2.093848508180466,4691.0,18129.0,22820.0,40881.0
tech=copilot,0.0,5.516024049864857e-05,4.3821209465381244e-05,0.001247523299332208,5.516024049864857e-05,0.001247523299332208,0.0012037020898668267,0.0012037020898668267,22.6163498935936,4691.0,18129.0,22820.0,40881.0
tech=buildkite,0.00042634832658281814,0.00022064096199459428,0.00026292725679228745,0.001443213228639221,-0.00020570736458822386,0.001016864902056403,0.0011802859718469338,0.0011802859718469338,4.9432595867042455,4691.0,18129.0,22820.0,40881.0
tech=cassandra,0.01364314645065018,0.01704451431408241,0.016345311130587206,0.015288275727110393,0.003401367863432229,0.0016451292764602127,-0.0010570354034768123,0.0010570354034768123,0.4836669665009879,4691.0,18129.0,22820.0,40881.0
tech=claude_api,0.0,0.0,0.0,0.0010029108876984417,0.0,0.0010029108876984417,0.0010029108876984417,0.0010029108876984417,,4691.0,18129.0,22820.0,40881.0
tech=cypress,0.0008526966531656363,0.00011032048099729714,0.00026292725679228745,0.0012230620581688315,-0.0007423761721683392,0.00037036540500319526,0.0009601348013765441,0.0009601348013765441,0.4988918272005263,4691.0,18129.0,22820.0,40881.0
tech=tableau,0.01364314645065018,0.013624579403166198,0.013628396143733568,0.014578899733372471,-1.8567047483982607e-05,0.000935753282722291,0.0009505035896389038,0.0009505035896389038,50.39860449161587,4691.0,18129.0,22820.0,40881.0
tech=scipy,0.0006395224898742272,0.00154448673396216,0.0013584574934268185,0.0022748954281940265,0.0009049642440879328,0.0016353729383197994,0.0009164379347672081,0.0009164379347672081,1.8071133185687445,4691.0,18129.0,22820.0,40881.0
tech=c_language,0.004903005755702409,0.0,0.0010078878177037687,0.00012230620581688315,-0.004903005755702409,-0.004780699549885525,-0.0008855816118868855,0.0008855816118868855,0.9750548516744783,4691.0,18129.0,22820.0,40881.0
tech=integration_testing,0.0008526966531656363,0.0007170831264824315,0.0007449605609114811,0.0015899806756194809,-0.00013561352668320478,0.0007372840224538446,0.0008450201147079998,0.0008450201147079998,5.436655475940472,4691.0,18129.0,22820.0,40881.0
tech=prompt_engineering,0.00021317416329140907,5.516024049864857e-05,8.764241893076249e-05,0.0009050659230449353,-0.0001580139227927605,0.0006918917597535263,0.0008174235041141729,0.0008174235041141729,4.378675926304044,4691.0,18129.0,22820.0,40881.0
tech=oracle,0.003410786612662545,0.0031992939489216173,0.003242769500438212,0.004011643550793767,-0.00021149266374092786,0.0006008569381312219,0.0007688740503555549,0.0007688740503555549,2.841029695797172,4691.0,18129.0,22820.0,40881.0
tech=chroma,0.0,0.0,0.0,0.0007582984760646756,0.0,0.0007582984760646756,0.0007582984760646756,0.0007582984760646756,,4691.0,18129.0,22820.0,40881.0
tech=mocha,0.004476657429119591,0.0028131722654310774,0.0031551270815074494,0.002519507839827793,-0.0016634851636885134,-0.0019571495892917977,-0.0006356192416796564,0.0006356192416796564,1.1765356445693391,4691.0,18129.0,22820.0,40881.0
tech=security,0.002131741632914091,0.0013238457719675658,0.0014899211218229623,0.0009050659230449353,-0.0008078958609465251,-0.0012266757098691556,-0.0005848551987780269,0.0005848551987780269,1.518358700875124,4691.0,18129.0,22820.0,40881.0
tech=redshift,0.017906629716478363,0.017982238402559435,0.01796669588080631,0.018517159560676108,7.560868608107174e-05,0.000610529844197745,0.0005504636798697969,0.0005504636798697969,8.074863826400868,4691.0,18129.0,22820.0,40881.0
tech=chatgpt,0.00021317416329140907,0.00011032048099729714,0.00013146362839614373,0.000660453511411169,-0.00010285368229411193,0.00044727934811976,0.0005289898830150254,0.0005289898830150254,4.348695526921017,4691.0,18129.0,22820.0,40881.0
ghost_job_risk=low,0.9985077808569601,0.9986209939875338,0.9985977212971078,0.9990460115946284,0.00011321313057366389,0.0005382307376682327,0.0004482902975205816,0.0004482902975205816,4.754137041710233,4691.0,18129.0,22820.0,40881.0
tech=elixir,0.00042634832658281814,0.0011583650504716201,0.0010078878177037687,0.001443213228639221,0.000732016723888802,0.001016864902056403,0.0004353254109354524,0.0004353254109354524,1.3891279650748405,4691.0,18129.0,22820.0,40881.0
tech=r_language,0.0010658708164570454,0.00044128192398918857,0.0005696757230499561,0.00014676744698025978,-0.0006245888924678569,-0.0009191033694767856,-0.00042290827606969634,0.00042290827606969634,1.4715333246565625,4691.0,18129.0,22820.0,40881.0
tech=dart,0.00042634832658281814,0.0013238457719675658,0.0011393514460999123,0.0014921357109659744,0.0008974974453847477,0.0010657873843831563,0.0003527842648660621,0.0003527842648660621,1.1875102150583443,4691.0,18129.0,22820.0,40881.0
tech=bdd,0.011937753144318908,0.009487561365767555,0.009991235758106924,0.010298182529781562,-0.0024501917785513527,-0.0016395706145373463,0.00030694677167463803,0.00030694677167463803,0.6691601159100792,4691.0,18129.0,22820.0,40881.0
tech=express,0.007674269878490727,0.0028131722654310774,0.0038124452234881683,0.003522418727526235,-0.00486109761305965,-0.0041518511509644924,-0.0002900264959619335,0.0002900264959619335,0.854097465521013,4691.0,18129.0,22820.0,40881.0
tech=mysql,0.042208484331699,0.04754812730983507,0.04645048203330412,0.046720970622049364,0.005339642978136071,0.004512486290350365,0.0002704885887452463,0.0002704885887452463,0.8450913869761298,4691.0,18129.0,22820.0,40881.0
tech=confluence,0.0014922191430398635,0.0024822108224391857,0.0022787028921998245,0.0025439690809911696,0.0009899916793993221,0.001051749937951306,0.0002652661887913451,0.0002652661887913451,1.0623826036492103,4691.0,18129.0,22820.0,40881.0
tech=mongodb,0.008100618205073545,0.0027580120249324287,0.0038562664329535494,0.0035958024510163644,-0.005342606180141117,-0.004504815754057181,-0.00026046398193718505,0.00026046398193718505,0.8431869395131409,4691.0,18129.0,22820.0,40881.0
tech=anthropic_api,0.0,0.0,0.0,0.0002446124116337663,0.0,0.0002446124116337663,0.0002446124116337663,0.0002446124116337663,,4691.0,18129.0,22820.0,40881.0
tech=selenium,0.023235983798763588,0.02173313475646754,0.022042068361086766,0.022284190699836108,-0.0015028490422960492,-0.0009517930989274802,0.00024212233874934194,0.00024212233874934194,0.6333258179233577,4691.0,18129.0,22820.0,40881.0
tech=vector_databases,0.00021317416329140907,0.0,4.3821209465381244e-05,0.00026907365279714294,-0.00021317416329140907,5.589948950573387e-05,0.0002252524433317617,0.0002252524433317617,0.26222450527139757,4691.0,18129.0,22820.0,40881.0
tech=pinecone,0.0,0.0,0.0,0.00022015117047038968,0.0,0.00022015117047038968,0.00022015117047038968,0.00022015117047038968,,4691.0,18129.0,22820.0,40881.0
tech=tdd,0.0211042421658495,0.017871917921562137,0.018536371603856266,0.018321469631369096,-0.003232324244287363,-0.0027827725344804037,-0.00021490197248717063,0.00021490197248717063,0.8609199833211434,4691.0,18129.0,22820.0,40881.0
tech=erlang,0.00021317416329140907,0.00016548072149594572,0.00017528483786152498,0.00019568992930701305,-4.769344179546335e-05,-1.7484233984396024e-05,2.040509144548807e-05,2.040509144548807e-05,0.36659618862019605,4691.0,18129.0,22820.0,40881.0
tech=power_bi,0.00021317416329140907,0.0,4.3821209465381244e-05,2.446124116337663e-05,-0.00021317416329140907,-0.00018871292212803244,-1.9359968302004614e-05,1.9359968302004614e-05,0.8852523177026003,4691.0,18129.0,22820.0,40881.0
tech=unit_testing,0.00021317416329140907,5.516024049864857e-05,8.764241893076249e-05,9.784496465350652e-05,-0.0001580139227927605,-0.00011532919863790255,1.0202545722744034e-05,1.0202545722744034e-05,0.7298673218129005,4691.0,18129.0,22820.0,40881.0
tech=circleci,0.00021317416329140907,0.0002758012024932429,0.00026292725679228745,0.00026907365279714294,6.26270392018338e-05,5.589948950573387e-05,6.146396004855486e-06,6.146396004855486e-06,0.8925775546498621,4691.0,18129.0,22820.0,40881.0
tech=deep_learning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4691.0,18129.0,22820.0,40881.0
tech=computer_vision,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4691.0,18129.0,22820.0,40881.0
seniority_final=director,,0.0050747421258756685,,0.007216066143196106,,,,,,,18129.0,,40881.0
