category,uid,source,period,company_name_canonical,matched_terms,excerpt
management_strong,asaniczka_d116de58e86f000a,kaggle_asaniczka,2024-01,Judge Group,hire,": locations : , ( needed) duration: hire/fte needed: | minimum combination - bachelor' science/engineering. , documentation, withstand demanding base. real-time c, c++, linux. experience. : , , c+ dispense applications. existing basis. , sp"
management_strong,arshkon_3901941925,kaggle_arshkon,2024-04,RiverPoint Group,manage,"duties | - participation user interviews understand needs. - website foundry. - designing user interactions workshop. - back-end semantic (ontologies) , workbook, ontology manager. - servers, databases, datasets functionality needed. - ensu"
management_strong,arshkon_3903886475,kaggle_arshkon,2024-04,Jobot,hire,"well-known, , , , , well-versed software. direct-hire cutting-edge prototypes simulator implementing. , , , , , documentation simulator model. , , , , simulator modelscreate, maintain, plansdevelop qualification documentation validate model"
management_strong,arshkon_3902832523,kaggle_arshkon,2024-04,"Zillion Technologies, Inc.",mentor,": ai engineerlocation: – areaopen : genai , designing, , cutting-edge ai growth. closely cross-functional identify leveraging problems services. : ai-driven , algorithms, models.conduct state-of-the-art improve , , scalability.collaborate ,"
management_strong,arshkon_3901357763,kaggle_arshkon,2024-04,Cherokee Federal,mentor,"existing proposed improve organization. projects. independently cfed objectives. day-to-day , ongoing growth. defines documents regarding maintenance. provides , , mentorship competencies. completes services. architectures utilize practices"
management_strong,asaniczka_30b10844f352789b,kaggle_asaniczka,2024-01,"MS Technology, Inc.",manage,", , documenting requirements, , projections evolving , including smrs, microreactors , , enacting model-based (mbse) , formulation detailed design. | high-level requirements proposed projects. facilitate high-level requirements traceable , "
management_strong,asaniczka_5ae8ea96f15225e7,kaggle_asaniczka,2024-01,Leidos,manage,", , , , user (ama-024) | (timecard approval, , ~ % ) , , maintain , websites, portals. user : html, , javascript, bootstrap, , react. server-side c#, , node.js. schemas, , performance. detailed explanations , used, api documentation, standa"
management_strong,asaniczka_f9117c2304404fa5,kaggle_asaniczka,2024-01,MassMutual,mentor,"located. , team. : | data. enjoy collaborating understand needs. you. communicator. objectives : | , , maintain business. translate requirements specifications. ingest warehouse. cleanse maintaining controls. existing , leadership. ' : | pr"
management_strong,arshkon_3903451435,kaggle_arshkon,2024-04,SPAR Information Systems LLC,supervise,"role/title – developerlocation – , duration – 12+ contractcontract-w2 skills/experience 8+ developmentrequired software/technology , angular, , microservicesdescription: , documentation cross-functional, multi-platform systems. s/he analyze"
management_strong,asaniczka_93674ba59c54be6f,kaggle_asaniczka,2024-01,Onto Innovation,manage,"summary & | engineer/technical -gm ' , occasional (~ %) , primarily, , malaysia. | - , include lithography stepper – duties | coordinate managers. performs , independently observe study. demonstrate capabilities detecting defects optimizing"
management_strong,asaniczka_04d1f85bf9aef432,kaggle_asaniczka,2024-01,TEK NINJAS,mentor,", , , , web-based full-stack environment. , high-performance, , user-friendly include , , conceptualizing applications. provides , users, closely mentor."
management_strong,asaniczka_8bfbdb3098bfe4d4,kaggle_asaniczka,2024-01,GForce Life Sciences,supervise,"12+ possessing combination , , experience. setups, protocols characterize low-power modules, , boards. documenting reports. r& , , , , necessary minimal supervision."
management_strong,arshkon_3905331672,kaggle_arshkon,2024-04,"BAE Systems, Inc.",supervise,", self-motivated multi-disciplinary , fast-paced environment. back-end mission-focused couple applications. tasks include , (conops), , baselines, documentation including user , , , objectives. tasks include , , , , , , validation. addition"
management_strong,asaniczka_3c2affcd6ff21491,kaggle_asaniczka,2024-01,Lennar,manage,"manager. , directing , , , , debugging. hands-on expected configuring, , , implementing lennar. include closely user experiences. , expected skillsets engineers. duties | recognized , expertise. influences expertise improve expertise. devel"
management_strong,asaniczka_74cb33d9410de9fc,kaggle_asaniczka,2024-01,CDW,"manage, supervise","offerings. necessary breadth providing , including , clients. ------- ------- | , , needs. , hardware/software problems. understand offerings outlined descriptions understand procedures mans procedures manual (sop) detailed concisely articu"
management_strong,arshkon_3902736535,kaggle_arshkon,2024-04,Fidelity Investments,mentor,"’ , angular ngrx rxjs hibernate jpa. , next evolution. require hands-on , , co-located , visualize change. expertise bring bachelor' ’ , ! 8+ architecting, designing, , maintaining multi-tier applications2+ demonstrated experienceexemplary "
management_strong,arshkon_3906097174,kaggle_arshkon,2024-04,"Two Point Conversions, Inc.",supervise,"responsibilitiescollaborates client-facing evaluate requirements according (e.g. , , ) performs , , troubleshooting according specifications cost-effective manner.maintains documents , wikis, bases. tracking documenting use.participates for"
management_strong,asaniczka_792e52eab3a4cae0,kaggle_asaniczka,2024-01,Zel Technologies LLC,supervise,"summary clients. applicant setting , , testers, engineers. : | , , , devsecops. , determine architectures, , teams. engineers/developers. scrum team. involving languages. , , containerization, integration. virtually , refine, explain requir"
management_strong,asaniczka_7edbcfca41940724,kaggle_asaniczka,2024-01,Acclaim Technical Services,supervise,"| ts/sci polygraph , virginia. , , , , debug , existing software. | analyze, services. environment. ongoing , existing platforms. cross-functionally , , engineers. troubleshoots problems provides issues. recommendations improvement. alongsi"
management_strong,arshkon_3906251552,kaggle_arshkon,2024-04,"Matson, Inc.",manage,", , existing units. aws ensuring managers. , requirements enhancements. , (s.n.o.w) applications. matson. ’ expertise , , units.demonstrate , , sql.analyze understand problems/requirements solutions.translate requirements documents team.eff"
management_strong,linkedin_li-4397373417,scraped,2026-04,Net2Source (N2S),manage,"** :** | * ( ) ** :** | * create/manage etl ; automate analysis/aggregation * : , aws, etl, , control-m, airflow, pyspark, * pyspark, control- etl"
management_strong,linkedin_li-4348413829,scraped,2026-03,Walmart,mentor,"conversational ai designing, , robust genai emphasizes , , , ensuring impact. end-user next-generation conversational ai , interactions platform. : * abreast processes. * , fostering innovation. * hands-on prototyping, researching, , consum"
management_strong,linkedin_li-4204408735,scraped,2026-04,Plaid,mentor,"** ** | * \& : maintain backend , scalability. * : closely needs. * : , maintainable code. * \& debugging: codebase. troubleshoot issues. * hands-on , setting maintaining team. * mentorship , reviewing documents changes. **qualifications** "
management_strong,linkedin_li-4381308673,scraped,2026-03,Odyssey,supervise,"** summary** | ** ** situational multi-domain ( ) programs. focuses , , next-generation battlefield , , capabilities. closely multidisciplinary , , , , actionable advantage. brings expertise , , , contributing mission-critical multi-domain "
management_strong,linkedin_li-4346659535,scraped,2026-03,NTT DATA North America,manage,"currently - azure/ aws , (us-tx), ( ) * aligns * model. , , spanning , aws, (gcp), ( ) demands multi-cloud expertise, , , problem-solving outlook. participate , management. | \& , , maintain aws, , gcp, oci. , troubleshoot, incidents, , out"
management_strong,linkedin_li-4388750243,scraped,2026-03,"Quest, Inc.",mentor,"' ai deeply pushes grow. chatbot. assistant. observes , understands , - not. ' actually ai grow. chatbot. mentor. spend , understands , , asked not. problems aren' ' seen : * profiling — actually understand emails, , messages, ? facts. unde"
management_strong,linkedin_li-4369982392,scraped,2026-03,FloQast,mentor,", , , , high-performance platform. , ' , tackling , , influencing ' strategy. , cloud-native problems , you. * : , defining , , utilizing serverless containerization * : designing , ensuring durability, , , performance. * : , , slis, slos, "
management_strong,linkedin_li-4388600265,scraped,2026-03,TalentAlly,mentor,"* : develops derivatives-based classes clients. * : proprietary back-office , including reconciliation, , , , reduce risk. , , , including proprietary systems. ** ' ** | * robust, , maintainable stack. * , including , persistence layers, ev"
management_strong,linkedin_li-4386502207,scraped,2026-03,OnMed,mentor,"** ** senior-level designing cloud-first environments. bring expertise , , governance ecosystems. - , , interoperability, systems. comfortable hands-on level. high-growth motivated leveraging healthcare. * , , enterprise-grade services. * ,"
management_strong,linkedin_li-4395293961,scraped,2026-04,FlightSafety International,mentor,"hands-on architecting, , cloud-based environment. provides ** ** | ** ** , ensuring , , reporting. plays , , enabling actionable dashboards reports. tasks | * , ensuring * mentorship * etl/elt (adf), , * \.0 consistency * orchestrate workfl"
management_strong,linkedin_li-4366796128,scraped,2026-04,Cubic Corporation,manage,"hands-on kubernetes rke2, openshift, ci/cd customer-site deployments restricted focuses , ci/cd enablement, execution. maintaining ci/cd capabilities. * capabilities openshift * capabilities * repeatable, deployments * , configuration, upgr"
management_strong,linkedin_li-4371606649,scraped,2026-03,Early Warning®,hire,"responding independently possess eligibility , , hire. ineligible sponsorship. ** ** provides cross-border – , problems regulated flows. ** ** * cross-border , including , reconciliation, components. * , , , , requirements. * , event-driven"
management_strong,linkedin_li-4397133945,scraped,2026-04,Elwyn,supervise,", , , maintain, operate elwyn. serverless implementations , including initiation, , , , , deployment. collaborates , cycles. **duties ** * , develops, maintains, operates ( ) * defines used dependent * implementations , including initiation"
management_strong,linkedin_li-4397504741,scraped,2026-04,First Citizens Bank,supervise,"hands-on provides following : , ( , ) \& movement. necessary , estimation , deciding desired , , differing gray/unknowns, , contributors, stakeholders. execution requests constraints. short- long-term deciding approach. effectively members."
management_strong,linkedin_li-4240184390,scraped,2026-03,Norm Ai,mentor,"ai expects ai. ai day-to-day , , problem-solving. improve continuously refine end-to-end. demonstrate discuss ai , including examples , workflows, outcomes. , hands-on , theoretical familiarity. ai, , ai-driven platform. ' , , ai , foundati"
management_strong,linkedin_li-4394202457,scraped,2026-04,"Global Soft Systems, Inc.",manage,"** ** team. backend , microservices , integrating angularjs. , , maintain backend ** ** | ** ** maintain restful **angularjs** | ** ** , querying, optimization. contribute ci/cd | ** ** | ** ** deployments. , following practices. troublesho"
management_strong,linkedin_li-4390198268,scraped,2026-03,The Doyle Group,mentor,"** ** ** summary** , , organization. strengthening , capabilities, azure-based environment. deeply hands-on, brings kubernetes , introduce , documentation, repeatable fast-moving team. closely , , , , modernization initiatives. enabling ’ b"
management_strong,linkedin_li-4310506698,scraped,2026-03,OCLC,"mentor, supervise","’ hands-on large-scale, used worldwide. enjoys designing robust , , influencing high-quality code. ** ** | ** \& ** * large-scale production. * , java-based , , patterns. * establish , including , , observability, documentation. * , , trade"
management_strong,linkedin_li-4375989020,scraped,2026-03,mthree,hire,"** ’ :** engineer/analyst , ’ , algorithmic reporting. technology. engineer/analyst , ’ on. completed, considered , , , , , operations. 4. 12-24 receiving regular increases. * discuss , including itil ( ), , , ( ), recovery. * discuss topic"
management_strong,linkedin_li-4382460312,scraped,2026-04,ModMed,mentor,", , high-performing team. available, high-traffic, robust fast-paced modernizing ! ** ' ** | * , , objectives. * mentorship, , team. * contribute roadmap cross-functional , ensuring objectives. * requirements manageable deliverables specifi"
management_strong,linkedin_li-4369489372,scraped,2026-03,Microsoft,hire,"! microservices real-time studios. problems quality. ** ** | * collaborates determine user requirements scenario. dependencies documents , , , platform. , implements, optimizes, debugs, refactors, reuses establish improve maintainability, ,"
management_strong,linkedin_li-4344495970,scraped,2026-04,Industrial Electric Mfg. (IEM),supervise,"** summary** | ** ** , providing , qualification, manufacturing. ensures , , management. supervisory cross-functional engineers. ** ** include following : * (poc) ( ) and/or products. * qualifying , * introduction schedules , cross-product "
management_strong,linkedin_li-4363865536,scraped,2026-03,Uber,mentor,"owns end-to-end advertiser-side , , formats types. , workflows, unblock spanning , , , , non-endemic ads. backend , ' foundational , , outsized enabling next scale. ** ** * backend formats * , , used * closely , , translate * , mentorship, "
management_strong,linkedin_li-4365868687,scraped,2026-03,General Dynamics Mission Systems,hire,"requires bachelor’ , , , field. requires \ job-related , ' job-related experience. preferred. obtain hire. applicants eligibility requirements classified information. performed , citizenship required. , ’ cockpit, identifying , weapon , ' m"
management_strong,linkedin_li-4378979842,scraped,2026-03,"ThinKom Solutions, Inc.",manage,"- conducting assessments, breakdown , interactions , used design. , , , , manager. outlines , usability, , needs. documentation systems. facilitates commercial-off-the-shelf evaluations. additional include analyzing use-cases assure compati"
management_broad,arshkon_3887907452,kaggle_arshkon,2024-04,"Niantic, Inc.","stakeholder, collaborate","’ seeks researchers user generative ai capabilities , geo-based, productionizing models. capabilities platforms. maintain generative ai models.develop workflows.optimize utilization minimize latency inference.implement maintain alerting ai "
management_broad,asaniczka_0eb67f6e53207be2,kaggle_asaniczka,2024-01,"T-Rex Solutions, LLC","team, coordinate","t-rex on-site meade. considered cleared. develops, maintains, enhances (e.g., processing-intensive , algorithm , manipulation extremely sets, real-time , ) documented requirements. individually team. adherence requirements documents results"
management_broad,asaniczka_e1024e0477e367d6,kaggle_asaniczka,2024-01,Wabtec Corporation,team,"modernization introduction recognized field. assignments long-term implications, ( ) expertise, contribute strategy. team. : | and/or modernization , , implementation. ( ) expertise contribute strategy. assignments long-term implications, c"
management_broad,asaniczka_1b869b78ed5f3ae5,kaggle_asaniczka,2024-01,Walmart,stakeholder,"' | , , maintain high-performance front-end 1p customers. robust, maintainable, reusable functionality, configuration, , , , , , , alerting , , environments. potentially reconfiguration, , , ' functionality, , usability, understand business"
management_broad,asaniczka_b886c2c837d0425a,kaggle_asaniczka,2024-01,"iRhythm Technologies, Inc.",team,"revolutionize rigorous emphasis products. , ' closely , existing. strategize, execute, improve methodologies, ensuring requirements. , ultimately contributing products. include | system-level testability requirements. creatively efficiently"
management_broad,asaniczka_8a7d7aa0bb5bdbce,kaggle_asaniczka,2024-01,Peterson Technology Partners,team,"site. additionally, requires delivering experience. duties : | contribute testable idiomatic patterns. , , software. experience. ensuring short- long-term understood contributors. communicate delivering upsteam platform. ownership. executio"
management_broad,asaniczka_237071460ea63865,kaggle_asaniczka,2024-01,Flexjet,team,"currently team. designing, , troubleshooting utilized business. analyze requirements applications. existing lifecycle. introduce colleagues needs. abreast techniques. users , , roles. & | 5+ bachelor’ additional object-oriented (oop), relat"
management_broad,arshkon_3902364167,kaggle_arshkon,2024-04,Microsoft,"team, collaborate",", multi-disciplinary, multi-million, multi-year , , , goals. dpx architecting, designing, next microservices , , , , commissioning, , manner. specializing ariba strategice robust next , ml , recommendation , , execution integrating bigger c"
management_broad,asaniczka_361aadbc7ab12816,kaggle_asaniczka,2024-01,Bank of America,"stakeholder, collaborate",", , ( ) (openshift /aks) platform. (csres) requirements demanding customers. achieved , well-defined on-call rotation runs 24x7. provides (on-prem/off-prem) other. colleagues , hardworking, you. keeps , innovating, creative. next ? ’ ! summ"
management_broad,arshkon_3904714530,kaggle_arshkon,2024-04,FastTek Global,team,"(dnee) focuses used tracking functions.specifically , enrollment & (dpei) , tracks , is/can , agreements.the , maintaining rewrite/modernization dpes ' updated modernized form.the written , backend.the , , written/modernized , angular, spri"
management_broad,asaniczka_c5b8ab17225c9f6f,kaggle_asaniczka,2024-01,SRC Holdings Corporation,coordinate,": remanufacturing. continue customers. : | maintaining , including needed. department. coordinate product/process introduction activities. documenting specifications , disassembly, , processes. technicians applicable. bills-of-material expe"
management_broad,asaniczka_72812686917d2cda,kaggle_asaniczka,2024-01,Katalyst HealthCares & Life Sciences,"team, stakeholder","| evaluate requirements completeness user used evaluating x-ray consistency reduce burden existing testing. algorithms conjunction , functionality existing features. ensures regulations, including qsr. ensures dicom | participate needed rev"
management_broad,asaniczka_8f5dc79863757866,kaggle_asaniczka,2024-01,Nigel Frank International,team,"hands-on designing, , maintaining robust architecting, , ' , ensuring , , qualifications: | bachelor' , , similar role. expertise designing implementing available, , architectures. proficiency aws ( ), networking. hands-on containerization "
management_broad,asaniczka_116c939c8f04e117,kaggle_asaniczka,2024-01,Mativ,"team, coordinate","| identifying bottlenecks eliminate this. capas, | captures performs effectively (qms) & existing identifying & implementing & , communicating tools/materials respective teams. assures modified documents conform establishes system. maintain"
management_broad,asaniczka_737523bcb8b9b1fe,kaggle_asaniczka,2024-01,Arcfield,coordinate,"provides ( ) non-core improve ( ) posture customer. capabilities : , (fisma) , ( ) , , authorization ( & ), vulnerability , | provides tasks include, : recommendations identify ’ requirements recommendations participate ’ coordinate followe"
management_broad,asaniczka_638fd128ef50a177,kaggle_asaniczka,2024-01,The Farmer's Dog,"team, collaborate","' ' ( , , etc..) team. helps (pawds) , maintain , , users self-service platform. enjoy frequently collaborating customers. draw understand , , expertise. end-users quickly, safely, process. believe... | ( passes checks) prod deploy. continu"
management_broad,asaniczka_56f477484d0864fd,kaggle_asaniczka,2024-01,Cohere Technology Group,team,", environment. closely requirements sprint. time. administrator/ , , team. participating discussions establish db consistency efforts. administrator/ following: providing expertise postgresql dbms maintaining , views, , constraints , implem"
management_broad,asaniczka_f0f1c8702f83fe91,kaggle_asaniczka,2024-01,Fladger Associates,team,"inviting ai (llms) team. involves leveraging llm front-end back-end contribute research. llms enthusiastic full-stack development. specifically llm , encompassing front-end back-end aspects. collaboratively cross-functional translate llms. "
management_broad,asaniczka_8c3615169625407a,kaggle_asaniczka,2024-01,Kellton,team,": | ( 2x ) | ** weekdays, rotation nights/weekends** , , establish consistency , reduce promote efficiencies ' objectives. ; deliverable expected , standards/metrics maintained, approaches improve analyze performance. observability seen obs"
management_broad,arshkon_3888011542,kaggle_arshkon,2024-04,Included Health,team,"backend , , way. closely , user , workflows, , applications. excited team.you successfully developers. getting done.you solver utilizing first-principles thinking.you enjoy debate , peers.you , demonstrate ’ work.you maintaining , suggested"
management_broad,asaniczka_6159264b5daa91f4,kaggle_asaniczka,2024-01,Rippling,coordinate,"hris ( ) , consists , , used rippling. hris , end-to-end ( & onboarding flows, ) facilitate ingestion, , , spanning enterprises. ’ next ( & unbundled ) existing ( , & offboarding flows) enterprise. : next hris flows & utmost external. : ( )"
management_broad,asaniczka_593adf731df94933,kaggle_asaniczka,2024-01,Foresight Diagnostics Inc.,team,"’ function. evolves vertically , organization. functionally objectives intention scaling. full-time , require schedules, including , weekends, holidays. operations. bring: | 5+ environments. bachelor’ : ba/bs. , preferred. additional genomi"
management_broad,asaniczka_2ef6b909e6c893fd,kaggle_asaniczka,2024-01,"Itron, Inc.","team, collaborate","firmware , collaboratively fast-paced environment. firmware existing applications. non-embedded ' products. duties participate , specifications , , maintaining needed documentation. firmware teams. experience/qualifications c,c++, c++ | , s"
management_broad,asaniczka_1e3485fee601dd1a,kaggle_asaniczka,2024-01,Intellectt Inc,team,"duration: | | required. execution strategies/techniques, schedules, , , procedures, boundaries management. judgment assess acceptance. teams. requirements, documentation, assess correctness, completeness, testability, usability. performs ma"
management_broad,arshkon_3894869836,kaggle_arshkon,2024-04,Fern (YC W23),team,"’ expect , expect javascript fundamentals next.js, , typescript. user-facing features. polish. refine ui adaptable ’ brands. ’ storybook, improve ci/cd , ' , monitoring. customers. early-stage , growth-stage , understand needs. team. ’ , , "
management_broad,linkedin_li-4389237928,scraped,2026-03,BCforward,team,"** : ** **java/etl)** **duration: c2h** * team. , , aws, , , large-scale datasets. ** \& qualifications:** | * \ experience. * hands-on domain. * proficiency , , stability. * , including , debugging, maintenance. * sql querying manipulation"
management_broad,linkedin_li-4363793342,scraped,2026-03,Nuuly,team,"ios , , swiftui uikit. , crafting reusable millions users daily. , ’ participate pair-programming, , evangelize team. problem-solver accessibility, robust strategies. closely cross-functional releases, ensuring high-quality launch. ** ** io"
management_broad,linkedin_li-4349670207,scraped,2026-03,Medline,team,"* proofs (pocs) , articulate , decision-making. * identify , propose , processes. * , , , practices. * establish processes. * demonstrate expertise ( ) automation. * promote well-architected , ensuring teams. * , , , , standards. * translat"
management_broad,linkedin_li-4389935997,scraped,2026-03,Toyota Research Institute,team,"contribute real-world vehicles. generalist , , , , improve robustness real-time stack. ’ alongside researchers , gaining deepening expertise software. c\ \ , real-world , desire fast-paced, environment. ' closely end-to-end , runs robustly "
management_broad,linkedin_li-4356050495,scraped,2026-04,Q2,"team, coordinate, collaborate","ambitious adaptable ? ’ , collaborating , , cutting-edge clients. self-starters tinkering pushing boundaries fast-paced environment. ** ** | * strictly methodologies. * , , sub-systems seamlessly existing platforms. * requirements manageabl"
management_broad,linkedin_li-4366563674,scraped,2026-04,Klaviyo,"team, collaborate","tackling problems certain , \& obstacle way. operates real-time coded (aws) disciplines. devx – ’ features. examples include: * directory, used promote allow * self-serve submit * api used diagnose understand api usage. – , second. * autoge"
management_broad,linkedin_li-4385836564,scraped,2026-03,Actalent,team,"** : ** ** ** fpga/soc development. involves on-orbit constellations. , representative , cross-team , management. ** ** | * , , subsystem deployment. * maintain modify functionality requirements. * mission-specific microcontroller control. "
management_broad,linkedin_li-4355374272,scraped,2026-03,FanDuel,"team, stakeholder","’ , business. collaboratively , high-quality , timelines, needs. closely exceptionally high-quality , taking , , , maintaining software. lifecycle. improve platforms. larger landscape. go called identify technology. contributor. consistentl"
management_broad,linkedin_li-4368438650,scraped,2026-04,General Atomics,coordinate,"** summary** currently ga-ems department. , execute subsystem validate capabilities hwil (hwil) field. **duties \& responsiblities:** | * requirements documentation * including sequencing, , , inputs validate , subsystem, requirements * set"
management_broad,linkedin_li-4364128914,scraped,2026-03,MetroStar,team,"| ** ai/ml ** , ’ , , , web-based , mission-focused environment. emphasizes ai, experimentation, cross-functional production-ready capabilities change. ** ’ :** | * , , , fine-tune ai web-based evolving cases.. * maintain , workflows, exper"
management_broad,linkedin_li-4376211338,scraped,2026-03,Boeing,coordinate,", , , , continuously improve (qms) mission-critical programs. as9100d , , systemic — , , , embed organization. qms execution roadmap , , qms , initiatives. , , grows manifest. ' currently 1-2\ : | * qms \& * , , execution qms top-level , en"
management_broad,linkedin_li-4397316774,scraped,2026-04,"Stanley Black & Decker, Inc.",team,"\& organization. execution , ’ : | * firmware specifications including brushless , li-ion chargers. * validate , simulation. * procedures tests. * , objectives , , sub-assemblies. * larger team. * maintain documentation performed. * transla"
management_broad,linkedin_li-4370729663,scraped,2026-04,General Dynamics Mission Systems,team,"requires bachelor’ , , , field. requires \ job-related , ' job-related experience. preferred. performed , citizenship required. scottsdale-based team. provides uniquely contested environments. , including restricted customers. , closely all"
management_broad,linkedin_li-4365627497,scraped,2026-03,First Citizens Bank,collaborate,"designing, implementing, optimizing , , collaborating data-driven decision-making. ** ** * - , architectures. objectives. evaluate capabilities * hands-on - real-time processing. flows high-volume, high-velocity environments. etl sources. *"
management_broad,linkedin_li-4389828801,scraped,2026-03,Pop-Up Talent,collaborate,"** \& ** **large-scale location-based ** * involves ** backend ** , contributing , , , monitoring. requires **hands-on ** enjoys problems high-volume ** :** | * maintain ** ** , including: ios \| \| * ** ** * maintain ** ** * ** ** * analyz"
management_broad,linkedin_li-4372794138,scraped,2026-03,Gusto,team,"’ \& ai team. ’ ’ ai/llm , authentication authorization securing data. ’ high-impact problems , , ai-powered quickly safely. \& ai sits , , ai gusto. prioritize ‑ reduce , , teams. , embed needed, authentication, authorization, , especially"
management_broad,linkedin_li-4391763198,scraped,2026-03,Lenmar Consulting Inc,lead,"** ** | – \& - h1b, opt.cpt time. lead-level technologist chops (c\ \ aws - ), also. build/deploy/troubleshoot – dealt layers. – ; dealt problems. ** qualifications:** | * , , urgency, * , javascript/html/css * * , , high-quality * * docume"
management_broad,linkedin_li-4311302487,scraped,2026-03,Teradyne,collaborate,"generative ai? next , chatbots beyond. ’ hands-on cutting-edge ai/ml , collaborating real-world impact. ** , ** * , , end-to-end generative ai ai , * llm-powered , including retrieval-augmented ( ) * : , robust , , documentation * curve eva"
management_broad,linkedin_li-4394312604,scraped,2026-04,General Atomics Aeronautical Systems,team,"ga-asi, , , and/or modify enterprise-wide –user, , correlate ( ) **duties \& :** | * c\ \ x86 systems. * petalinux * , , , documentation standards. * evaluate environment. * communicate , users, lifecycle. * contribute deployment. * maintai"
management_broad,linkedin_li-4359480401,scraped,2026-04,Deutsche Bank,team,"** ** ( ) , contribute , , , , bank. closely , , high-quality, cloud-enabled ’ | * , , , high-quality , end-to-end * maintain backend , , java-based , including microservices, , event-driven * ci/cd , , releases * , maintainable, testable ,"
management_broad,linkedin_li-4383785413,scraped,2026-04,Parsons Corporation,"team, collaborate","** , , mission-critical ** ** ' ** * , , written c/c\ \ * maintain documentation (schemas, , versioning ) * participate on-call rotation escalations required. * , , diagnose end-to-end failures environments. * maintain build/deployment ci/c"
management_broad,linkedin_li-4386547769,scraped,2026-03,Talently,team,"** :** | , qualification, , , characterization ** :** | * , , , including recommendations dfq. * characterization teams. * characterize , , ( ) setups, limits. * failure. * qualification, , execute qualification activities. * introduction, "
management_broad,linkedin_li-4383251142,scraped,2026-04,ViaPath Technologies,team,", disciplined team. recent , , simultaneously ; problem-solving creatively. platform. ** ** | * (including ) architecture/design * contribute object-oriented * requirements closely documentation * qa thoroughly evaluated released. code. * u"
management_broad,linkedin_li-4375661013,scraped,2026-04,Raytheon,stakeholder,"| ** , , requirements:** transferable issued date. citizenship , eligible ** :** | : ** :** | obtain issued ** ** capabilities ( ) discipline, ltamds. bring , requiring disciplines troubleshoot , , contributions mission-critical , ' hands-o"
management_broad,linkedin_li-4393472774,scraped,2026-04,Visa,"team, collaborate","’ problems flows, , , b2c ’ problems flows, , , b2c platforms. , , scale. , multi-functional inventing, designing, , base. , transactions. : | * % influencing ’ , , reusability * multi-functionally artifacts best-in-class offerings * contri"
