uid,cluster_id,cluster_name,mgmt_density_v1_rebuilt,mgmt_density_t11_original,orch_density,strat_density,mentor_binary,ai_binary,period,seniority_final
asaniczka_3acfee0da184f1da,1,Tech-orchestration (non-AI),0.0,0.0,0.9280742459396752,0.4640371229698376,0,0,2024,mid-senior
asaniczka_93993a68eceae6a4,1,Tech-orchestration (non-AI),0.0,1.0649627263045793,2.1299254526091587,0.0,0,0,2024,mid-senior
asaniczka_b00dca8db7556330,4,Strategic-language (stakeholder/roadmap),0.0,0.0,0.7102272727272728,1.4204545454545456,0,0,2024,mid-senior
asaniczka_0999d1cc7e81c04f,4,Strategic-language (stakeholder/roadmap),0.0,0.0,0.0,2.846299810246679,0,0,2024,mid-senior
asaniczka_22408906a43a9cde,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_61923a1b3482b6c6,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_4e8fa2edb3859e02,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_dfb2a0a93392a980,4,Strategic-language (stakeholder/roadmap),0.0,0.5305039787798409,0.0,2.1220159151193636,0,0,2024,mid-senior
asaniczka_2d2e436dd112435a,1,Tech-orchestration (non-AI),0.0,0.0,0.9225092250922509,0.0,0,0,2024,mid-senior
asaniczka_c914f672da857abe,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_d970ed8c590b50cc,4,Strategic-language (stakeholder/roadmap),0.0,0.0,2.094240837696335,1.0471204188481675,0,0,2024,mid-senior
asaniczka_b0759ec502ea6e4e,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_8b864b32805e10e7,4,Strategic-language (stakeholder/roadmap),0.0,0.0,0.0,0.6944444444444444,0,0,2024,mid-senior
asaniczka_2d6fb6e9f2383f95,4,Strategic-language (stakeholder/roadmap),0.0,0.0,0.0,2.3094688221709005,0,0,2024,mid-senior
asaniczka_42c9516f3bd14610,3,Low-profile generic,0.0,0.9652509652509652,0.0,0.0,0,0,2024,mid-senior
asaniczka_e99c62f2c1607905,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_46a3d985207c92c1,4,Strategic-language (stakeholder/roadmap),0.0,0.0,0.0,2.531645569620253,0,0,2024,mid-senior
asaniczka_2e740869d4a1b24b,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_62a6dccd7c13d125,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_7ab3f6556253a258,3,Low-profile generic,0.0,0.7369196757553427,0.0,0.0,0,0,2024,mid-senior
asaniczka_bcb0ea1f4e6abb61,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_ea8927005098ddc3,4,Strategic-language (stakeholder/roadmap),0.0,0.0,0.8110300081103,0.8110300081103,0,0,2024,mid-senior
asaniczka_478019fa8eaa2738,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_c9fb741b0bb186ac,4,Strategic-language (stakeholder/roadmap),0.0,0.0,0.0,1.36986301369863,0,0,2024,mid-senior
asaniczka_dba93eabb2fbeb78,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_18917959ac6a4261,3,Low-profile generic,0.0,0.0,0.49019607843137253,0.0,0,0,2024,mid-senior
asaniczka_3c5033798f6f7ddb,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_41dc6a6c2f08c68c,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_0aa122a0e3e52db6,1,Tech-orchestration (non-AI),0.0,0.0,1.5847860538827259,0.0,0,0,2024,mid-senior
asaniczka_3a8af42958faac5d,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_61a6c20005c737f4,1,Tech-orchestration (non-AI),0.0,0.0,1.0638297872340425,0.0,0,0,2024,mid-senior
asaniczka_7b7fbeaff74be0de,4,Strategic-language (stakeholder/roadmap),0.0,0.0,0.7800312012480499,0.7800312012480499,0,0,2024,mid-senior
asaniczka_457b8cb0c5ff79ba,3,Low-profile generic,0.0,0.7824726134585289,0.0,0.0,0,0,2024,mid-senior
asaniczka_cadb0a3ddf373113,4,Strategic-language (stakeholder/roadmap),0.0,0.5425935973955507,0.0,1.0851871947911014,0,0,2024,mid-senior
asaniczka_180997cdac0334a4,1,Tech-orchestration (non-AI),0.0,0.0,1.7605633802816902,0.0,0,0,2024,mid-senior
asaniczka_2584d73ca98fd4b1,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_4bb126d9bf54c943,4,Strategic-language (stakeholder/roadmap),0.0,0.0,0.0,0.9442870632672333,0,0,2024,mid-senior
asaniczka_c420116b5d48f76d,4,Strategic-language (stakeholder/roadmap),0.0,0.0,0.0,1.4814814814814814,0,0,2024,mid-senior
asaniczka_834e464c894c725c,4,Strategic-language (stakeholder/roadmap),0.0,0.0,0.0,1.3003901170351104,0,0,2024,mid-senior
asaniczka_84677fe2fe360afc,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_0a0101321e50adea,4,Strategic-language (stakeholder/roadmap),0.0,0.0,0.8424599831508003,5.054759898904802,0,0,2024,mid-senior
asaniczka_8e6f288bcb67f0fa,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_643218c88673f891,2,People-management (mentor-binary + mgmt density),0.47281323877068554,0.9456264775413711,0.0,0.0,1,0,2024,mid-senior
asaniczka_5214ca17dc314473,4,Strategic-language (stakeholder/roadmap),0.0,0.0,0.5073566717402334,0.5073566717402334,0,0,2024,mid-senior
asaniczka_4fb5d446992a205f,1,Tech-orchestration (non-AI),0.0,0.0,1.0384215991692627,0.0,0,0,2024,mid-senior
asaniczka_dfd54fdd58bbe5ef,1,Tech-orchestration (non-AI),0.0,0.34806822137138876,1.0442046641141662,0.0,0,0,2024,mid-senior
asaniczka_dd2a42f27a1124ca,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_04355aa31ea41c91,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_b4ad95544a3917fb,1,Tech-orchestration (non-AI),0.0,0.35050823694356814,1.0515247108307044,0.0,0,0,2024,mid-senior
asaniczka_4bd2008e93f85c97,1,Tech-orchestration (non-AI),0.0,0.0,5.859375,0.0,0,0,2024,mid-senior
asaniczka_93b09aaaf75ff8ca,1,Tech-orchestration (non-AI),0.0,0.0,2.8506271379703536,0.0,0,0,2024,mid-senior
asaniczka_dc4ea74d68772a18,4,Strategic-language (stakeholder/roadmap),0.0,0.0,1.272264631043257,1.272264631043257,0,0,2024,mid-senior
asaniczka_c768068702be92e9,3,Low-profile generic,0.0,1.050420168067227,0.0,0.0,0,0,2024,mid-senior
asaniczka_2d3b52571589c4ae,3,Low-profile generic,0.0,0.5491488193300385,0.0,0.0,0,0,2024,mid-senior
asaniczka_9fc74722a55b2836,4,Strategic-language (stakeholder/roadmap),0.0,0.0,3.3003300330033003,1.1001100110011002,0,0,2024,mid-senior
asaniczka_323f5a7ee7e7d7b3,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_62c873baea8a15a9,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_db9b88f216285781,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_12ea616f894ef799,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_e4ccd828945feaed,4,Strategic-language (stakeholder/roadmap),0.0,0.0,0.0,1.0040160642570282,0,0,2024,mid-senior
asaniczka_511ee3ea9d6c20c9,4,Strategic-language (stakeholder/roadmap),0.0,0.0,0.5988023952095809,0.5988023952095809,0,0,2024,mid-senior
asaniczka_0e980d7fb1ac996c,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_5ff57a349be90212,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_069580b898665468,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_146fa9350d3fb226,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_0c4ad22dd8e589f7,1,Tech-orchestration (non-AI),0.0,1.17096018735363,2.34192037470726,0.0,0,0,2024,mid-senior
asaniczka_b2469163e8b415f6,3,Low-profile generic,0.0,0.0,0.7418397626112759,0.0,0,0,2024,mid-senior
asaniczka_3f1716baa7ecf436,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_23060f16b01dd4db,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_47db89030ef3a922,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_922dec7f21a5e513,4,Strategic-language (stakeholder/roadmap),0.0,0.0,0.0,0.8904719501335708,0,0,2024,mid-senior
asaniczka_40daf49d4f0e0648,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_605508f17cd732c3,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_21e9fe1d764c2fa9,1,Tech-orchestration (non-AI),0.0,0.0,1.4836795252225519,0.0,0,0,2024,mid-senior
asaniczka_c630de2a2124efab,4,Strategic-language (stakeholder/roadmap),0.0,0.0,0.0,1.845018450184502,0,0,2024,mid-senior
asaniczka_f36059caa063ff8f,3,Low-profile generic,0.0,0.35855145213338113,0.7171029042667623,0.0,0,0,2024,mid-senior
asaniczka_d00daf319f37a1e5,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_912d3af4a67c2121,4,Strategic-language (stakeholder/roadmap),0.0,0.0,0.0,0.8976660682226211,0,0,2024,mid-senior
asaniczka_9620aa3562a46697,4,Strategic-language (stakeholder/roadmap),0.0,0.0,3.033367037411527,2.0222446916076846,0,0,2024,mid-senior
asaniczka_9c8292e92465b0ff,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_00820bd105c1ad84,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_a14b14adef725701,4,Strategic-language (stakeholder/roadmap),0.0,0.5991611743559018,0.0,0.5991611743559018,0,0,2024,mid-senior
asaniczka_f169731e0e4a68cb,3,Low-profile generic,0.0,0.41858518208455425,0.0,0.0,0,0,2024,mid-senior
asaniczka_2028d5596464bffb,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_7f8ebe7efb29f236,3,Low-profile generic,0.0,0.7680491551459293,0.0,0.0,0,0,2024,mid-senior
asaniczka_04981a5fdf37d8d1,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_6e50d29cc275a27d,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_cb0a3afbd7303e29,1,Tech-orchestration (non-AI),0.0,0.0,0.9523809523809523,0.0,0,0,2024,mid-senior
asaniczka_734f2dd74129f2ba,4,Strategic-language (stakeholder/roadmap),0.0,0.0,1.3289036544850499,1.3289036544850499,0,0,2024,mid-senior
asaniczka_c56aed7419df101b,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_c8abeaae0cea80bf,1,Tech-orchestration (non-AI),0.0,0.0,1.3869625520110958,0.0,0,0,2024,mid-senior
asaniczka_e714bfae259c6784,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_ae246df58421de42,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_3b2ec92451f9e19f,1,Tech-orchestration (non-AI),0.0,0.0,2.331002331002331,0.0,0,0,2024,mid-senior
asaniczka_139c28c43346f0e4,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_8fb5a4c8a0195450,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_6567138390c2acb5,1,Tech-orchestration (non-AI),0.0,0.0,1.6666666666666665,0.0,0,0,2024,mid-senior
asaniczka_f6c32afc70f8fb51,4,Strategic-language (stakeholder/roadmap),0.0,0.7012622720897616,1.402524544179523,0.7012622720897616,0,0,2024,mid-senior
asaniczka_bae32af10efb44c6,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_7a16ccd7cdf1679a,4,Strategic-language (stakeholder/roadmap),0.0,0.6476683937823834,0.6476683937823834,0.6476683937823834,0,0,2024,mid-senior
asaniczka_5f0fc68adfc735da,2,People-management (mentor-binary + mgmt density),0.7587253414264036,0.7587253414264036,0.0,0.7587253414264036,1,0,2024,mid-senior
asaniczka_36189d304dc7ed3d,4,Strategic-language (stakeholder/roadmap),0.0,0.0,0.0,0.9363295880149812,0,0,2024,mid-senior
asaniczka_969518c478ec03f7,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_3a5b451053dd8180,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_e9a535f5c481c412,4,Strategic-language (stakeholder/roadmap),0.0,0.7689350249903883,0.0,0.7689350249903883,0,0,2024,mid-senior
asaniczka_2b069e255c837ee4,1,Tech-orchestration (non-AI),0.0,0.0,1.547987616099071,0.0,0,0,2024,mid-senior
asaniczka_b83535dc9bb25c1f,1,Tech-orchestration (non-AI),0.0,0.0,2.484472049689441,0.0,0,0,2024,mid-senior
asaniczka_a6c395e65f019ce1,2,People-management (mentor-binary + mgmt density),0.7604562737642586,1.5209125475285172,0.0,1.5209125475285172,1,0,2024,mid-senior
asaniczka_134f5e4dea604794,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_e4c766a0563e677a,3,Low-profile generic,0.0,0.8176614881439084,0.0,0.0,0,0,2024,mid-senior
asaniczka_37294ce62ff29b91,1,Tech-orchestration (non-AI),0.0,0.0,2.272727272727273,0.0,0,0,2024,mid-senior
asaniczka_fc085c85c5af2773,1,Tech-orchestration (non-AI),0.0,0.0,1.2330456226880393,0.0,0,0,2024,mid-senior
asaniczka_1f8ede9b662b403a,2,People-management (mentor-binary + mgmt density),0.578368999421631,0.578368999421631,0.578368999421631,1.156737998843262,1,0,2024,mid-senior
asaniczka_b5020e91de237dbb,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_56d71be292d8f233,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_134ed315e26f6c2f,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_93ee57110d479428,1,Tech-orchestration (non-AI),0.0,0.0,1.3054830287206267,0.0,0,0,2024,mid-senior
asaniczka_4310e37d2244b460,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_43c930897e6f6ecd,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_cabbaf6f8feb0075,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_248a8fed30d6c571,3,Low-profile generic,0.0,1.4814814814814814,0.0,0.0,0,0,2024,mid-senior
asaniczka_c6e383cb2fd98dd2,1,Tech-orchestration (non-AI),0.0,0.0,0.8673026886383347,0.0,0,0,2024,mid-senior
asaniczka_40c367673866a439,4,Strategic-language (stakeholder/roadmap),0.0,1.6246953696181965,0.8123476848090982,1.6246953696181965,0,0,2024,mid-senior
asaniczka_cb7ee6f71663fca8,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_ada5d7a8a04ddee8,1,Tech-orchestration (non-AI),0.0,0.0,0.8779631255487269,0.0,0,0,2024,mid-senior
asaniczka_c247298c50ea73d7,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_b49a45acbd14070d,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_914c8f85f8811343,1,Tech-orchestration (non-AI),0.0,0.0,1.4705882352941175,0.0,0,0,2024,mid-senior
asaniczka_9ccc85ce1caefb05,1,Tech-orchestration (non-AI),0.0,0.0,1.740139211136891,0.0,0,0,2024,mid-senior
asaniczka_be2594fdaeef0549,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_4d2bf7f226e34b24,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_f6206bcab5c4ecff,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_a57794fe5f307ea5,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_7e44df261c1ef160,2,People-management (mentor-binary + mgmt density),0.5920663114268798,1.1841326228537596,0.5920663114268798,0.5920663114268798,1,0,2024,mid-senior
asaniczka_ef4bdd208c91bb32,4,Strategic-language (stakeholder/roadmap),0.0,0.0,0.0,1.1806375442739079,0,0,2024,mid-senior
asaniczka_4a65ab1d8bbe42af,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_e1d17aa0eaa119b7,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_c59235fc02353979,4,Strategic-language (stakeholder/roadmap),0.0,0.0,0.6468305304010349,1.2936610608020698,0,0,2024,mid-senior
asaniczka_7122e768a6bc21c3,1,Tech-orchestration (non-AI),0.0,0.0,1.0384215991692627,0.0,0,0,2024,mid-senior
asaniczka_01cf72f1af2e3f99,1,Tech-orchestration (non-AI),0.0,1.0548523206751055,1.0548523206751055,0.0,0,0,2024,mid-senior
asaniczka_52c5938b7c5ea6cc,4,Strategic-language (stakeholder/roadmap),0.0,2.1881838074398248,0.0,2.1881838074398248,0,0,2024,mid-senior
asaniczka_5d8d5b0473bd47ce,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_8db5d9e820a60f15,3,Low-profile generic,0.0,0.32372936225315635,0.0,0.32372936225315635,0,0,2024,mid-senior
asaniczka_60ab4d701d1d2877,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_4d6c8bfa8ba66ab0,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_0bb8e96d7bd87973,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_4044d949464f8ffb,4,Strategic-language (stakeholder/roadmap),0.0,0.0,0.4992511233150274,0.4992511233150274,0,0,2024,mid-senior
asaniczka_7efdb0d967dbd91c,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_50b34f6d44263120,4,Strategic-language (stakeholder/roadmap),0.0,0.0,0.9182736455463728,0.9182736455463728,0,0,2024,mid-senior
asaniczka_81881898915db830,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_7befc2280a1b3bd5,1,Tech-orchestration (non-AI),0.0,0.0,1.3477088948787062,0.0,0,0,2024,mid-senior
asaniczka_df7d17021078cdd5,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_14d7f87ba341265f,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_9dae6be5e3e361b2,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_cafce26d12c2b855,4,Strategic-language (stakeholder/roadmap),0.0,0.6724949562878278,0.0,0.6724949562878278,0,0,2024,mid-senior
asaniczka_11ff69d9aa7fc67e,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_7d2f1d2168dfa4df,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_7707ac9883c06e9d,1,Tech-orchestration (non-AI),0.0,0.0,2.906976744186047,0.0,0,0,2024,mid-senior
asaniczka_eab53e225dc0c278,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_b24e54aa9452d58d,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_326eaba209b1b325,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_1dce250e8cd702e4,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_bfec9a38cdbe432e,3,Low-profile generic,0.0,0.0,0.5810575246949448,0.0,0,0,2024,mid-senior
asaniczka_51ec1c3f450d17f0,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_d4d238f41011ecbb,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_a821e5e1b76ab588,1,Tech-orchestration (non-AI),0.0,0.0,3.4722222222222223,0.0,0,0,2024,mid-senior
asaniczka_db1cd7f2c154d2e2,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_e98bf7768f40998d,1,Tech-orchestration (non-AI),0.0,0.0,2.3121387283236996,0.0,0,0,2024,mid-senior
asaniczka_0307ead8cfbd5416,1,Tech-orchestration (non-AI),0.0,0.0,1.1806375442739079,0.0,0,0,2024,mid-senior
asaniczka_97da5825dcb2cc68,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_d73adfc2ecb8053e,1,Tech-orchestration (non-AI),0.0,0.0,2.4330900243309004,0.0,0,0,2024,mid-senior
asaniczka_a4f90c82bfcf5697,1,Tech-orchestration (non-AI),0.0,0.0,3.4324942791762014,0.0,0,0,2024,mid-senior
asaniczka_9208381a6b5f7a58,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_7ef134b4e53f7ca0,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_5d70932e3ba7019f,3,Low-profile generic,0.0,3.952569169960474,0.0,0.0,0,0,2024,mid-senior
asaniczka_58a2de649a0a2a5e,1,Tech-orchestration (non-AI),0.0,0.0,2.0222446916076846,0.0,0,0,2024,mid-senior
asaniczka_645bce81dcbeeb27,4,Strategic-language (stakeholder/roadmap),0.0,1.0090817356205852,0.0,1.0090817356205852,0,0,2024,mid-senior
asaniczka_3bd3536cec21df34,3,Low-profile generic,0.0,0.0,0.8163265306122448,0.0,0,0,2024,mid-senior
asaniczka_f05349f6abeb7cf4,1,Tech-orchestration (non-AI),0.0,0.0,1.5797788309636651,0.0,0,0,2024,mid-senior
asaniczka_d2310e7561368b0c,4,Strategic-language (stakeholder/roadmap),0.0,0.0,0.0,1.079913606911447,0,0,2024,mid-senior
asaniczka_a998f0e040d9d067,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_266d4b8213b7d472,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_bee53956c28848ed,4,Strategic-language (stakeholder/roadmap),0.0,0.0,0.0,0.7662835249042146,0,0,2024,mid-senior
asaniczka_36b7a2e2e60d1396,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_d4eb9922bf500341,4,Strategic-language (stakeholder/roadmap),0.0,0.0,0.0,1.838235294117647,0,0,2024,mid-senior
asaniczka_d5d1e31327dc7b09,2,People-management (mentor-binary + mgmt density),0.5515719801434087,0.5515719801434087,0.5515719801434087,0.5515719801434087,1,0,2024,mid-senior
asaniczka_34120faa679e898c,3,Low-profile generic,0.0,0.0,0.0,0.5260389268805892,0,0,2024,mid-senior
asaniczka_9820f5b9b7b57fd9,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_5177fad23fbcb718,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_aaba6c9733677dc3,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_fea73a27ab385e7e,4,Strategic-language (stakeholder/roadmap),0.0,0.0,0.0,1.0111223458038423,0,0,2024,mid-senior
asaniczka_58b60df284481d2d,4,Strategic-language (stakeholder/roadmap),0.0,0.6954102920723227,0.0,0.6954102920723227,0,0,2024,mid-senior
asaniczka_85fe13817b602181,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_45ea2f9f6384c4cc,1,Tech-orchestration (non-AI),0.0,1.1001100110011002,1.1001100110011002,0.0,0,0,2024,mid-senior
asaniczka_cd31bd9d416bd6c7,3,Low-profile generic,0.0,1.1312217194570136,0.0,0.0,0,0,2024,mid-senior
asaniczka_383d0525cb73ff02,3,Low-profile generic,0.0,0.0,0.6293266205160478,0.0,0,0,2024,mid-senior
asaniczka_469e4c92f1781e24,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_6428471463776c47,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_9dd43040c4b65bd7,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_d2aee48b13a64050,1,Tech-orchestration (non-AI),0.0,0.0,1.7873100983020553,0.0,0,0,2024,mid-senior
asaniczka_8772fa9b4ba008dc,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_287f9fae7f705512,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_ac96a2bf844ea9ed,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_aa176d4d25ad24a8,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_9f7ff030a0d9c669,4,Strategic-language (stakeholder/roadmap),0.0,0.0,0.0,1.5349194167306217,0,0,2024,mid-senior
asaniczka_c2be2aec4af77969,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_1478db471e81c0f6,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_c2d56a219c9b6669,4,Strategic-language (stakeholder/roadmap),0.0,0.0,0.0,0.828500414250207,0,0,2024,mid-senior
asaniczka_b5f9a6d230ced31f,1,Tech-orchestration (non-AI),0.0,0.0,0.9560229445506692,0.0,0,0,2024,mid-senior
asaniczka_1d04854f9c902bb4,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_7c85ded3c0949b6c,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_95483c9bbbb870c2,3,Low-profile generic,0.0,0.625,0.625,0.0,0,0,2024,mid-senior
asaniczka_6c0eaa7db8eea8a2,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_bc9c0a426f359c24,3,Low-profile generic,0.0,0.0,0.0,0.5491488193300385,0,0,2024,mid-senior
asaniczka_8f8cf274bd18cc89,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_636a84922dca75fe,1,Tech-orchestration (non-AI),0.0,1.0615711252653928,1.0615711252653928,0.0,0,0,2024,mid-senior
asaniczka_f3c30b83d9270575,3,Low-profile generic,0.0,0.0,0.0,0.0,0,0,2024,mid-senior
asaniczka_f21525b723eeb7e7,4,Strategic-language (stakeholder/roadmap),0.0,0.0,0.0,0.8944543828264757,0,0,2024,mid-senior
