comparison,text_scope,ngram_n,term,category,category_note,z_b_minus_a,log_odds_delta_b_minus_a,direction,count_a,count_b,rate_a_per_10k_terms,rate_b_per_10k_terms,doc_count_a,doc_count_b,doc_prev_a,doc_prev_b,distinct_companies_total,distinct_companies_a,distinct_companies_b,label_a,label_b,n_docs_a,n_docs_b,tokens_a,tokens_b,companies_a,companies_b
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,heterogeneous,noise,uncategorized_or_context_needed,1.3560289442204703,0.6370545384252875,scraped_2026_heavy,5,31,0.33459363602904274,0.6514343112553139,5,25,0.002003205128205128,0.0037108505269407748,27,5,22,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,discipline,noise,uncategorized_or_context_needed,1.7551339887544029,0.1381325710522363,scraped_2026_heavy,199,733,13.3168267139559,15.403269359682099,164,646,0.06570512820512821,0.09588837761614963,437,120,341,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,multi-step,noise,uncategorized_or_context_needed,1.9079130075403639,3.660718568312282,scraped_2026_heavy,0,33,0.0,0.693462331336302,0,29,0.0,0.004304586611251299,28,0,28,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,track,noise,uncategorized_or_context_needed,2.1643054627169036,0.17822418688713348,scraped_2026_heavy,180,691,12.045370897045538,14.520680937981352,161,639,0.06450320512820513,0.0948493394686062,575,143,449,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,life-cycle,noise,uncategorized_or_context_needed,-1.9857046611328153,-0.7708771882533529,arshkon_2024_heavy,11,16,0.7361059992638941,0.33622416064790395,11,16,0.004407051282051282,0.0023749443372420957,23,11,13,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,upstream,noise,uncategorized_or_context_needed,0.5525745054399601,0.1926232956043048,scraped_2026_heavy,10,39,0.6691872720580855,0.8195463915792659,7,33,0.0028044871794871795,0.004898322695561823,32,5,27,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,communicator,noise,uncategorized_or_context_needed,0.8102246981454021,0.204655778918287,scraped_2026_heavy,19,75,1.2714558169103625,1.5760507530370498,19,75,0.007612179487179487,0.011132551580822325,83,15,68,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,quickly,noise,uncategorized_or_context_needed,2.222925486240479,0.24134628526898805,scraped_2026_heavy,102,418,6.825710174992471,8.783856196926491,95,388,0.03806089743589743,0.057592400178120826,336,84,265,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,on-premises,noise,uncategorized_or_context_needed,0.5911565803356404,0.158732582039816,scraped_2026_heavy,17,64,1.1376183624987453,1.3448966425916158,15,56,0.006009615384615385,0.008312305180347335,63,15,49,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,involves,noise,uncategorized_or_context_needed,0.8539285802545964,0.28091468193295555,scraped_2026_heavy,11,47,0.7361059992638941,0.9876584719032179,9,46,0.003605769230769231,0.006827964969571026,52,8,45,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,inference,noise,uncategorized_or_context_needed,6.89194744769477,2.2898209577948343,scraped_2026_heavy,7,286,0.46843109044065984,6.010006871581283,7,187,0.0028044871794871795,0.027757161941516995,138,5,134,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,correctness,noise,uncategorized_or_context_needed,3.0943583313734933,2.5595289646853967,scraped_2026_heavy,1,60,0.06691872720580855,1.26084060242964,1,53,0.00040064102564102563,0.007867003117114442,48,1,47,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,collaborator,noise,uncategorized_or_context_needed,1.149394012065339,0.6054306373953473,scraped_2026_heavy,4,24,0.2676749088232342,0.5043362409718559,4,24,0.0016025641025641025,0.003562416505863144,25,4,21,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,grpc,noise,uncategorized_or_context_needed,3.0688503922558636,0.9080078724017042,scraped_2026_heavy,12,99,0.8030247264697026,2.0803869940089057,12,93,0.004807692307692308,0.013804363960219682,85,12,75,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,scientists,noise,uncategorized_or_context_needed,0.7082496362534207,0.10942397401170467,scraped_2026_heavy,52,186,3.4797738147020447,3.9086058675318833,47,166,0.018830128205128204,0.024640047498886746,166,44,126,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,comply,noise,uncategorized_or_context_needed,1.5649439849638327,0.42040734917214984,scraped_2026_heavy,16,79,1.0706996352929368,1.6601067931990257,16,75,0.00641025641025641,0.011132551580822325,77,16,61,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,easily,noise,uncategorized_or_context_needed,-1.6439300171481526,-0.5892518438950294,arshkon_2024_heavy,12,21,0.8030247264697026,0.44129421085037396,12,21,0.004807692307692308,0.003117114442630251,32,11,21,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,ph.d,noise,uncategorized_or_context_needed,-0.24262447361289907,-0.06181689797362111,arshkon_2024_heavy,20,60,1.338374544116171,1.26084060242964,20,59,0.008012820512820512,0.008757607243580228,61,16,48,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,libraries,noise,uncategorized_or_context_needed,1.3435995898950943,0.12900661128079172,scraped_2026_heavy,134,489,8.967109445578345,10.275850909801564,114,420,0.04567307692307692,0.06234228885260502,409,100,321,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,sustaining,noise,uncategorized_or_context_needed,-1.1002303295144074,-0.37987779370180697,arshkon_2024_heavy,12,26,0.8030247264697026,0.546364261052844,9,24,0.003605769230769231,0.003562416505863144,30,9,21,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,perl,noise,uncategorized_or_context_needed,1.4351222514794169,0.30627737981041747,scraped_2026_heavy,26,114,1.7398869073510224,2.395597144616316,26,112,0.010416666666666666,0.01662461036069467,76,25,54,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,relates,noise,uncategorized_or_context_needed,-0.5626919752854809,-0.21858559702765312,arshkon_2024_heavy,9,23,0.6022685448522769,0.48332223093136195,9,23,0.003605769230769231,0.003413982484785513,26,9,19,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,stakeholders,org_scope,,3.083029378126712,0.18327591354048334,scraped_2026_heavy,345,1331,23.086960886003947,27.96964736389751,287,1107,0.11498397435897435,0.1643164613329375,895,240,700,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,curious,noise,uncategorized_or_context_needed,1.9088296845317907,0.6067123646817123,scraped_2026_heavy,11,66,0.7361059992638941,1.386924662672604,11,63,0.004407051282051282,0.009351343327890753,63,10,53,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,augmented,noise,uncategorized_or_context_needed,2.1356581184012775,1.2269932761481854,scraped_2026_heavy,3,35,0.20075618161742564,0.7354903514172899,3,33,0.001201923076923077,0.004898322695561823,29,3,26,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,entrepreneurial,noise,uncategorized_or_context_needed,1.8294265836391053,0.9345384070018596,scraped_2026_heavy,4,34,0.2676749088232342,0.7144763413767959,4,32,0.0016025641025641025,0.0047498886744841914,27,4,24,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,requested,noise,uncategorized_or_context_needed,-2.2119991386723323,-0.6175951492871761,arshkon_2024_heavy,20,34,1.338374544116171,0.7144763413767959,17,34,0.006810897435897436,0.005046756716639454,37,16,21,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,appium,noise,uncategorized_or_context_needed,-0.11855242961671944,-0.03733384093919412,arshkon_2024_heavy,13,40,0.8699434536755112,0.84056040161976,11,31,0.004407051282051282,0.004601454653406561,33,10,23,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,conduct,noise,uncategorized_or_context_needed,-0.11614895491769818,-0.01055805136678778,arshkon_2024_heavy,155,490,10.372402716900325,10.29686491984206,136,430,0.05448717948717949,0.06382662906338132,417,106,319,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,rigor,tech_stack,,2.5012816551969714,1.6838036054401915,scraped_2026_heavy,2,39,0.1338374544116171,0.8195463915792659,2,39,0.0008012820512820513,0.005788926822027609,35,2,34,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,sure,noise,uncategorized_or_context_needed,-0.5809243544881811,-0.24013428418889582,arshkon_2024_heavy,8,20,0.5353498176464684,0.42028020080988,7,20,0.0028044871794871795,0.0029686804215526197,24,7,17,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,optional,noise,uncategorized_or_context_needed,1.6802673434633533,0.7788565213333705,scraped_2026_heavy,5,36,0.33459363602904274,0.756504361457784,4,29,0.0016025641025641025,0.004304586611251299,27,4,23,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,crafting,noise,uncategorized_or_context_needed,0.39455711664043414,0.15446769264585214,scraped_2026_heavy,8,30,0.5353498176464684,0.63042030121482,8,26,0.003205128205128205,0.003859284548018406,31,8,23,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,visualizations,noise,uncategorized_or_context_needed,2.1443982411252525,0.8977489489933124,scraped_2026_heavy,6,49,0.4015123632348513,1.029686491984206,6,48,0.002403846153846154,0.007124833011726288,48,6,42,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,opentelemetry,noise,uncategorized_or_context_needed,2.84696485555134,1.5824083685721053,scraped_2026_heavy,3,52,0.20075618161742564,1.092728522105688,3,47,0.001201923076923077,0.006976398990648657,47,3,44,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,conducts,noise,uncategorized_or_context_needed,0.18782887521750533,0.05268464834485265,scraped_2026_heavy,16,54,1.0706996352929368,1.1347565421866759,12,44,0.004807692307692308,0.006531096927415764,41,11,31,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,git,noise,uncategorized_or_context_needed,-3.6974353740887196,-0.22654121770790425,arshkon_2024_heavy,363,920,24.291497975708502,19.332889237254477,341,849,0.13661858974358973,0.12602048389490872,778,262,568,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,gdb,noise,uncategorized_or_context_needed,1.697231368659258,3.6510025453230153,scraped_2026_heavy,0,26,0.0,0.546364261052844,0,25,0.0,0.0037108505269407748,21,0,21,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,controller,noise,uncategorized_or_context_needed,0.6060327753896628,0.2507238186538352,scraped_2026_heavy,7,29,0.46843109044065984,0.6094062911743259,5,21,0.002003205128205128,0.003117114442630251,24,5,19,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,accommodations,boilerplate,,-0.7522399711136507,-0.2798915077757087,arshkon_2024_heavy,10,24,0.6691872720580855,0.5043362409718559,8,24,0.003205128205128205,0.003562416505863144,27,8,19,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,early-stage,noise,uncategorized_or_context_needed,2.4620105051524113,1.6612696005787395,scraped_2026_heavy,2,38,0.1338374544116171,0.7985323815387719,2,38,0.0008012820512820513,0.005640492800949978,35,2,33,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,spend,noise,uncategorized_or_context_needed,2.649955533736327,1.7678004254416084,scraped_2026_heavy,2,43,0.1338374544116171,0.9036024317412419,2,42,0.0008012820512820513,0.006234228885260502,28,2,26,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,conversations,noise,uncategorized_or_context_needed,0.03911888301687173,0.015588508409759783,scraped_2026_heavy,8,26,0.5353498176464684,0.546364261052844,7,25,0.0028044871794871795,0.0037108505269407748,29,7,22,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,inclusion,boilerplate,,1.536062988335465,0.6575626046747463,scraped_2026_heavy,6,38,0.4015123632348513,0.7985323815387719,6,36,0.002403846153846154,0.005343624758794715,25,5,20,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,mbse,noise,uncategorized_or_context_needed,-2.3887931610729796,-0.5465215971877271,arshkon_2024_heavy,29,53,1.9406430889684478,1.1137425321461818,18,41,0.007211538461538462,0.0060857948641828705,34,13,25,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,enable,noise,uncategorized_or_context_needed,1.7531216094209892,0.20929127744692533,scraped_2026_heavy,85,337,5.688091812493726,7.081721383646477,76,309,0.030448717948717948,0.04586611251298798,288,67,228,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,fast-moving,noise,uncategorized_or_context_needed,3.1603582731350386,2.5924219702751294,scraped_2026_heavy,1,63,0.06691872720580855,1.3238826325511217,1,62,0.00040064102564102563,0.009202909306813122,57,1,56,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,scaling,noise,uncategorized_or_context_needed,5.233492517594661,0.7414365112711598,scraped_2026_heavy,54,373,3.6136112691136617,7.8382257451042605,48,339,0.019230769230769232,0.050319133145316906,247,39,217,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,standardization,noise,uncategorized_or_context_needed,1.9389382435345321,0.81765845999427,scraped_2026_heavy,6,45,0.4015123632348513,0.9456304518222299,6,41,0.002403846153846154,0.0060857948641828705,44,6,38,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,gcp,tech_stack,,4.654324471245632,0.35285573382136093,scraped_2026_heavy,204,938,13.651420349984942,19.71114141798337,168,692,0.0673076923076923,0.10271634258572064,521,116,430,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,compliant,noise,uncategorized_or_context_needed,2.1629964892949336,0.6309553922610007,scraped_2026_heavy,13,80,0.8699434536755112,1.68112080323952,13,73,0.005208333333333333,0.010835683538667063,72,11,62,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,smooth,noise,uncategorized_or_context_needed,-1.272619386950038,-0.2449089137841547,arshkon_2024_heavy,37,92,2.4759929066149162,1.9332889237254478,36,89,0.014423076923076924,0.013210627875909159,114,35,81,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,hear,noise,uncategorized_or_context_needed,-0.37521751516525603,-0.17736311424766882,arshkon_2024_heavy,6,16,0.4015123632348513,0.33622416064790395,6,16,0.002403846153846154,0.0023749443372420957,21,6,15,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,timeline,noise,uncategorized_or_context_needed,-0.3551559726112126,-0.11772667978119422,arshkon_2024_heavy,12,34,0.8030247264697026,0.7144763413767959,12,33,0.004807692307692308,0.004898322695561823,33,11,22,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,analysts,noise,uncategorized_or_context_needed,-2.153705473658077,-0.2975466289773987,arshkon_2024_heavy,73,172,4.885067086024024,3.6144097269649675,68,160,0.027243589743589744,0.023749443372420957,187,64,127,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,exhibit,noise,uncategorized_or_context_needed,0.25429429376229984,0.10704816395982775,scraped_2026_heavy,7,25,0.46843109044065984,0.5253502510123499,6,23,0.002403846153846154,0.003413982484785513,27,6,21,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,gpu,noise,uncategorized_or_context_needed,4.0631245007495975,1.0017532408523202,scraped_2026_heavy,17,155,1.1376183624987453,3.2571715562765697,14,108,0.005608974358974359,0.01603087427638415,93,11,84,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,harnesses,noise,uncategorized_or_context_needed,2.4211385776261807,2.1639488138614116,scraped_2026_heavy,1,35,0.06691872720580855,0.7354903514172899,1,34,0.00040064102564102563,0.005046756716639454,32,1,31,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,use,noise,uncategorized_or_context_needed,-0.6141131153403956,-0.03750052905576329,arshkon_2024_heavy,346,1064,23.15387961320976,22.35890668308561,287,882,0.11498397435897435,0.13091880659047053,807,237,608,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,domains,noise,uncategorized_or_context_needed,4.841734434492901,0.8797427780155047,scraped_2026_heavy,32,256,2.1413992705858735,5.379586570366463,31,225,0.012419871794871794,0.033397654742466976,207,27,183,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,uses,noise,uncategorized_or_context_needed,0.10674179856981629,0.02913646294443062,scraped_2026_heavy,17,56,1.1376183624987453,1.1767845622676638,16,44,0.00641025641025641,0.006531096927415764,46,15,33,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,measure,noise,uncategorized_or_context_needed,2.1679665085053963,0.5285129279867427,scraped_2026_heavy,19,105,1.2714558169103625,2.2064710542518697,18,99,0.007211538461538462,0.014694968086685469,87,17,71,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,audience,noise,uncategorized_or_context_needed,1.0154145449424323,0.3657704884844577,scraped_2026_heavy,9,42,0.6022685448522769,0.8825884217007479,8,40,0.003205128205128205,0.005937360843105239,38,7,31,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,rancher,noise,uncategorized_or_context_needed,2.0319990896531985,1.173044534416297,scraped_2026_heavy,3,33,0.20075618161742564,0.693462331336302,3,26,0.001201923076923077,0.003859284548018406,26,2,24,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,significant,noise,uncategorized_or_context_needed,-0.7962033341036425,-0.10917784317419876,arshkon_2024_heavy,70,200,4.6843109044065985,4.202802008098799,61,190,0.024439102564102564,0.028202464004749888,188,53,141,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,observable,noise,uncategorized_or_context_needed,1.3035177536441276,0.6815741113322016,scraped_2026_heavy,4,26,0.2676749088232342,0.546364261052844,4,26,0.0016025641025641025,0.003859284548018406,28,4,24,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,ged,noise,uncategorized_or_context_needed,0.5866592596750805,0.19494241794311762,scraped_2026_heavy,11,43,0.7361059992638941,0.9036024317412419,11,43,0.004407051282051282,0.006382662906338133,30,8,24,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,production-ready,org_scope,,3.57087401128317,1.254530770240736,scraped_2026_heavy,8,96,0.5353498176464684,2.0173449638874237,8,94,0.003205128205128205,0.013952797981297314,81,7,76,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,methodology,noise,uncategorized_or_context_needed,-4.1992334257672495,-0.5201336617347003,arshkon_2024_heavy,98,184,6.558035266169237,3.8665778474508956,92,166,0.03685897435897436,0.024640047498886746,198,78,131,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,roadmaps,org_scope,,2.1284255865148016,0.5193559698113699,scraped_2026_heavy,19,104,1.2714558169103625,2.185457044211376,17,97,0.006810897435897436,0.014398100044530206,102,16,86,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,fedramp,noise,uncategorized_or_context_needed,1.0035536184814502,0.3826942605583312,scraped_2026_heavy,8,38,0.5353498176464684,0.7985323815387719,3,31,0.001201923076923077,0.004601454653406561,30,2,28,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,ones,noise,uncategorized_or_context_needed,1.1384116490672376,0.5399749688393154,scraped_2026_heavy,5,28,0.33459363602904274,0.5883922811338319,5,26,0.002003205128205128,0.003859284548018406,28,4,24,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,context,noise,uncategorized_or_context_needed,4.400995189462937,0.9027904148261783,scraped_2026_heavy,25,205,1.6729681801452136,4.307872058301269,24,175,0.009615384615384616,0.025975953688585424,159,22,138,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,manipulation,noise,uncategorized_or_context_needed,-1.1936818238626437,-0.2600800875947158,arshkon_2024_heavy,29,71,1.9406430889684478,1.4919947128750737,27,63,0.010817307692307692,0.009351343327890753,83,26,57,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,state-of-the-art,noise,uncategorized_or_context_needed,0.7889181269909299,0.26014842611079203,scraped_2026_heavy,11,46,0.7361059992638941,0.9666444618627239,11,44,0.004407051282051282,0.006531096927415764,42,10,32,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,inform,noise,uncategorized_or_context_needed,1.9389382435345321,0.81765845999427,scraped_2026_heavy,6,45,0.4015123632348513,0.9456304518222299,6,44,0.002403846153846154,0.006531096927415764,42,6,37,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,faster,noise,uncategorized_or_context_needed,3.07564135964134,1.3540651929570835,scraped_2026_heavy,5,67,0.33459363602904274,1.4079386727130978,5,62,0.002003205128205128,0.009202909306813122,58,5,53,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723
